39846
XR_109865.1	6787586	6790052	6790052	1	2	2099	142
NM_001195563.1	6845383	6932108	6790052	1	4	2101	143
NR_038934.1	6845383	6948260	6932108	1	4	2105	143
NM_001242701.1	6845383	6948260	6948260	1	4	2109	143
NM_015215.2	6845383	7829765	6948260	1	23	2113	143
XR_132697.1	7110001	7111763	7829765	2	2	2136	144
NM_004781.3	7831328	7841491	7829765	1	5	2138	145
NM_016831.1	7844762	7905236	7841491	1	21	2143	146
NM_006786.3	7907671	7913103	7905236	2	4	2164	147
NM_021995.2	7907671	7913550	7913103	2	5	2168	147
NM_001561.5	7975930	8003224	7913550	2	9	2173	148
NM_001123377.1	8021713	8045341	8003224	1	7	2182	149
NM_007262.4	8021713	8045341	8045341	1	7	2189	149
NM_018948.3	8071778	8086392	8045341	2	4	2196	150
NM_001080397.1	8384389	8404226	8086392	1	8	2200	151
NM_001042682.1	8412463	8483746	8404226	2	13	2208	152
NM_012102.3	8412463	8877698	8483746	2	24	2221	152
NM_001042681.1	8412463	8877698	8877698	2	23	2245	152
NM_001201483.1	8921058	8931634	8877698	2	9	2268	153
NM_001428.3	8921058	8939150	8931634	2	12	2277	153
NR_038351.1	8938893	8939943	8939150	1	2	2289	154
NM_001215.2	9005921	9035150	8939943	1	8	2291	155
NM_207420.2	9063358	9086403	9035150	2	12	2299	156
NM_003039.2	9097004	9129886	9086403	2	12	2311	157
NR_024180.1	9097004	9148509	9129886	2	14	2323	157
NM_001135585.1	9101426	9129886	9148509	2	5	2337	157
NM_024980.4	9164475	9189228	9148509	2	4	2342	158
NR_029610.1	9211726	9211835	9189228	2	1	2346	159
XR_109875.1	9241897	9257039	9211835	2	2	2347	160
NM_004285.3	9294862	9331395	9257039	1	5	2349	161
NM_025106.3	9352940	9429590	9331395	1	3	2354	162
XR_109872.1	9486714	9489054	9429590	2	2	2357	163
NM_032315.2	9599527	9642830	9489054	1	7	2359	164
NM_001010866.3	9648931	9665019	9642830	1	6	2366	165
NM_001130924.2	9648931	9674934	9665019	1	11	2372	165
NM_005026.3	9711789	9789171	9674934	1	24	2383	166
NR_027045.1	9712667	9714643	9789171	2	2	2407	167
NM_014944.3	9789078	9884549	9789171	2	18	2409	168
NM_001009566.1	9789078	9884549	9884549	2	19	2427	168
XR_109873.1	9887667	9888328	9884549	2	1	2446	169
NM_001012329.1	9908333	9970315	9888328	2	5	2447	170
NM_020248.2	9908333	9970315	9970315	2	6	2452	170
NM_032368.3	9989775	10002825	9970315	2	7	2458	171
NM_022787.3	10003485	10045555	10002825	1	5	2465	172
NM_052960.2	10057254	10076077	10045555	1	4	2470	173
NM_001105562.2	10093040	10241296	10076077	1	28	2474	174
NM_006048.4	10093040	10241296	10241296	1	27	2502	174
NM_183416.3	10270763	10368654	10241296	1	21	2529	175
NM_015074.3	10270763	10441660	10368654	1	47	2550	175
NR_036176.1	10287775	10287860	10441660	1	1	2597	176
XR_109874.1	10438656	10458954	10441660	2	2	2598	177
NM_002631.2	10459084	10480200	10458954	1	13	2600	178
NM_199294.2	10490158	10502871	10480200	1	5	2613	179
NM_199006.2	10490158	10512059	10502871	1	4	2618	180
NM_198544.3	10490158	10512059	10512059	1	5	2622	180
NR_036462.1	10490803	10502871	10512059	1	5	2627	179
NR_037186.1	10490803	10512059	10512059	1	4	2632	180
NR_037187.1	10490803	10512059	10512059	1	3	2636	180
NM_001302.4	10509775	10512059	10512059	1	2	2639	181
NM_004401.2	10520587	10532612	10512059	2	6	2641	182
NM_213566.1	10520587	10532612	10532612	2	5	2647	182
NM_004565.2	10535002	10690814	10532612	1	9	2652	183
NM_001079843.1	10696660	10856706	10690814	2	21	2661	184
NM_017766.3	10707269	10856706	10856706	2	16	2682	184
NM_001170754.1	11006529	11042093	10856706	2	13	2698	185
NM_007375.3	11072678	11085548	11042093	1	6	2711	186
NM_006610.3	11086579	11107295	11085548	2	11	2717	187
NM_139208.2	11104854	11107295	11107295	2	5	2728	187
NM_003132.2	11114648	11120090	11107295	2	8	2733	188
NM_001001998.1	11126674	11159937	11120090	2	25	2741	189
NM_002685.2	11126674	11159937	11159937	2	24	2766	189
XR_132698.1	11159731	11162156	11159937	1	2	2790	190
NM_004958.3	11166587	11322607	11162156	2	58	2792	191
NM_021146.2	11249397	11256037	11322607	1	5	2850	192
NM_013319.2	11333254	11348490	11322607	1	2	2855	193
NM_020780.1	11539294	11597639	11348490	1	21	2857	194
NM_012168.5	11708417	11714887	11597639	2	6	2878	195
NM_183412.2	11714431	11723383	11714887	1	5	2884	196
NM_033182.5	11714913	11723383	11723383	1	6	2889	196
NM_183413.2	11714913	11723383	11723383	1	5	2895	196
NM_001014765.1	11714913	11723383	11723383	1	7	2900	196
NM_018438.5	11724149	11734410	11723383	1	6	2907	197
NM_006341.3	11734536	11741270	11734410	2	9	2913	198
NM_001127325.1	11734536	11751677	11741270	2	9	2922	198
NM_198545.3	11751780	11780335	11751677	1	7	2931	199
NM_020350.4	11796141	11810827	11780335	1	5	2938	200
NM_001040194.1	11796141	11810827	11810827	1	5	2943	200
NM_001040196.1	11796141	11810827	11810827	1	6	2948	200
NM_001040195.1	11796141	11810827	11810827	1	4	2954	200
NM_001040197.1	11796141	11810827	11810827	1	6	2958	200
XR_132699.1	11821843	11826783	11810827	1	4	2964	201
XM_003118845.1	11826804	11838366	11826783	1	9	2968	202
XM_003118849.1	11838542	11849641	11838366	1	12	2977	203
NM_005957.4	11845786	11866159	11849641	2	12	2989	204
NM_021735.2	11866206	11888274	11866159	1	11	3001	205
NM_021737.2	11866206	11888274	11888274	1	11	3012	205
NM_021736.2	11866206	11889359	11888274	1	12	3023	205
NM_001286.2	11866206	11903200	11889359	1	23	3035	205
NR_037806.1	11900375	11907672	11903200	1	4	3058	206
NM_006172.3	11905765	11907839	11907672	2	3	3062	207
NM_002521.2	11917520	11918991	11907839	2	3	3065	208
NR_002754.2	11968210	11968328	11918991	1	1	3068	209
NM_138346.2	11979644	11986484	11968328	2	3	3069	210
NM_000302.3	11994723	12035598	11986484	1	19	3072	211
NM_001127660.1	12040237	12073571	12035598	1	18	3091	212
NM_014874.3	12040237	12073571	12073571	1	19	3109	212
NM_021933.2	12079511	12092105	12073571	1	10	3128	213
NM_001243.3	12123433	12204263	12092105	1	15	3138	214
NM_152942.2	12185957	12204263	12204263	1	5	3153	214
NM_001066.2	12227059	12269276	12204263	1	10	3158	215
NR_039775.1	12251761	12251838	12269276	1	1	3168	216
NM_015378.2	12290112	12572098	12269276	1	70	3169	217
NM_018156.2	12290112	12572098	12572098	1	69	3239	217
NR_003025.1	12567299	12567450	12572098	1	1	3308	218
NM_004753.4	12627938	12677819	12572098	2	6	3309	219
NM_001013630.1	12704565	12727096	12677819	1	4	3315	220
NM_001103169.1	12776117	12788725	12727096	1	3	3319	221
NM_001103170.1	12776117	12788725	12788725	1	4	3322	221
NM_152290.2	12806162	12821101	12788725	1	4	3326	222
NM_001080830.1	12834983	12838048	12821101	1	3	3330	223
NM_023013.2	12851545	12856776	12838048	1	4	3333	224
NM_001146344.1	12884467	12891263	12856776	2	4	3337	225
NM_001013631.1	12907260	12908577	12891263	2	2	3341	226
NM_023014.1	12916940	12921763	12908577	1	4	3343	227
NM_001009611.2	12939032	12946024	12921763	2	4	3347	228
NM_001039361.3	12952726	12958093	12946024	2	4	3351	229
NM_001012277.1	12977512	12980232	12958093	1	3	3355	230
NM_001010889.2	12998301	13007405	12980232	2	4	3358	231
NM_001100631.1	13035542	13038380	13007405	1	3	3362	232
XM_001130065.4	13108837	13122576	13038380	2	5	3365	233
XM_003118846.1	13140449	13144999	13122576	1	4	3370	234
NM_001136561.2	13182959	13184325	13144999	2	2	3374	235
XM_928401.3	13216687	13219693	13184325	2	3	3376	236
NM_001013692.1	13328195	13331691	13219693	2	3	3379	237
NM_001013407.1	13359818	13369056	13331691	1	4	3382	238
NM_001012276.1	13386645	13390764	13369056	2	4	3386	239
NM_001010890.1	13421175	13428190	13390764	1	4	3390	240
NM_001024661.1	13447413	13452655	13428190	2	4	3394	241
NM_001099850.1	13474052	13477568	13452655	2	3	3398	242
NM_001045480.1	13495253	13498259	13477568	1	3	3401	243
NM_001100114.1	13521962	13526942	13498259	1	3	3404	244
XR_108378.2	13607699	13610548	13526942	2	3	3407	245
NM_001098376.2	13641972	13648986	13610548	1	4	3410	246
NM_001099854.1	13668268	13673510	13648986	2	4	3414	247
NM_001099790.1	13694888	13698404	13673510	2	3	3418	248
NM_001099851.1	13716087	13719063	13698404	1	3	3421	249
NM_001099852.1	13736906	13747802	13719063	1	4	3424	250
NM_001010847.1	13801444	13840241	13747802	2	2	3428	251
NM_006474.4	13910251	13944451	13840241	1	6	3430	252
NM_198389.2	13910251	13944451	13944451	1	6	3436	252
NM_001006625.1	13911966	13944451	13944451	1	6	3442	252
NM_001006624.1	13911966	13944451	13944451	1	6	3448	252
NM_001135610.1	14026734	14151573	13944451	1	8	3454	253
NM_015866.4	14031349	14114573	14151573	1	9	3462	253
NM_012231.4	14031349	14151573	14151573	1	10	3471	253
NM_001007257.2	14075875	14114573	14151573	1	4	3481	253
NM_015209.2	14925212	15394650	14151573	1	8	3485	254
NM_201628.2	14925212	15444543	15394650	1	15	3493	254
NM_001018000.3	15250624	15394650	15444543	1	8	3508	254
NM_001018001.2	15256295	15394650	15444543	1	8	3516	254
NM_001017999.2	15272414	15394650	15444543	1	8	3524	254
NR_027136.1	15438310	15478959	15444543	2	5	3532	255
NM_001136216.1	15479027	15546973	15478959	1	4	3537	256
NM_001136217.1	15479027	15546973	15546973	1	3	3541	256
NM_001136218.1	15480228	15546973	15546973	1	4	3544	256
NM_018022.2	15480228	15546973	15546973	1	3	3548	256
NM_052929.1	15573767	15724621	15546973	1	31	3551	257
NM_024329.5	15736390	15756838	15724621	1	4	3582	258
NM_007272.2	15764937	15773152	15756838	1	8	3586	259
NM_033440.2	15783222	15798585	15773152	1	8	3594	260
NM_015849.2	15802595	15817894	15798585	1	8	3602	261
NM_001229.3	15818768	15850939	15817894	2	9	3610	262
NM_032996.2	15818768	15851284	15850939	2	9	3619	262
NM_015291.2	15853351	15898227	15851284	1	15	3628	263
NM_024758.4	15898193	15911604	15898227	2	7	3643	264
NM_032341.4	15943952	15987551	15911604	1	10	3650	265
NM_006511.1	15986363	15988216	15987551	1	1	3660	266
NM_015164.2	16010826	16061263	15988216	1	20	3661	267
NM_207348.1	16062808	16067883	16061263	1	5	3681	268
NM_001013641.1	16068916	16074476	16067883	1	6	3686	269
NM_017556.2	16085254	16113083	16074476	1	9	3692	270
NM_001024215.1	16090993	16101714	16113083	1	6	3701	270
NM_001024216.1	16091458	16113083	16113083	1	5	3707	270
NM_001089591.1	16133656	16134193	16113083	2	1	3712	271
NR_024279.1	16160709	16174641	16134193	2	2	3713	272
NM_015001.2	16174358	16266949	16174641	1	15	3715	273
NM_001242884.1	16268363	16302626	16266949	2	15	3730	274
NM_003443.2	16268363	16302626	16302626	2	16	3745	274
NM_178840.2	16330730	16333179	16302626	1	2	3761	275
NM_014424.4	16340522	16345284	16333179	2	3	3763	276
NM_001042704.1	16348485	16360544	16345284	1	20	3766	277
NM_004070.3	16348485	16360544	16360544	1	20	3786	277
NM_000085.3	16370246	16383802	16360544	1	20	3806	278
NM_001165945.1	16375283	16383802	16383802	1	13	3826	278
NM_182623.2	16384263	16400126	16383802	2	7	3839	279
NM_004431.3	16450831	16482581	16400126	2	17	3846	280
XR_108364.1	16481729	16483823	16482581	1	2	3863	281
NM_153213.3	16524598	16539103	16483823	2	16	3865	282
NM_030907.3	16558181	16563658	16539103	2	5	3881	283
NM_018994.1	16576558	16678947	16563658	2	10	3886	284
NM_001114600.1	16693582	16724639	16678947	1	4	3896	285
NM_015609.3	16693582	16724639	16724639	1	3	3900	285
NM_198546.1	16725137	16763918	16724639	2	13	3903	286
NM_001145278.1	16767166	16786584	16763918	1	8	3916	287
NM_018090.4	16767166	16786584	16786584	1	8	3924	287
NM_001145277.1	16767166	16786584	16786584	1	7	3932	287
NR_023386.1	16793930	16819195	16786584	2	15	3939	288
NR_004430.2	16840616	16840779	16819195	2	1	3954	289
XM_003118505.1	16862279	16863349	16840779	1	2	3955	290
XM_001721533.1	16865560	16866069	16863349	1	1	3957	291
NM_017940.3	16890411	16939981	16866069	2	28	3958	292
NR_026752.1	16944750	16957400	16939981	2	7	3986	293
NR_027504.1	16972068	16976914	16957400	1	14	3993	294
NR_004408.1	16993279	16993442	16976914	2	1	4007	295
XM_001130683.1	16999497	17000006	16993442	1	1	4008	296
NR_026567.1	17017712	17046651	17000006	2	11	4009	297
XM_001715369.1	17060446	17060955	17046651	2	1	4020	298
NR_004421.1	17067010	17067173	17060955	1	1	4021	299
NR_002729.2	17081400	17090974	17067173	2	15	4022	300
NR_037446.1	17185443	17185515	17090974	2	1	4037	301
XR_108365.1	17215033	17216160	17185515	2	2	4038	302
NR_004427.1	17222474	17222637	17216160	1	1	4040	303
NM_014675.3	17248444	17299473	17222637	1	37	4041	304
NM_001135248.1	17300996	17307172	17299473	2	9	4078	305
NM_002403.3	17300996	17307172	17307172	2	9	4087	305
NM_017459.2	17300996	17308080	17307172	2	9	4096	305
NM_001135247.1	17300996	17308080	17308080	2	9	4105	305
NM_001141974.1	17312452	17338422	17308080	2	27	4114	306
NM_022089.2	17312452	17338422	17338422	2	29	4141	306
NM_001141973.1	17312452	17338422	17338422	2	29	4170	306
NM_003000.2	17345216	17380664	17338422	2	8	4199	307
NM_007365.2	17393255	17445947	17380664	2	16	4207	308
XR_108366.1	17520820	17521392	17445947	1	1	4223	309
NM_013358.2	17531620	17572500	17521392	1	16	4224	310
NM_016233.2	17575592	17610727	17572500	1	16	4240	311
NR_039768.1	17604383	17604469	17610727	1	1	4256	312
NM_012387.2	17634689	17690494	17610727	1	16	4257	313
NM_207421.3	17698740	17728194	17690494	1	16	4273	314
NM_001136204.1	17733250	17765056	17728194	2	12	4289	315
NM_018715.2	17733250	17766219	17765056	2	13	4301	315
NM_018125.3	17866329	18024369	17766219	1	29	4314	316
NM_001011722.2	17907047	18024369	18024369	1	27	4343	316
NM_030812.2	18149476	18153557	18024369	1	2	4370	317
NM_032880.4	18434239	18704976	18153557	1	10	4372	318
NM_152375.2	18807423	18812492	18704976	1	1	4382	319
NM_013945.2	18957499	19062631	18812492	1	8	4383	320
NM_002584.2	18957499	19062631	19062631	1	8	4391	320
NM_001135254.1	18957499	19075359	19062631	1	9	4399	320
NM_152232.2	19166092	19186154	19075359	2	6	4408	321
NM_001161504.1	19197923	19217384	19186154	2	15	4414	322
NM_170726.2	19197923	19229292	19217384	2	16	4429	322
NM_003748.3	19197923	19229292	19229292	2	15	4445	322
NR_039844.1	19209687	19209773	19229292	2	1	4460	323
NR_031622.1	19223564	19223641	19229292	2	1	4461	324
NM_001136265.1	19230773	19282825	19229292	2	9	4462	325
NM_020765.2	19400999	19536745	19282825	2	106	4471	326
XR_132481.1	19536906	19567197	19536745	1	2	4577	327
NM_015047.1	19544583	19578045	19567197	2	23	4579	328
