	TLSW	TMSW	Event Info	FSC 488/10-H	FSC 488/10-A	FSC 488/10-W	FSC 405/10 (spd)-H	FSC 405/10 (spd)-A	FSC 405/10 (spd)-W	SSC 488/10-H	SSC 488/10-A	SSC 488/10-W	IFNL1-H	IFNL1-A	IFNL1-W	IFNB1-H	IFNB1-A	IFNB1-W	M2-H	M2-A	M2-W	TIME
146	554935300.0	0.0	4294901800.0	78399.0	122213.0	114564.0	262122.0	262143.0	134824.0	41575.0	56466.0	104272.0	110.0	132.0	85820.0	48.0	69.0	88472.0	641.0	670.0	80776.0	1109871.0
149	567508030.0	0.0	4294901800.0	79709.0	137579.0	119972.0	262122.0	262143.0	126508.0	34885.0	52130.0	114296.0	89.0	128.0	90188.0	46.0	57.0	61976.0	40.0	38.0	54128.0	1135016.0
216	866243500.0	0.0	4294902500.0	72107.0	120391.0	136580.0	262122.0	262143.0	129464.0	45858.0	62782.0	103988.0	88.0	98.0	78940.0	42.0	36.0	39528.0	41.0	55.0	91984.0	1732487.0
219	876743500.0	0.0	4294902500.0	68810.0	105272.0	119116.0	262122.0	262143.0	120240.0	24340.0	31046.0	97184.0	2565.0	3154.0	93560.0	464.0	534.0	83032.0	171810.0	204588.0	90052.0	1753487.0
222	909883200.0	0.0	4294901800.0	68865.0	105045.0	117508.0	247598.0	262143.0	103556.0	31955.0	37327.0	88100.0	76.0	80.0	64280.0	84.0	113.0	100572.0	36.0	46.0	81588.0	1819766.0
225	923482750.0	0.0	4294901800.0	71015.0	95791.0	104564.0	262122.0	262143.0	111300.0	30192.0	34820.0	86976.0	225.0	250.0	81912.0	46.0	53.0	73780.0	131.0	149.0	81132.0	1846965.0
229	948501700.0	0.0	4294901800.0	73626.0	112466.0	120540.0	262122.0	262143.0	130544.0	33112.0	49101.0	114152.0	217.0	274.0	86944.0	120.0	163.0	93456.0	118.0	168.0	103968.0	1897003.0
240	1014539600.0	0.0	4294901800.0	76790.0	135708.0	137768.0	262122.0	262143.0	143588.0	34047.0	42153.0	94148.0	60.0	55.0	68920.0	24.0	31.0	52032.0	33.0	40.0	64160.0	2029079.0
245	1047705150.0	0.0	4294901800.0	88899.0	138489.0	122828.0	262122.0	262143.0	122532.0	44494.0	55312.0	94252.0	92.0	97.0	76628.0	29.0	29.0	55292.0	142.0	162.0	52016.0	2095410.0
263	1129347000.0	0.0	4294901800.0	67248.0	101794.0	116528.0	262122.0	262143.0	113764.0	22133.0	27006.0	92180.0	559.0	690.0	93104.0	33.0	16.0	21192.0	46.0	43.0	42712.0	2258694.0
287	1242649000.0	0.0	4294902300.0	87519.0	129701.0	109416.0	262122.0	262143.0	132268.0	42140.0	57094.0	101620.0	66.0	66.0	77144.0	128.0	168.0	85868.0	44242.0	67036.0	119776.0	2485298.0
303	1327350500.0	0.0	4294902300.0	75414.0	124583.0	123220.0	262122.0	262143.0	123528.0	36629.0	46616.0	96688.0	65.0	79.0	83068.0	35.0	39.0	38264.0	31.0	42.0	86828.0	2654701.0
320	1395279700.0	0.0	4294901800.0	82212.0	144205.0	135712.0	262122.0	262143.0	155172.0	35403.0	47767.0	103220.0	72.0	86.0	86492.0	31.0	42.0	77368.0	73.0	92.0	74008.0	2790559.0
337	1461547800.0	0.0	4294901800.0	81737.0	122614.0	122084.0	262122.0	262143.0	114540.0	53693.0	72614.0	104600.0	851.0	1098.0	100160.0	728.0	985.0	104012.0	235.0	364.0	118980.0	2923096.0
351	1526529000.0	0.0	4294901800.0	88997.0	157006.0	138924.0	262122.0	262143.0	152704.0	41672.0	53779.0	97764.0	110.0	129.0	88324.0	58.0	70.0	73056.0	239.0	270.0	76844.0	3053058.0
355	1539295500.0	0.0	4294901800.0	82385.0	140867.0	133888.0	262122.0	262143.0	138120.0	41716.0	51353.0	92500.0	58.0	60.0	67548.0	34.0	23.0	31920.0	50.0	48.0	57640.0	3078591.0
379	1693671600.0	0.0	4294902500.0	72435.0	125845.0	133184.0	262122.0	262143.0	134968.0	43728.0	55231.0	94840.0	59.0	71.0	73996.0	31.0	28.0	49736.0	61.0	88.0	86472.0	3387343.0
385	1701619800.0	0.0	4294902500.0	72365.0	128652.0	144920.0	262122.0	262143.0	150076.0	46291.0	69805.0	116404.0	136.0	204.0	113216.0	82.0	131.0	128276.0	310.0	447.0	111656.0	3403240.0
388	1726233100.0	0.0	4294901800.0	81686.0	128079.0	120696.0	262122.0	262143.0	123724.0	39339.0	52453.0	101620.0	65.0	75.0	82776.0	26.0	29.0	55040.0	82.0	90.0	73380.0	3452466.0
398	1759254900.0	0.0	4294901800.0	80707.0	146076.0	145292.0	262122.0	262143.0	161480.0	46518.0	58979.0	96192.0	82.0	91.0	82880.0	35.0	40.0	65160.0	76.0	104.0	81328.0	3518510.0
401	1797187100.0	0.0	4294901800.0	75233.0	116326.0	115900.0	248382.0	262143.0	112176.0	24960.0	31363.0	94788.0	37.0	47.0	76180.0	22.0	18.0	22040.0	36.0	51.0	89732.0	3594374.0
406	1836179500.0	0.0	4294901800.0	75767.0	117347.0	118064.0	262122.0	262143.0	127264.0	37839.0	50230.0	100616.0	82.0	95.0	77844.0	21.0	35.0	91196.0	76.0	138.0	131424.0	3672359.0
419	1907507200.0	0.0	4294901800.0	96067.0	92890.0	69708.0	258841.0	237286.0	67056.0	42986.0	43171.0	75952.0	1.0	1.0	4096.0	1.0	1.0	4984.0	1.0	1.0	4716.0	3815014.0
430	2001871000.0	0.0	4294901800.0	59694.0	99031.0	132060.0	228743.0	262143.0	118892.0	16782.0	23023.0	105580.0	18.0	10.0	15100.0	7465.0	11917.0	124812.0	262122.0	262143.0	154504.0	4003742.0
447	2076632600.0	0.0	4294901800.0	76503.0	85128.0	83176.0	201043.0	222809.0	82704.0	23316.0	25960.0	83740.0	329.0	360.0	80476.0	246.0	302.0	89804.0	78.0	84.0	81816.0	4153265.0
459	2146143500.0	0.0	4294901800.0	71412.0	133953.0	153568.0	262122.0	262143.0	143008.0	52933.0	69164.0	98888.0	181.0	217.0	85920.0	58.0	73.0	78680.0	8755.0	13419.0	115992.0	4292287.0
469	2156585500.0	0.0	4294902500.0	85713.0	141643.0	121944.0	262122.0	262143.0	139188.0	44585.0	59080.0	101208.0	46.0	42.0	58484.0	30.0	35.0	72112.0	111.0	105.0	60640.0	4313171.0
475	2207098600.0	0.0	4294901800.0	72517.0	171493.0	197284.0	262122.0	262143.0	191888.0	39004.0	91597.0	189348.0	77.0	143.0	131656.0	45.0	74.0	52888.0	307.0	433.0	101220.0	4414197.0
480	2218301200.0	0.0	4294901800.0	85165.0	147001.0	135464.0	262122.0	262143.0	144672.0	48456.0	69041.0	107984.0	83.0	100.0	86848.0	38.0	49.0	75872.0	59.0	82.0	98860.0	4436603.0
486	2229708500.0	0.0	4294901800.0	74860.0	108960.0	108188.0	262122.0	262143.0	107236.0	23541.0	28017.0	90432.0	45.0	45.0	69800.0	24.0	25.0	35920.0	29.0	29.0	52408.0	4459417.0
496	2288406000.0	0.0	4294902300.0	76519.0	125409.0	124996.0	262122.0	262143.0	138336.0	39677.0	51895.0	98788.0	91.0	113.0	79200.0	60.0	49.0	49432.0	41.0	50.0	86448.0	4576812.0
499	2300644900.0	0.0	4294902300.0	75706.0	121668.0	123776.0	262122.0	262143.0	118000.0	25888.0	33557.0	99072.0	45.0	47.0	65364.0	19.0	20.0	26852.0	30.0	34.0	62564.0	4601290.0
529	2516860200.0	0.0	4294901800.0	84223.0	153197.0	143400.0	262122.0	262143.0	154964.0	45098.0	59497.0	99264.0	103.0	115.0	86776.0	40.0	47.0	85424.0	35.0	28.0	33216.0	5033721.0
540	2571710200.0	0.0	4294901800.0	72926.0	110623.0	116088.0	246598.0	262143.0	116040.0	34950.0	43735.0	94880.0	48.0	51.0	78356.0	22.0	25.0	61588.0	44.0	47.0	67756.0	5143421.0
553	2649229300.0	0.0	4294901800.0	95819.0	145185.0	107424.0	262122.0	262143.0	115744.0	72870.0	87836.0	86816.0	159.0	404.0	227408.0	72.0	104.0	85428.0	101.0	125.0	71516.0	5298459.0
562	2717266700.0	0.0	4294901800.0	82834.0	141097.0	131008.0	262122.0	262143.0	127800.0	48701.0	61622.0	96012.0	101.0	109.0	71064.0	42.0	43.0	35496.0	37.0	51.0	82324.0	5434534.0
563	2722254300.0	0.0	4294901800.0	63963.0	99907.0	119604.0	249094.0	262143.0	126324.0	21880.0	34561.0	120784.0	79.0	96.0	80188.0	30.0	31.0	64296.0	1122.0	1810.0	134148.0	5444508.0
567	2739176700.0	0.0	4294901800.0	72106.0	160519.0	174696.0	262122.0	262143.0	174020.0	40497.0	90810.0	178876.0	52.0	121.0	176704.0	39.0	61.0	44616.0	63.0	92.0	42880.0	5478353.0
571	2752420400.0	0.0	4294901800.0	74302.0	96875.0	99436.0	262122.0	262143.0	86172.0	44533.0	45096.0	76024.0	1.0	1.0	4292.0	1.0	1.0	5836.0	14.0	9.0	23532.0	5504841.0
654	3058178000.0	0.0	4294908200.0	115160.0	108726.0	66968.0	262122.0	262143.0	140132.0	69590.0	60413.0	65508.0	6.0	5.0	23668.0	46.0	78.0	117756.0	1.0	1.0	4436.0	6116356.0
666	3058374400.0	0.0	4294910500.0	103291.0	105055.0	72384.0	262122.0	262143.0	85544.0	55430.0	59804.0	81776.0	1.0	1.0	4844.0	1.0	1.0	8260.0	1.0	1.0	2252.0	6116749.0
