	TLSW	TMSW	Event Info	FSC 488/10-H	FSC 488/10-A	FSC 488/10-W	FSC 405/10 (spd)-H	FSC 405/10 (spd)-A	FSC 405/10 (spd)-W	SSC 488/10-H	SSC 488/10-A	SSC 488/10-W	IFNL1-H	IFNL1-A	IFNL1-W	IFNB1-H	IFNB1-A	IFNB1-W	M2-H	M2-A	M2-W	TIME
57	142676740.0	0.0	4294902800.0	92527.0	165038.0	143356.0	262122.0	262143.0	152628.0	56360.0	73796.0	100104.0	97.0	103.0	77028.0	56.0	51.0	35620.0	107.0	130.0	82864.0	285353.0
58	142677330.0	0.0	4294902800.0	55961.0	100556.0	145488.0	248643.0	262143.0	131140.0	37448.0	49664.0	101040.0	48.0	45.0	55792.0	34.0	36.0	45904.0	154.0	231.0	111456.0	285355.0
59	142702510.0	0.0	4294902800.0	70677.0	113409.0	125024.0	262122.0	262143.0	119832.0	41359.0	57223.0	104836.0	47.0	47.0	61200.0	22.0	29.0	31716.0	91.0	123.0	76976.0	285405.0
60	142713440.0	0.0	4294902800.0	69334.0	134971.0	159576.0	262122.0	262143.0	145296.0	34353.0	48462.0	107252.0	65.0	73.0	67748.0	50.0	35.0	38712.0	1430.0	2325.0	126232.0	285427.0
61	142722880.0	0.0	4294902800.0	74708.0	132502.0	140344.0	262122.0	262143.0	143984.0	48893.0	66684.0	104588.0	76.0	91.0	82340.0	34.0	42.0	78364.0	53.0	65.0	63312.0	285446.0
70	170486480.0	0.0	4294902800.0	82674.0	104735.0	97468.0	262122.0	262143.0	103148.0	22522.0	23451.0	78956.0	47.0	43.0	67592.0	6683.0	7509.0	85088.0	262122.0	262143.0	156960.0	340973.0
81	191794450.0	0.0	4294903600.0	68336.0	102213.0	119284.0	262122.0	262143.0	128148.0	19857.0	25472.0	96908.0	38.0	43.0	74816.0	18.0	20.0	53660.0	25.0	22.0	47768.0	383589.0
87	213529280.0	0.0	4294902500.0	75510.0	127184.0	138012.0	262122.0	262143.0	143872.0	35376.0	46720.0	100044.0	57.0	62.0	73816.0	27.0	16.0	35284.0	79.0	80.0	74032.0	427059.0
96	243711400.0	0.0	4294901800.0	75674.0	87527.0	88520.0	262122.0	262143.0	81864.0	39276.0	39932.0	76648.0	1.0	1.0	4580.0	4.0	3.0	11264.0	0.0	1.0	3736.0	487423.0
109	264401860.0	0.0	4294902500.0	77438.0	128280.0	126408.0	262122.0	262143.0	148288.0	37679.0	50759.0	102912.0	56.0	65.0	72604.0	25.0	35.0	63632.0	93.0	123.0	75656.0	528804.0
110	264426850.0	0.0	4294902500.0	87081.0	149848.0	135604.0	262122.0	262143.0	150168.0	39484.0	55049.0	106904.0	37.0	31.0	38064.0	16.0	10.0	13808.0	30.0	30.0	38108.0	528854.0
112	264432860.0	0.0	4294902500.0	68137.0	133206.0	156904.0	262122.0	262143.0	160496.0	56530.0	83609.0	113912.0	127.0	158.0	83904.0	60.0	76.0	65104.0	153.0	188.0	80272.0	528866.0
116	266515970.0	0.0	4294902500.0	80892.0	117909.0	111212.0	262122.0	262143.0	137248.0	37640.0	48376.0	97328.0	57.0	64.0	74820.0	32.0	27.0	41024.0	77.0	96.0	87544.0	533032.0
119	268224820.0	0.0	4294902500.0	103872.0	172949.0	126600.0	262122.0	262143.0	152896.0	45320.0	60398.0	101708.0	74.0	89.0	79172.0	47.0	53.0	80164.0	91.0	127.0	100260.0	536450.0
120	271200740.0	0.0	4294902500.0	73341.0	111641.0	113556.0	262122.0	262143.0	126748.0	37896.0	48117.0	96624.0	56.0	69.0	73948.0	31.0	34.0	65564.0	96.0	113.0	77864.0	542401.0
127	310701440.0	0.0	4294902500.0	68412.0	124205.0	150640.0	262122.0	262143.0	143244.0	37200.0	50337.0	103936.0	74.0	77.0	72008.0	32.0	31.0	51716.0	108.0	139.0	84632.0	621403.0
128	313877800.0	0.0	4294902500.0	70654.0	133473.0	153668.0	262122.0	262143.0	147428.0	42242.0	58834.0	106332.0	59.0	68.0	63220.0	62.0	61.0	63348.0	11261.0	18106.0	124352.0	627756.0
132	323268220.0	0.0	4294901800.0	75898.0	136342.0	143624.0	262122.0	262143.0	141996.0	55436.0	85044.0	113848.0	68.0	77.0	64020.0	53.0	74.0	77576.0	10803.0	18427.0	137396.0	646536.0
143	344747040.0	0.0	4294901800.0	91936.0	165603.0	143620.0	262122.0	262143.0	146672.0	64245.0	86029.0	102240.0	129.0	160.0	89812.0	57.0	72.0	71104.0	98.0	120.0	91392.0	689494.0
144	346840860.0	0.0	4294901800.0	86929.0	157621.0	147296.0	262122.0	262143.0	159928.0	43196.0	68192.0	123052.0	60.0	78.0	81400.0	37.0	39.0	58348.0	70.0	74.0	73252.0	693682.0
147	361182200.0	0.0	4294901800.0	80542.0	133188.0	131676.0	262122.0	262143.0	142876.0	32399.0	44283.0	104812.0	56.0	68.0	70264.0	30.0	23.0	24008.0	42.0	43.0	50252.0	722364.0
151	379585570.0	0.0	4294901800.0	77600.0	132287.0	132696.0	261745.0	262143.0	124396.0	51927.0	69687.0	101492.0	94.0	103.0	77336.0	69.0	73.0	69244.0	3241.0	4557.0	116436.0	759171.0
157	393766370.0	0.0	4294901800.0	86805.0	153924.0	138652.0	262122.0	262143.0	126724.0	48423.0	65017.0	102476.0	81.0	84.0	62492.0	35.0	24.0	40884.0	31.0	33.0	56212.0	787533.0
159	399510980.0	0.0	4294901800.0	102080.0	159555.0	120448.0	262122.0	262143.0	147004.0	39983.0	52003.0	99356.0	75.0	78.0	76016.0	42.0	39.0	55428.0	37.0	43.0	64388.0	799022.0
162	405843740.0	0.0	4294901800.0	82783.0	155749.0	152428.0	262122.0	262143.0	168984.0	44847.0	64196.0	110624.0	83.0	93.0	87708.0	27.0	40.0	92284.0	118.0	119.0	68584.0	811687.0
165	409105020.0	0.0	4294901800.0	65062.0	105365.0	130092.0	262122.0	262143.0	125876.0	31294.0	40313.0	98148.0	33.0	39.0	66048.0	23.0	17.0	30604.0	109.0	136.0	97188.0	818210.0
166	411237980.0	0.0	4294901800.0	80208.0	132124.0	128804.0	262122.0	262143.0	132056.0	42639.0	58881.0	105764.0	59.0	70.0	80412.0	33.0	36.0	59676.0	107.0	120.0	73432.0	822476.0
167	411445280.0	0.0	4294901800.0	76568.0	144621.0	156568.0	262122.0	262143.0	162752.0	59122.0	79251.0	101892.0	103.0	110.0	77576.0	52.0	69.0	92036.0	45.0	66.0	96464.0	822891.0
171	450461820.0	0.0	4294901800.0	71779.0	110314.0	116352.0	249425.0	262143.0	104056.0	37597.0	47738.0	96732.0	76.0	77.0	73764.0	26.0	28.0	35240.0	43.0	48.0	54888.0	900924.0
183	514708830.0	0.0	4294901800.0	87542.0	91942.0	78268.0	231323.0	234554.0	75808.0	36957.0	37691.0	77068.0	1.0	2.0	12252.0	1.0	1.0	4916.0	1.0	1.0	5820.0	1029418.0
186	520394100.0	0.0	4294901800.0	84519.0	84460.0	73956.0	255539.0	261676.0	75148.0	22060.0	23426.0	78432.0	1.0	1.0	4496.0	5.0	3.0	25992.0	12.0	4.0	13420.0	1040788.0
187	521800100.0	0.0	4294901800.0	71454.0	112017.0	118472.0	246648.0	262143.0	114736.0	28562.0	32879.0	86856.0	58.0	61.0	75596.0	22.0	27.0	26736.0	165.0	167.0	63364.0	1043600.0
188	544420900.0	0.0	4294901800.0	83473.0	152823.0	145068.0	262122.0	262143.0	146880.0	40067.0	51953.0	98776.0	78.0	82.0	72888.0	47.0	47.0	53784.0	71.0	107.0	113696.0	1088842.0
195	550971600.0	0.0	4294901800.0	90115.0	124619.0	103296.0	262122.0	262143.0	127960.0	40793.0	56906.0	106484.0	88.0	88.0	70104.0	37.0	26.0	37036.0	43.0	36.0	24656.0	1101943.0
198	554267900.0	0.0	4294901800.0	91350.0	147826.0	123396.0	262122.0	262143.0	126268.0	58041.0	77405.0	101296.0	58.0	59.0	66804.0	20.0	20.0	45124.0	330.0	443.0	104472.0	1108536.0
199	554424200.0	0.0	4294901800.0	74435.0	126656.0	129072.0	262122.0	262143.0	143472.0	35672.0	44815.0	95096.0	100.0	103.0	75656.0	72.0	69.0	68116.0	73.0	98.0	93436.0	1108848.0
202	555935170.0	0.0	4294901800.0	86007.0	144717.0	127772.0	262122.0	262143.0	136392.0	45900.0	60568.0	100184.0	109.0	131.0	92128.0	43.0	44.0	57596.0	38.0	53.0	109540.0	1111870.0
204	558989300.0	0.0	4294901800.0	75028.0	136736.0	142100.0	262122.0	262143.0	155248.0	37577.0	50513.0	102256.0	66.0	77.0	84324.0	33.0	40.0	56636.0	108.0	134.0	96024.0	1117979.0
205	560103900.0	0.0	4294901800.0	81250.0	158669.0	157968.0	262122.0	262143.0	159600.0	57973.0	81307.0	107456.0	74.0	86.0	77300.0	34.0	45.0	79548.0	219.0	275.0	93404.0	1120208.0
207	566787200.0	0.0	4294901800.0	79357.0	122409.0	118416.0	262122.0	262143.0	112072.0	24406.0	29486.0	90896.0	54.0	46.0	47984.0	25.0	25.0	37368.0	30.0	24.0	27692.0	1133574.0
209	567881500.0	0.0	4294901800.0	76732.0	129690.0	128608.0	262122.0	262143.0	120436.0	35831.0	47023.0	100120.0	84.0	100.0	85920.0	25.0	33.0	71252.0	57.0	56.0	48540.0	1135763.0
218	614897900.0	0.0	4294901800.0	83153.0	165349.0	156700.0	262122.0	262143.0	165000.0	66828.0	90905.0	103576.0	75.0	85.0	87736.0	63.0	87.0	93420.0	5458.0	8837.0	128624.0	1229796.0
220	619927000.0	0.0	4294901800.0	77655.0	113449.0	108488.0	262122.0	262143.0	115784.0	30954.0	37644.0	92188.0	59.0	62.0	64208.0	22.0	22.0	28492.0	61.0	67.0	67148.0	1239854.0
223	623126000.0	0.0	4294901800.0	88882.0	141970.0	118684.0	262122.0	262143.0	138080.0	46077.0	59252.0	97704.0	85.0	95.0	78640.0	23.0	18.0	37556.0	242.0	274.0	82996.0	1246252.0
229	642698000.0	0.0	4294901800.0	67341.0	163647.0	198644.0	262122.0	262143.0	189952.0	37315.0	78622.0	173564.0	69.0	108.0	78672.0	46.0	75.0	63144.0	66.0	95.0	60028.0	1285396.0
235	648086800.0	0.0	4294901800.0	77256.0	122346.0	126868.0	254444.0	262143.0	124120.0	35969.0	47144.0	99584.0	67.0	66.0	56736.0	30.0	39.0	87100.0	491.0	787.0	114192.0	1296174.0
236	657706750.0	0.0	4294901800.0	86486.0	131431.0	117364.0	262122.0	262143.0	126560.0	32302.0	40630.0	96028.0	43.0	59.0	90840.0	27.0	41.0	55764.0	5429.0	8125.0	114348.0	1315414.0
240	690794300.0	0.0	4294901800.0	94236.0	171052.0	144160.0	262122.0	262143.0	144636.0	57160.0	72793.0	96660.0	95.0	114.0	78420.0	45.0	49.0	58724.0	83.0	95.0	76064.0	1381589.0
243	697249500.0	0.0	4294901800.0	105642.0	161375.0	117524.0	262122.0	262143.0	123016.0	48711.0	60117.0	93588.0	83.0	92.0	82548.0	49.0	53.0	65208.0	373.0	508.0	97480.0	1394499.0
245	699409540.0	0.0	4294901800.0	80023.0	127527.0	122880.0	262122.0	262143.0	123232.0	36066.0	46051.0	97712.0	69.0	68.0	66068.0	76.0	98.0	86756.0	30761.0	43387.0	108212.0	1398819.0
247	706898000.0	0.0	4294901800.0	89437.0	132956.0	112936.0	262122.0	262143.0	125368.0	45942.0	62586.0	103004.0	52.0	53.0	66564.0	28.0	33.0	53040.0	33.0	36.0	62216.0	1413796.0
250	709395000.0	0.0	4294901800.0	71792.0	123918.0	130056.0	262122.0	262143.0	122940.0	29262.0	36502.0	94716.0	49.0	53.0	66708.0	23.0	21.0	32404.0	18.0	19.0	58748.0	1418790.0
251	709410100.0	0.0	4294901800.0	72196.0	134421.0	152736.0	262122.0	262143.0	144820.0	56753.0	82107.0	109732.0	73.0	86.0	71844.0	42.0	52.0	61428.0	59.0	88.0	105772.0	1418820.0
253	711626900.0	0.0	4294901800.0	103056.0	177523.0	128940.0	262122.0	262143.0	158456.0	51966.0	74220.0	109900.0	84.0	107.0	88432.0	57.0	70.0	43224.0	64.0	68.0	72824.0	1423254.0
255	716477800.0	0.0	4294901800.0	74085.0	124821.0	127840.0	262122.0	262143.0	136216.0	38464.0	50134.0	99336.0	80.0	93.0	69128.0	56.0	57.0	50388.0	65.0	79.0	74048.0	1432956.0
256	716959000.0	0.0	4294901800.0	74663.0	129127.0	143764.0	262122.0	262143.0	152420.0	41557.0	56794.0	104572.0	60.0	70.0	88696.0	50.0	67.0	102596.0	10454.0	17226.0	127384.0	1433918.0
259	733058800.0	0.0	4294901800.0	85777.0	145788.0	134000.0	262122.0	262143.0	138664.0	53192.0	74843.0	107968.0	129.0	160.0	92180.0	79.0	99.0	82296.0	1764.0	2867.0	124884.0	1466118.0
263	742128700.0	0.0	4294901800.0	92297.0	165793.0	134696.0	262122.0	262143.0	164224.0	58064.0	79782.0	105404.0	119.0	138.0	91616.0	56.0	78.0	101116.0	94.0	110.0	79712.0	1484257.0
273	771328450.0	0.0	4294901800.0	88576.0	133032.0	116752.0	262122.0	262143.0	140432.0	36705.0	49810.0	103192.0	40.0	48.0	53216.0	19.0	25.0	54096.0	37.0	27.0	22424.0	1542657.0
277	788260900.0	0.0	4294901800.0	94641.0	174942.0	146668.0	262122.0	262143.0	164008.0	67090.0	91376.0	103616.0	110.0	126.0	79508.0	69.0	80.0	57820.0	50.0	64.0	66076.0	1576522.0
279	791706050.0	0.0	4294901800.0	68290.0	132395.0	160648.0	262122.0	262143.0	152368.0	45437.0	60018.0	100504.0	88.0	86.0	66268.0	58.0	73.0	86336.0	66.0	77.0	73576.0	1583412.0
280	793505150.0	0.0	4294901800.0	84462.0	141396.0	131344.0	262122.0	262143.0	138876.0	34606.0	44386.0	97496.0	56.0	52.0	65148.0	13.0	4.0	10540.0	87.0	108.0	83648.0	1587010.0
281	793583740.0	0.0	4294901800.0	67941.0	109992.0	122808.0	262122.0	262143.0	110900.0	33896.0	43788.0	97384.0	68.0	69.0	71728.0	35.0	34.0	46676.0	47.0	56.0	34568.0	1587167.0
285	819905300.0	0.0	4294901800.0	71325.0	133668.0	146088.0	262122.0	262143.0	128816.0	51667.0	71867.0	106984.0	64.0	76.0	72720.0	25.0	26.0	46120.0	53.0	66.0	78308.0	1639811.0
286	827479000.0	0.0	4294901800.0	99431.0	122071.0	93144.0	262122.0	262143.0	94812.0	41454.0	42761.0	78252.0	24.0	19.0	39500.0	1.0	2.0	6132.0	1.0	1.0	2252.0	1654958.0
295	856408770.0	0.0	4294901800.0	75389.0	178120.0	207220.0	262122.0	262143.0	212964.0	39388.0	77368.0	165480.0	74.0	145.0	151124.0	38.0	86.0	171304.0	144.0	200.0	89200.0	1712818.0
297	857870850.0	0.0	4294901800.0	82792.0	139895.0	129508.0	262122.0	262143.0	127228.0	59217.0	76174.0	98260.0	110.0	143.0	82276.0	42.0	49.0	71012.0	143.0	177.0	88640.0	1715742.0
300	862585540.0	0.0	4294901800.0	87534.0	147821.0	126044.0	262122.0	262143.0	150620.0	49475.0	71633.0	111172.0	107.0	150.0	100696.0	65.0	78.0	76632.0	150.0	214.0	97612.0	1725171.0
305	865982600.0	0.0	4294901800.0	73114.0	133447.0	145644.0	262122.0	262143.0	153024.0	36887.0	47475.0	97544.0	56.0	66.0	77868.0	47.0	38.0	29280.0	157.0	186.0	83708.0	1731965.0
309	897944900.0	0.0	4294901800.0	90377.0	112142.0	95500.0	262122.0	262143.0	101136.0	29287.0	31565.0	81204.0	178.0	177.0	75948.0	216.0	246.0	81988.0	224.0	269.0	82472.0	1795890.0
311	902594300.0	0.0	4294901800.0	84317.0	84507.0	73964.0	246647.0	242435.0	73140.0	28466.0	28397.0	75668.0	1.0	1.0	5348.0	1.0	1.0	4208.0	1.0	1.0	8616.0	1805189.0
317	929550460.0	0.0	4294901800.0	88757.0	159344.0	145848.0	262122.0	262143.0	151780.0	50824.0	66071.0	98624.0	66.0	74.0	67512.0	42.0	57.0	80220.0	48.0	53.0	60108.0	1859101.0
321	935091100.0	0.0	4294901800.0	83522.0	142604.0	133096.0	262122.0	262143.0	135464.0	39336.0	49915.0	95676.0	55.0	70.0	89512.0	19.0	19.0	50672.0	62.0	76.0	84328.0	1870182.0
322	935941100.0	0.0	4294901800.0	67713.0	115602.0	132676.0	262122.0	262143.0	139700.0	42619.0	55252.0	97904.0	67.0	87.0	97932.0	366.0	381.0	75524.0	116392.0	116501.0	83044.0	1871882.0
324	940278300.0	0.0	4294901800.0	82950.0	142712.0	127560.0	262122.0	262143.0	143716.0	46794.0	62274.0	100324.0	89.0	93.0	72228.0	45.0	57.0	72516.0	347.0	398.0	87700.0	1880557.0
326	946677500.0	0.0	4294901800.0	72079.0	171969.0	195880.0	262122.0	262143.0	182572.0	55066.0	103836.0	147316.0	102.0	163.0	112812.0	36.0	79.0	122088.0	100.0	183.0	155592.0	1893355.0
335	982775740.0	0.0	4294901800.0	85961.0	149398.0	135484.0	262122.0	262143.0	155776.0	50576.0	64509.0	96004.0	71.0	93.0	84012.0	30.0	39.0	85600.0	174.0	266.0	115936.0	1965552.0
344	998871500.0	0.0	4294901800.0	77302.0	137819.0	142532.0	262122.0	262143.0	138364.0	48646.0	61594.0	96744.0	78.0	83.0	69008.0	34.0	37.0	46528.0	91.0	96.0	59604.0	1997743.0
347	1014375000.0	0.0	4294901800.0	88230.0	154794.0	139192.0	262122.0	262143.0	149424.0	39423.0	53261.0	103412.0	69.0	81.0	82900.0	27.0	20.0	30724.0	46.0	49.0	30292.0	2028750.0
354	1039404100.0	0.0	4294901800.0	67156.0	108521.0	132244.0	262122.0	262143.0	111728.0	33727.0	43081.0	97480.0	54.0	57.0	67968.0	35.0	33.0	55680.0	334.0	400.0	87144.0	2078808.0
361	1071546050.0	0.0	4294901800.0	86340.0	149920.0	137968.0	262122.0	262143.0	143156.0	48417.0	60197.0	94096.0	64.0	68.0	69720.0	26.0	22.0	27112.0	41.0	41.0	43512.0	2143092.0
364	1089220900.0	0.0	4294901800.0	74212.0	135677.0	148008.0	262122.0	262143.0	143756.0	35839.0	46660.0	98512.0	54.0	59.0	76040.0	30.0	32.0	70960.0	133.0	172.0	77940.0	2178442.0
365	1094463700.0	0.0	4294901800.0	87105.0	149359.0	123592.0	262122.0	262143.0	159936.0	55486.0	83372.0	115632.0	60.0	78.0	82352.0	41.0	49.0	49872.0	54.0	83.0	97088.0	2188927.0
373	1123499600.0	0.0	4294901800.0	79202.0	140071.0	142044.0	262122.0	262143.0	136564.0	39667.0	50662.0	97344.0	67.0	94.0	98012.0	49.0	63.0	80604.0	140.0	183.0	103136.0	2246999.0
374	1123528100.0	0.0	4294901800.0	92610.0	167302.0	141932.0	262122.0	262143.0	140356.0	46619.0	63327.0	103300.0	72.0	81.0	78024.0	35.0	45.0	86508.0	41.0	54.0	69424.0	2247056.0
375	1124709200.0	0.0	4294901800.0	82716.0	156230.0	151888.0	262122.0	262143.0	160152.0	69869.0	97061.0	105480.0	57.0	70.0	89848.0	31.0	28.0	37472.0	53.0	74.0	95080.0	2249418.0
379	1146273500.0	0.0	4294901800.0	83421.0	135510.0	124136.0	248242.0	262143.0	126948.0	40444.0	49708.0	93036.0	106.0	129.0	87388.0	42.0	37.0	58176.0	165.0	211.0	98088.0	2292547.0
382	1150041000.0	0.0	4294901800.0	93434.0	130614.0	106892.0	262122.0	262143.0	129032.0	47972.0	59756.0	94084.0	80.0	104.0	93704.0	42.0	44.0	30992.0	94.0	112.0	90364.0	2300082.0
390	1168078700.0	0.0	4294901800.0	75643.0	134558.0	139452.0	262122.0	262143.0	136508.0	38065.0	52035.0	104048.0	45.0	54.0	70140.0	38.0	44.0	49408.0	346.0	439.0	89980.0	2336157.0
392	1185454700.0	0.0	4294901800.0	76953.0	134975.0	140980.0	262122.0	262143.0	134160.0	40251.0	52240.0	99348.0	54.0	53.0	64592.0	18.0	19.0	56936.0	30.0	34.0	64568.0	2370909.0
400	1215815700.0	0.0	4294901800.0	69346.0	128610.0	148620.0	262122.0	262143.0	140760.0	34130.0	47091.0	104816.0	88.0	90.0	70316.0	39.0	44.0	41612.0	32.0	45.0	91596.0	2431631.0
406	1231723000.0	0.0	4294901800.0	88191.0	161482.0	148220.0	262122.0	262143.0	144700.0	44039.0	59800.0	104616.0	56.0	60.0	71612.0	32.0	39.0	60288.0	208.0	307.0	109328.0	2463446.0
407	1237928100.0	0.0	4294901800.0	72947.0	110518.0	118080.0	262122.0	262143.0	120444.0	32886.0	42773.0	99324.0	49.0	44.0	43168.0	18.0	13.0	22716.0	101.0	126.0	93348.0	2475856.0
408	1240161300.0	0.0	4294901800.0	72424.0	131334.0	141688.0	262122.0	262143.0	138108.0	50045.0	62438.0	93676.0	83.0	100.0	74504.0	33.0	38.0	84128.0	60.0	74.0	84732.0	2480323.0
411	1264530700.0	0.0	4294901800.0	83097.0	133935.0	118896.0	262122.0	262143.0	134656.0	38030.0	48308.0	96984.0	47.0	40.0	49412.0	19.0	13.0	35340.0	51.0	55.0	55032.0	2529061.0
417	1292638200.0	0.0	4294901800.0	67666.0	110202.0	129288.0	248884.0	262143.0	119420.0	34066.0	44386.0	99312.0	72.0	83.0	78332.0	31.0	28.0	56496.0	84.0	109.0	87916.0	2585276.0
421	1313996900.0	0.0	4294901800.0	75842.0	133692.0	139992.0	262122.0	262143.0	156204.0	41492.0	58697.0	108376.0	81.0	102.0	88812.0	49.0	43.0	52328.0	2175.0	3584.0	128616.0	2627994.0
422	1314416500.0	0.0	4294901800.0	86797.0	143353.0	125096.0	262122.0	262143.0	142452.0	41048.0	55134.0	102136.0	53.0	59.0	78108.0	23.0	29.0	25664.0	36.0	53.0	99168.0	2628833.0
427	1344619100.0	0.0	4294901800.0	90326.0	151390.0	125588.0	262122.0	262143.0	132924.0	53535.0	69997.0	99304.0	80.0	93.0	82720.0	46.0	37.0	53668.0	108.0	119.0	77124.0	2689238.0
434	1374985600.0	0.0	4294901800.0	76816.0	145411.0	149212.0	262122.0	262143.0	148328.0	45250.0	58193.0	97164.0	55.0	46.0	49016.0	29.0	37.0	68120.0	44.0	50.0	81744.0	2749971.0
438	1380730200.0	0.0	4294901800.0	76561.0	134592.0	138836.0	262122.0	262143.0	122636.0	32180.0	39922.0	93896.0	68.0	76.0	94260.0	31.0	34.0	44116.0	66.0	91.0	76420.0	2761461.0
440	1382263200.0	0.0	4294901800.0	81146.0	160981.0	157500.0	262122.0	262143.0	166660.0	54494.0	79881.0	111536.0	77.0	102.0	87472.0	39.0	51.0	82216.0	110.0	133.0	83996.0	2764526.0
441	1382620000.0	0.0	4294901800.0	76317.0	139373.0	142468.0	262122.0	262143.0	138608.0	38842.0	53381.0	105068.0	73.0	88.0	86684.0	43.0	53.0	76368.0	33.0	38.0	74256.0	2765240.0
446	1393456900.0	0.0	4294901800.0	82142.0	141438.0	133764.0	262122.0	262143.0	143616.0	42744.0	56740.0	101832.0	81.0	101.0	80664.0	31.0	34.0	72276.0	57.0	67.0	90372.0	2786914.0
447	1393509200.0	0.0	4294901800.0	96429.0	155464.0	121956.0	262122.0	262143.0	142044.0	43925.0	56513.0	97684.0	88.0	87.0	66660.0	42.0	40.0	44040.0	106.0	156.0	108852.0	2787018.0
448	1395454100.0	0.0	4294901800.0	66702.0	109563.0	131248.0	261609.0	262143.0	123552.0	35705.0	50834.0	109128.0	86.0	106.0	76928.0	33.0	41.0	46632.0	1014.0	1598.0	119300.0	2790908.0
449	1396512600.0	0.0	4294901800.0	81071.0	135570.0	128472.0	262122.0	262143.0	135564.0	41153.0	55481.0	102764.0	31.0	30.0	53796.0	27.0	41.0	87004.0	5087.0	7536.0	118908.0	2793025.0
450	1400088800.0	0.0	4294901800.0	72185.0	156872.0	186704.0	262122.0	262143.0	184220.0	36673.0	76048.0	164236.0	54.0	91.0	122768.0	71.0	118.0	86296.0	24167.0	32772.0	105872.0	2800178.0
455	1429569300.0	0.0	4294901800.0	83126.0	144427.0	133888.0	262122.0	262143.0	131456.0	52063.0	71370.0	105096.0	116.0	137.0	89088.0	76.0	90.0	68504.0	247.0	280.0	90748.0	2859139.0
457	1430852000.0	0.0	4294901800.0	81969.0	87363.0	81544.0	227876.0	229008.0	74876.0	34748.0	34449.0	75444.0	1.0	1.0	3856.0	1.0	1.0	4712.0	1.0	1.0	4268.0	2861704.0
461	1445633400.0	0.0	4294901800.0	85224.0	135027.0	123096.0	262122.0	262143.0	130860.0	43301.0	54892.0	96212.0	92.0	92.0	66444.0	31.0	34.0	63800.0	60.0	66.0	90748.0	2891267.0
464	1448860700.0	0.0	4294901800.0	76278.0	136463.0	137456.0	262122.0	262143.0	124712.0	40458.0	51811.0	96740.0	67.0	79.0	79976.0	32.0	30.0	56144.0	478.0	634.0	100348.0	2897721.0
468	1463639000.0	0.0	4294901800.0	88640.0	149991.0	135120.0	262122.0	262143.0	144624.0	43956.0	56587.0	97736.0	65.0	60.0	51476.0	29.0	24.0	24792.0	182.0	176.0	72660.0	2927278.0
