	TLSW	TMSW	Event Info	FSC 488/10-H	FSC 488/10-A	FSC 488/10-W	FSC 405/10 (spd)-H	FSC 405/10 (spd)-A	FSC 405/10 (spd)-W	SSC 488/10-H	SSC 488/10-A	SSC 488/10-W	IFNL1-H	IFNL1-A	IFNL1-W	IFNB1-H	IFNB1-A	IFNB1-W	M2-H	M2-A	M2-W	TIME
155	308866240.0	0.0	4294901800.0	71396.0	84893.0	91588.0	211799.0	228815.0	80812.0	24841.0	24925.0	75516.0	20.0	15.0	35892.0	6.0	3.0	20208.0	27.0	24.0	51024.0	617732.0
156	311097730.0	0.0	4294901800.0	87406.0	133303.0	115676.0	262122.0	262143.0	136552.0	29763.0	40658.0	103896.0	52.0	62.0	78784.0	36.0	34.0	33940.0	31.0	38.0	78908.0	622195.0
157	313366460.0	0.0	4294901800.0	73323.0	128850.0	148124.0	262122.0	262143.0	150196.0	40658.0	53661.0	99520.0	35.0	36.0	57736.0	6.0	4.0	14696.0	25.0	25.0	29516.0	626733.0
158	316692500.0	0.0	4294901800.0	83822.0	145527.0	141484.0	262122.0	262143.0	150036.0	37097.0	50391.0	104060.0	69.0	73.0	68580.0	42.0	39.0	37980.0	58.0	49.0	61052.0	633385.0
159	320188260.0	0.0	4294901800.0	85283.0	130007.0	114676.0	262122.0	262143.0	128308.0	36423.0	46080.0	96244.0	35.0	40.0	53344.0	22.0	14.0	31836.0	65.0	72.0	29364.0	640376.0
160	321620200.0	0.0	4294901800.0	74801.0	148512.0	166548.0	262122.0	262143.0	158348.0	34901.0	47993.0	105552.0	51.0	41.0	56460.0	25.0	17.0	19544.0	24.0	16.0	21416.0	643240.0
165	325244860.0	0.0	4294901800.0	76642.0	164582.0	172964.0	262122.0	262143.0	175348.0	36330.0	84135.0	183320.0	63.0	119.0	131468.0	40.0	63.0	32252.0	239.0	356.0	110640.0	650490.0
169	330535000.0	0.0	4294901800.0	69828.0	172349.0	207200.0	262122.0	262143.0	209884.0	36245.0	77057.0	169564.0	51.0	90.0	91156.0	19.0	24.0	43472.0	56.0	93.0	46708.0	661070.0
171	333396160.0	0.0	4294901800.0	73494.0	137936.0	155432.0	262122.0	262143.0	142104.0	44611.0	64387.0	110756.0	111.0	117.0	60608.0	1652.0	1997.0	88316.0	262122.0	262143.0	133312.0	666792.0
172	344023360.0	0.0	4294901800.0	85074.0	142807.0	136860.0	262122.0	262143.0	141596.0	44770.0	58792.0	100100.0	52.0	52.0	66536.0	20.0	24.0	56228.0	152.0	180.0	88696.0	688047.0
177	377516320.0	0.0	4294901800.0	78320.0	122491.0	123252.0	262122.0	262143.0	125832.0	33738.0	42924.0	96376.0	87.0	104.0	80484.0	41.0	32.0	29536.0	59.0	67.0	64068.0	755033.0
179	377775600.0	0.0	4294901800.0	87744.0	132122.0	113352.0	262122.0	262143.0	131748.0	39267.0	51280.0	99056.0	58.0	70.0	66848.0	54.0	56.0	54144.0	9666.0	13302.0	116328.0	755551.0
180	378516800.0	0.0	4294901800.0	95689.0	161011.0	131564.0	262122.0	262143.0	125296.0	48751.0	57224.0	88212.0	57.0	60.0	64088.0	41.0	25.0	33608.0	23.0	21.0	44916.0	757034.0
187	391312540.0	0.0	4294901800.0	85549.0	131852.0	117996.0	262122.0	262143.0	127244.0	39190.0	49363.0	95148.0	87.0	97.0	75620.0	32.0	29.0	36876.0	214.0	292.0	98700.0	782625.0
188	393504930.0	0.0	4294901800.0	75805.0	124571.0	128768.0	262122.0	262143.0	147708.0	33248.0	45455.0	104980.0	82.0	88.0	71356.0	34.0	38.0	70580.0	48.0	51.0	59988.0	787010.0
189	393711140.0	0.0	4294901800.0	70712.0	111406.0	122048.0	262122.0	262143.0	137612.0	28790.0	37198.0	98112.0	38.0	36.0	51080.0	47.0	61.0	94384.0	13337.0	20164.0	117860.0	787422.0
191	398840830.0	0.0	4294901800.0	72820.0	110463.0	110844.0	262122.0	262143.0	126028.0	32062.0	42620.0	101068.0	61.0	61.0	68108.0	25.0	24.0	32288.0	26.0	27.0	57860.0	797682.0
193	399360320.0	0.0	4294901800.0	90532.0	176911.0	164472.0	262122.0	262143.0	170436.0	60816.0	87657.0	110740.0	122.0	164.0	103472.0	60.0	82.0	100940.0	90.0	130.0	103340.0	798721.0
200	431701540.0	0.0	4294901800.0	68997.0	114611.0	127720.0	262122.0	262143.0	123512.0	32460.0	40739.0	95788.0	64.0	63.0	67044.0	26.0	24.0	14260.0	44.0	38.0	34488.0	863403.0
204	442454800.0	0.0	4294901800.0	80510.0	141943.0	138256.0	262122.0	262143.0	128820.0	58682.0	78702.0	101504.0	59.0	67.0	68188.0	20.0	12.0	14792.0	75.0	85.0	72240.0	884910.0
205	443895070.0	0.0	4294901800.0	63587.0	109068.0	131112.0	257480.0	262143.0	109212.0	34412.0	45883.0	101476.0	65.0	63.0	62692.0	42.0	48.0	79604.0	3395.0	5102.0	115360.0	887790.0
212	466006800.0	0.0	4294901800.0	68367.0	128174.0	150112.0	262122.0	262143.0	154616.0	41685.0	57579.0	105368.0	37.0	45.0	59916.0	41.0	34.0	45304.0	59.0	53.0	43252.0	932014.0
215	468365630.0	0.0	4294901800.0	79830.0	120887.0	114612.0	262122.0	262143.0	121272.0	35543.0	46732.0	100284.0	60.0	59.0	73652.0	26.0	26.0	50668.0	27.0	42.0	81108.0	936731.0
216	470675700.0	0.0	4294901800.0	79884.0	127120.0	121420.0	262122.0	262143.0	128904.0	34869.0	47567.0	104260.0	54.0	64.0	80876.0	33.0	33.0	52988.0	48.0	68.0	94004.0	941351.0
218	471462660.0	0.0	4294901800.0	77834.0	136174.0	140692.0	262122.0	262143.0	143144.0	44552.0	58835.0	100248.0	57.0	57.0	68524.0	34.0	26.0	43956.0	94.0	123.0	84692.0	942925.0
221	474636400.0	0.0	4294901800.0	115295.0	172507.0	112568.0	262122.0	262143.0	124076.0	47547.0	65719.0	106588.0	88.0	96.0	76860.0	46.0	57.0	63740.0	72.0	120.0	123348.0	949273.0
222	474695260.0	0.0	4294901800.0	72495.0	126479.0	134700.0	262122.0	262143.0	148076.0	31530.0	43952.0	106572.0	78.0	81.0	73168.0	40.0	47.0	65288.0	24.0	23.0	42048.0	949391.0
226	481605730.0	0.0	4294901800.0	84823.0	161888.0	151448.0	262122.0	262143.0	148020.0	71670.0	105981.0	113188.0	86.0	117.0	89720.0	55.0	66.0	76352.0	2966.0	5133.0	136556.0	963211.0
227	485272480.0	0.0	4294901800.0	83862.0	163450.0	161356.0	262122.0	262143.0	163484.0	60314.0	85170.0	108016.0	104.0	134.0	99636.0	53.0	73.0	90844.0	70.0	80.0	82584.0	970545.0
231	524535400.0	0.0	4294901800.0	87750.0	91261.0	75592.0	202182.0	229729.0	82280.0	27514.0	29214.0	77592.0	1.0	1.0	5016.0	0.0	1.0	2128.0	1.0	1.0	5308.0	1049071.0
233	533279600.0	0.0	4294901800.0	82778.0	142357.0	137840.0	262122.0	262143.0	139240.0	36259.0	49702.0	104996.0	39.0	40.0	58668.0	27.0	24.0	30536.0	187.0	254.0	103876.0	1066559.0
236	538013600.0	0.0	4294901800.0	65383.0	117895.0	144860.0	262122.0	262143.0	130400.0	38090.0	50702.0	101260.0	73.0	85.0	77248.0	33.0	29.0	57188.0	66.0	67.0	71736.0	1076027.0
245	551522750.0	0.0	4294901800.0	99772.0	156265.0	121852.0	262122.0	262143.0	128388.0	36010.0	45184.0	95700.0	48.0	41.0	51360.0	16.0	6.0	14824.0	28.0	18.0	30420.0	1103045.0
246	551530700.0	0.0	4294901800.0	86448.0	138155.0	126520.0	262122.0	262143.0	153404.0	46211.0	61466.0	100956.0	91.0	97.0	70700.0	34.0	43.0	56504.0	53.0	72.0	99460.0	1103061.0
247	553634900.0	0.0	4294901800.0	66089.0	116261.0	141096.0	236724.0	262143.0	130604.0	29195.0	35782.0	92312.0	4400.0	5369.0	92124.0	11.0	11.0	20536.0	29.0	35.0	78040.0	1107270.0
250	577343500.0	0.0	4294901800.0	78846.0	123945.0	119220.0	249149.0	262143.0	112652.0	32668.0	39463.0	91032.0	71.0	86.0	84280.0	27.0	30.0	63932.0	32.0	39.0	83164.0	1154687.0
251	578049340.0	0.0	4294901800.0	93456.0	161051.0	136088.0	262122.0	262143.0	146060.0	54731.0	68465.0	95112.0	61.0	66.0	81424.0	25.0	22.0	15268.0	3793.0	5794.0	117432.0	1156099.0
252	588756160.0	0.0	4294901800.0	89797.0	133597.0	112588.0	262122.0	262143.0	124984.0	41924.0	54374.0	98536.0	68.0	72.0	71048.0	33.0	46.0	83196.0	82.0	75.0	49700.0	1177512.0
259	606088700.0	0.0	4294901800.0	95089.0	161205.0	130940.0	262122.0	262143.0	137588.0	70583.0	93479.0	100920.0	103.0	123.0	86824.0	61.0	68.0	69700.0	138.0	148.0	65704.0	1212177.0
260	607451700.0	0.0	4294901800.0	83435.0	124236.0	112524.0	262122.0	262143.0	121856.0	39216.0	49159.0	95692.0	57.0	68.0	75932.0	31.0	23.0	33764.0	42.0	45.0	53396.0	1214903.0
264	614530940.0	0.0	4294901800.0	83586.0	152693.0	148704.0	262122.0	262143.0	155604.0	50478.0	67093.0	101560.0	70.0	80.0	83144.0	32.0	37.0	73388.0	38.0	49.0	86336.0	1229062.0
265	614753540.0	0.0	4294901800.0	64514.0	109121.0	135508.0	262122.0	262143.0	144308.0	30524.0	44159.0	111840.0	55.0	49.0	54248.0	27.0	36.0	65668.0	151.0	177.0	88476.0	1229507.0
267	617897400.0	0.0	4294901800.0	90457.0	134577.0	110596.0	262122.0	262143.0	128432.0	33716.0	40897.0	91600.0	46.0	44.0	57504.0	22.0	31.0	80212.0	49.0	43.0	31884.0	1235795.0
268	619432060.0	0.0	4294901800.0	62366.0	99147.0	123076.0	254321.0	262143.0	123640.0	19679.0	23290.0	90256.0	14.0	12.0	35292.0	13.0	11.0	24468.0	6.0	3.0	8484.0	1238864.0
269	621637200.0	0.0	4294901800.0	76648.0	122491.0	129384.0	262122.0	262143.0	134048.0	28151.0	35148.0	94592.0	66.0	74.0	81544.0	37.0	44.0	62732.0	13.0	5.0	35460.0	1243274.0
270	626345800.0	0.0	4294901800.0	78028.0	132947.0	128104.0	262122.0	262143.0	130268.0	34840.0	46314.0	100640.0	65.0	75.0	73212.0	36.0	39.0	44720.0	44.0	39.0	46636.0	1252692.0
272	629850430.0	0.0	4294901800.0	80833.0	85489.0	81476.0	262122.0	251615.0	71228.0	20524.0	20237.0	74528.0	1.0	1.0	3828.0	1.0	1.0	5500.0	1.0	1.0	6472.0	1259701.0
275	635397760.0	0.0	4294901800.0	79986.0	150784.0	153048.0	262122.0	262143.0	159876.0	48160.0	64938.0	103076.0	131.0	167.0	93352.0	70.0	75.0	52700.0	94.0	143.0	105176.0	1270796.0
286	672652700.0	0.0	4294902500.0	66554.0	104910.0	118100.0	262122.0	262143.0	115944.0	26745.0	33370.0	95036.0	35.0	40.0	72584.0	18.0	15.0	38480.0	161.0	169.0	77456.0	1345305.0
287	674955260.0	0.0	4294902500.0	99723.0	168352.0	133500.0	262122.0	262143.0	150044.0	44365.0	55893.0	95588.0	78.0	79.0	69600.0	46.0	48.0	46984.0	462.0	564.0	84660.0	1349911.0
298	695223500.0	0.0	4294902500.0	99780.0	166467.0	132852.0	262122.0	262143.0	154600.0	41424.0	53674.0	98180.0	60.0	63.0	61408.0	30.0	32.0	26912.0	56.0	73.0	89148.0	1390447.0
299	696599940.0	0.0	4294902500.0	67877.0	125226.0	148368.0	262122.0	262143.0	142828.0	34537.0	44951.0	99288.0	53.0	53.0	66624.0	25.0	21.0	36716.0	18.0	16.0	29424.0	1393200.0
300	696656000.0	0.0	4294902500.0	82048.0	141575.0	131204.0	262122.0	262143.0	142484.0	40258.0	55126.0	104572.0	63.0	61.0	67592.0	36.0	47.0	50460.0	448.0	665.0	117160.0	1393312.0
301	699359500.0	0.0	4294902500.0	77030.0	140287.0	145548.0	262122.0	262143.0	140020.0	36058.0	47879.0	101280.0	61.0	71.0	69816.0	39.0	18.0	27252.0	48.0	38.0	39620.0	1398719.0
305	724517250.0	0.0	4294901800.0	84654.0	135122.0	123980.0	262122.0	262143.0	139284.0	29610.0	41361.0	106700.0	56.0	74.0	82084.0	23.0	19.0	42732.0	36.0	52.0	93048.0	1449034.0
315	757331600.0	0.0	4294901800.0	80415.0	120663.0	113896.0	262122.0	262143.0	128916.0	37409.0	47232.0	95804.0	75.0	76.0	72172.0	27.0	33.0	54380.0	50.0	41.0	45252.0	1514663.0
323	768348700.0	0.0	4294901800.0	85660.0	159348.0	141696.0	262122.0	262143.0	180788.0	71545.0	105151.0	112184.0	126.0	171.0	99424.0	73.0	89.0	80416.0	111.0	131.0	68780.0	1536697.0
324	769966600.0	0.0	4294901800.0	82804.0	130763.0	121616.0	262122.0	262143.0	133612.0	37703.0	50253.0	101748.0	1023.0	1324.0	98748.0	76.0	89.0	75588.0	8819.0	13166.0	115204.0	1539933.0
326	770410100.0	0.0	4294901800.0	97059.0	162261.0	125520.0	262122.0	262143.0	150996.0	41572.0	58718.0	108644.0	43.0	44.0	74588.0	9.0	9.0	28512.0	30.0	21.0	22132.0	1540820.0
327	772521500.0	0.0	4294901800.0	85330.0	150698.0	138428.0	262122.0	262143.0	165068.0	56629.0	80663.0	109064.0	57.0	71.0	84532.0	40.0	46.0	56952.0	34.0	37.0	54096.0	1545043.0
329	776467840.0	0.0	4294901800.0	88144.0	157993.0	141372.0	262122.0	262143.0	167560.0	56589.0	76592.0	102888.0	45.0	46.0	56968.0	24.0	15.0	28276.0	37.0	47.0	76008.0	1552936.0
330	776485300.0	0.0	4294901800.0	65298.0	104551.0	124192.0	262122.0	262143.0	129992.0	20333.0	25030.0	93048.0	26.0	25.0	43900.0	18.0	16.0	42092.0	23.0	22.0	29644.0	1552971.0
334	800328800.0	0.0	4294901800.0	76919.0	117321.0	118412.0	249114.0	262143.0	122724.0	30867.0	41609.0	101544.0	30.0	27.0	40752.0	19.0	20.0	58340.0	59.0	80.0	72780.0	1600658.0
335	801209200.0	0.0	4294901800.0	74372.0	131146.0	136280.0	262122.0	262143.0	141060.0	39010.0	49838.0	97356.0	67.0	68.0	56688.0	20.0	14.0	27908.0	54.0	56.0	55312.0	1602418.0
350	825977800.0	0.0	4294902300.0	93570.0	142202.0	117112.0	262122.0	262143.0	126332.0	30981.0	38768.0	94736.0	49.0	50.0	47576.0	18.0	17.0	30240.0	42.0	40.0	57164.0	1651956.0
