""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"PB1_vRNA_100.0:300.0"	3204.42950241964	0.284477983667541	0.645751349915691	0.440537962026223	0.659547523819429	0.999996530078554
"PB1_vRNA_100.0:325.0"	3514.66592077897	0.241738338668515	0.388157870719317	0.622783555104876	0.533426766360534	0.999996530078554
"PB1_vRNA_100.0:350.0"	4508.23400721938	0.271946218409692	0.620147914063772	0.438518315134938	0.66101059636515	0.999996530078554
"PB1_vRNA_100.0:375.0"	2835.31422286224	0.200743845602137	0.364643300045801	0.550521141008002	0.58196198060207	0.999996530078554
"PB1_vRNA_100.0:400.0"	592.955696737019	-0.0229667769382379	0.567655269393369	-0.0404590218334123	0.967727176112811	0.999996530078554
"PB1_vRNA_100.0:425.0"	1816.20352600534	-0.0537200162417875	0.538724334441453	-0.0997170775615402	0.920568942185756	0.999996530078554
"PB1_vRNA_100.0:450.0"	1622.17137363979	-0.157951005180555	0.959433335674972	-0.164629473781454	0.869235631020011	0.999996530078554
"PB1_vRNA_100.0:475.0"	5337.77084773341	0.307289848312555	1.37181954504369	0.224001654898981	NA	NA
"PB1_vRNA_100.0:500.0"	622.338774838451	0.0950111720227094	0.477022427380663	0.199175482260692	0.842125477496135	0.999996530078554
"PB1_vRNA_100.0:525.0"	663.464837587956	-0.227722877209521	0.752162740283851	-0.302757455286316	0.762074708321796	0.999996530078554
"PB1_vRNA_100.0:550.0"	384.528749749233	-0.0221653885553562	0.436985951851803	-0.0507233435341036	0.959545975139276	0.999996530078554
"PB1_vRNA_100.0:575.0"	175.252225574921	-0.136381600372163	0.50428988890052	-0.270442861088311	0.786819569734042	0.999996530078554
"PB1_vRNA_100.0:600.0"	266.695841480076	0.393868517855421	0.486751015136278	0.809178626458843	0.418412407180534	0.999996530078554
"PB1_vRNA_100.0:622.0"	158.801785789702	-0.236285961669316	1.06465539995289	-0.22193656433788	0.824363266017773	0.999996530078554
"PB1_vRNA_100.0:672.0"	48.7893201457651	-1.07458585395283	3.55004465084325	-0.302696433324461	NA	NA
"PB1_vRNA_100.0:722.0"	73.548397927535	-0.00597145695338489	0.921130785665392	-0.00648274604031535	0.99482755325239	0.999996530078554
"PB1_vRNA_100.0:75.0"	18.8175432297264	-0.0017900526944942	1.79378935582572	-0.00099791688956154	0.999203777653006	0.999996530078554
"PB1_vRNA_100.0:772.0"	84.6771265039238	1.11499753398357	2.21840704638131	0.50261178885199	0.615237239223407	0.999996530078554
"PB1_vRNA_100.0:822.0"	40.0761625219888	-0.18527141293865	1.72356069814243	-0.107493407768189	0.914397554860806	0.999996530078554
"PB1_vRNA_100.0:872.0"	39.2317391280573	-0.851392386204176	1.43824333833299	-0.591966855338258	0.553872783418359	0.999996530078554
"PB1_vRNA_100.0:922.0"	39.2157799814217	-1.54380853798429	0.876116548231836	-1.76210407291128	0.0780517152871877	0.999996530078554
"PB1_vRNA_100.0:972.0"	14.7311368285999	-1.45154008525669	1.94727399052351	-0.745421595687444	0.456016892638822	0.999996530078554
"PB1_vRNA_1022.0:100.0"	6.21137065282196	-0.0944554554654948	3.59162028413858	-0.0262988423031889	0.979018978301385	0.999996530078554
"PB1_vRNA_1022.0:125.0"	28.556427783925	-0.677561113126691	2.01930668074507	-0.33554146063474	0.737216674502031	0.999996530078554
"PB1_vRNA_1022.0:150.0"	23.8591587777356	-0.376146616697846	1.43253386643969	-0.262574327567341	0.792878689537743	0.999996530078554
"PB1_vRNA_1022.0:175.0"	15.3592810755214	-0.788681980919226	1.51700873160935	-0.519892842068572	0.603138264648271	0.999996530078554
"PB1_vRNA_1022.0:1969.0"	1.77790308595167	3.56724550938614	3.94028010486774	0.905327899145859	0.365291700363998	0.999996530078554
"PB1_vRNA_1022.0:200.0"	117.227366541068	0.243377652944989	1.80272629676439	0.135005326866211	0.892607662662684	0.999996530078554
"PB1_vRNA_1022.0:225.0"	10.1882667100709	-1.14000811702305	2.09839624171009	-0.543275904885343	0.586939851571687	0.999996530078554
"PB1_vRNA_1022.0:250.0"	4.04614793979238	-1.62909275323502	3.04216402431195	-0.535504575103729	0.592300994795601	0.999996530078554
"PB1_vRNA_1022.0:275.0"	4.88078144452924	-4.40553118021775	3.63858629334019	-1.21078100807484	0.225979345819514	0.999996530078554
"PB1_vRNA_1022.0:325.0"	31.1103795822839	1.20799653493499	1.68305036275763	0.717742357368154	0.472916161002278	0.999996530078554
"PB1_vRNA_1022.0:350.0"	5.62554823044297	4.28732016272009	3.64524847753011	1.17613934664477	0.239539197039527	0.999996530078554
"PB1_vRNA_1022.0:425.0"	2.00641515720748	1.57491372803968	3.83456035042198	0.410715592953536	0.681281091841478	0.999996530078554
"PB1_vRNA_1022.0:550.0"	1.83462786981723	0.260212110498428	3.82594143952797	0.0680125701376474	0.945775627932938	0.999996530078554
"PB1_vRNA_1022.0:722.0"	58.4758656185376	0.00673540425802852	3.52244257131638	0.00191214026110053	NA	NA
"PB1_vRNA_1022.0:75.0"	2.31993630579111	5.02647861403543	3.93053869484794	1.27882689989136	0.200958019001863	0.999996530078554
"PB1_vRNA_1022.0:922.0"	1.42100136826778	-2.47878465824496	3.93467038967737	-0.629985338733345	0.528704176643271	0.999996530078554
"PB1_vRNA_1072.0:150.0"	55.7762816038705	0.864750148195529	2.56650228565738	0.336937221146496	NA	NA
"PB1_vRNA_1072.0:200.0"	4.56581439702949	-1.71073984296624	2.39112903682154	-0.715452749149949	0.474329327929683	0.999996530078554
"PB1_vRNA_1072.0:325.0"	5.9240939575493	0.312953312565758	3.7562440162672	0.0833154904767764	0.933600683498361	0.999996530078554
"PB1_vRNA_1072.0:575.0"	10.6658906554979	-3.40985465691612	3.79138645369978	-0.899368792539904	NA	NA
"PB1_vRNA_1072.0:75.0"	38.1364591081651	-0.343120101558415	3.66142476876859	-0.0937121812484523	NA	NA
"PB1_vRNA_1122.0:125.0"	9.43599126109159	-3.43296674187162	2.8281272599854	-1.21386572324519	0.224799003865603	0.999996530078554
"PB1_vRNA_1122.0:150.0"	25.6416201852599	1.71035276323216	1.76164664888692	0.970882988545308	0.331606550291348	0.999996530078554
"PB1_vRNA_1122.0:175.0"	13.7215559135727	0.713480319937063	1.93814641019345	0.36812508909781	0.712779964060968	0.999996530078554
"PB1_vRNA_1122.0:200.0"	11.2326445778808	0.569932065019388	2.89520607591078	0.196853712680918	0.843942016757125	0.999996530078554
"PB1_vRNA_1122.0:225.0"	4.13060486244656	-0.0230548799123117	3.10748999881286	-0.00741913245774541	0.994080443063011	0.999996530078554
"PB1_vRNA_1122.0:250.0"	62.4446974147814	0.368929213411644	1.72198445364649	0.214246541326431	0.830354803857734	0.999996530078554
"PB1_vRNA_1122.0:325.0"	44.8808462504249	2.52192837351559	2.56064529496257	0.984880013829662	NA	NA
"PB1_vRNA_1122.0:425.0"	118.035670066038	-0.0100405617583049	3.42015305205843	-0.00293570539255894	NA	NA
"PB1_vRNA_1122.0:475.0"	5.32868042356367	1.34961938490249	3.76405658546803	0.358554488822774	0.719928398418293	0.999996530078554
"PB1_vRNA_1122.0:525.0"	7.95978371541045	-0.344385955844623	3.45688157180982	-0.0996233017217084	0.920643393754156	0.999996530078554
"PB1_vRNA_1122.0:550.0"	2.61257204527535	1.45383142609107	3.80607555128898	0.381976502173929	0.702478794045037	0.999996530078554
"PB1_vRNA_1169.0:125.0"	19.6037701892954	0.627413014560403	1.20753213442129	0.519582872103929	0.603354338515887	0.999996530078554
"PB1_vRNA_1169.0:150.0"	13.6001982433863	0.16127403574357	1.70789302554471	0.0944286517547748	0.924768656678344	0.999996530078554
"PB1_vRNA_1169.0:200.0"	10.6416582955223	-3.76231511723797	2.66856614928927	-1.40986391446208	0.158579869692555	0.999996530078554
"PB1_vRNA_1169.0:225.0"	9.05075711182547	-1.20194834662087	2.62289699688985	-0.458252210455119	0.646771253703903	0.999996530078554
"PB1_vRNA_1169.0:250.0"	123.375846195591	-1.23346644978515	2.55947651033124	-0.481921379159492	NA	NA
"PB1_vRNA_1169.0:325.0"	5.78222790630927	1.09551412124272	2.38987482281306	0.458398118087716	0.64666644346814	0.999996530078554
"PB1_vRNA_1169.0:350.0"	17.5652958118861	-1.82802832423411	1.80179841607737	-1.01455762638189	0.310316746772575	0.999996530078554
"PB1_vRNA_1169.0:425.0"	3.06033115922583	-1.0181711667087	2.24572965813146	-0.453381003818535	0.650274412764448	0.999996530078554
"PB1_vRNA_1169.0:450.0"	7.18390057831346	-1.22934295063807	2.24682130194149	-0.547147630110053	0.584277311783297	0.999996530078554
"PB1_vRNA_1169.0:525.0"	15.2408665766893	-1.46473682611893	2.45827469823875	-0.595839361308299	0.551282545772072	0.999996530078554
"PB1_vRNA_1169.0:772.0"	20.6958019504777	4.90868003538744	3.04978487742219	1.60951681271909	NA	NA
"PB1_vRNA_125.0:100.0"	1523.46216967114	0.271228433726155	0.562235415137288	0.482410795235882	0.629514153896296	0.999996530078554
"PB1_vRNA_125.0:1022.0"	16.9154105613188	-0.782840900918438	1.36515167030089	-0.573446099762595	0.566342684343613	0.999996530078554
"PB1_vRNA_125.0:1072.0"	17.375613164801	-0.175186984176225	2.01749851822938	-0.086833761013106	0.930803651558955	0.999996530078554
"PB1_vRNA_125.0:1122.0"	18.0002647750144	-0.00308315088782955	1.89219066175415	-0.00162940815116978	0.998699920968214	0.999996530078554
"PB1_vRNA_125.0:1169.0"	40.6816604450105	2.49528072311969	1.82370517207094	1.36824787324924	0.171234501153333	0.999996530078554
"PB1_vRNA_125.0:125.0"	6695.75782680691	0.0183431488181665	0.361827770285342	0.050695801496112	0.959567922269921	0.999996530078554
"PB1_vRNA_125.0:1269.0"	5.22177176680571	-3.46896057185391	2.28859942328807	-1.51575698942981	0.12958081137561	0.999996530078554
"PB1_vRNA_125.0:1369.0"	42.385074891143	-1.06311484928602	2.49786301581722	-0.425609748234414	0.670392235809003	0.999996530078554
"PB1_vRNA_125.0:150.0"	50164.9777985928	0.165285270054165	0.404136306839151	0.408983967183996	0.6825514270898	0.999996530078554
"PB1_vRNA_125.0:1569.0"	49.5583213443166	0.286986023394742	1.99189453448028	0.144076916938588	0.885439732140796	0.999996530078554
"PB1_vRNA_125.0:1669.0"	31.0481560864318	-0.513075141794671	3.19994195800009	-0.160338890057661	NA	NA
"PB1_vRNA_125.0:175.0"	6472.33300764204	0.402445707605306	0.303226209018581	1.32721280560759	0.184438297532855	0.999996530078554
"PB1_vRNA_125.0:1769.0"	10.4972874211248	-0.807031089991865	2.24590909310499	-0.359333818305235	0.719345378072181	0.999996530078554
"PB1_vRNA_125.0:1969.0"	89.1943072462611	0.464546317510028	3.452265349531	0.134562749521307	NA	NA
"PB1_vRNA_125.0:200.0"	8986.52190063798	0.341505796630725	0.361829279284127	0.943831293328138	0.345255866520798	0.999996530078554
"PB1_vRNA_125.0:2069.0"	17.7297190378979	-0.456569909787199	2.59866502944432	-0.17569402158955	0.86053433232623	0.999996530078554
"PB1_vRNA_125.0:2169.0"	29.6315124741415	1.18437079799185	3.71424473764194	0.318872578855363	NA	NA
"PB1_vRNA_125.0:225.0"	6423.99327845616	0.0319124869481873	0.507566423628729	0.0628735185437137	0.949867222252468	0.999996530078554
"PB1_vRNA_125.0:250.0"	2736.29063916287	-0.00835943590238842	0.343986154677565	-0.0243016638568612	0.980611985958278	0.999996530078554
"PB1_vRNA_125.0:275.0"	3866.9145099257	0.0685081852629634	0.53881404373453	0.127146250287264	0.898824646047838	0.999996530078554
"PB1_vRNA_125.0:300.0"	7991.15265272511	0.244650685478681	0.520540146482174	0.46999388449102	0.63835938680076	0.999996530078554
"PB1_vRNA_125.0:325.0"	5779.64751368069	0.368760550117924	0.399131432321079	0.923907565919981	0.355534443555897	0.999996530078554
"PB1_vRNA_125.0:350.0"	4612.08385389424	0.317366359400872	0.72846498291188	0.435664536862525	0.663080139223333	0.999996530078554
"PB1_vRNA_125.0:375.0"	2344.16256431618	0.201739513071411	0.462277847544125	0.436403159145876	0.66254424728009	0.999996530078554
"PB1_vRNA_125.0:400.0"	2183.66323642532	0.00808652727721046	0.513394894905427	0.0157510862641127	0.987432971095911	0.999996530078554
"PB1_vRNA_125.0:425.0"	1583.58536261531	0.43793599051074	0.505591908350333	0.866184729774764	0.386388866010098	0.999996530078554
"PB1_vRNA_125.0:450.0"	1139.77498568764	-0.482428036104178	0.613318969402447	-0.786585871580337	0.431524332573516	0.999996530078554
"PB1_vRNA_125.0:475.0"	1695.91696182181	-0.0459153115977421	0.387791412694253	-0.118402084457562	0.905749074239809	0.999996530078554
"PB1_vRNA_125.0:500.0"	837.892695495144	0.132122749161953	0.442682352042061	0.298459490315078	0.7653524899753	0.999996530078554
"PB1_vRNA_125.0:525.0"	737.634415436964	0.412475977870189	0.449264871932459	0.918113130225325	0.358559641418667	0.999996530078554
"PB1_vRNA_125.0:550.0"	1203.44236414527	0.484105651521306	0.516095841456183	0.938015020922052	0.348236690807124	0.999996530078554
"PB1_vRNA_125.0:575.0"	436.908417298022	-0.106441226718334	0.432070343602191	-0.246351614486956	0.805410058180818	0.999996530078554
"PB1_vRNA_125.0:600.0"	331.715604138227	-0.0564417114043656	0.494895843339576	-0.114047657025152	0.909200015026767	0.999996530078554
"PB1_vRNA_125.0:622.0"	131.559884719924	-0.283251013051857	0.746643329897284	-0.379365892267228	0.704416174925109	0.999996530078554
"PB1_vRNA_125.0:672.0"	26.21064046359	-0.177057427183491	2.47286505902987	-0.0716001168510796	0.942920147082011	0.999996530078554
"PB1_vRNA_125.0:722.0"	194.36112615032	-0.401088947307899	0.759108691787528	-0.528368271430835	0.597243754876758	0.999996530078554
"PB1_vRNA_125.0:75.0"	141.513463386594	-0.493125775058214	1.09368353568774	-0.45088525059319	0.652072254367694	0.999996530078554
"PB1_vRNA_125.0:772.0"	119.022527085466	0.663112761362416	2.1311218129924	0.311156667497721	0.755681523296665	0.999996530078554
"PB1_vRNA_125.0:822.0"	133.996826345294	-1.43156103924973	0.828026494063792	-1.72888313298274	0.0838300134100758	0.999996530078554
"PB1_vRNA_125.0:872.0"	209.549218875263	0.563790923631487	1.28051830919951	0.440283375552772	NA	NA
"PB1_vRNA_125.0:922.0"	194.892997288083	0.232003209158441	1.05445482016285	0.220021953261696	0.825854057379614	0.999996530078554
"PB1_vRNA_125.0:972.0"	68.3037428440736	-1.01630729616554	1.14324290725541	-0.888968818188769	0.374019838159498	0.999996530078554
"PB1_vRNA_1269.0:100.0"	88.6868689182809	-0.743073353020136	2.38651295055507	-0.31136363741387	0.755524194060606	0.999996530078554
"PB1_vRNA_1269.0:125.0"	38.1730026932408	3.34990299518858	1.55509991474431	2.15414004169589	NA	NA
"PB1_vRNA_1269.0:150.0"	40.7154183643924	-0.0179736352669165	2.02963838057778	-0.00885558503372407	NA	NA
"PB1_vRNA_1269.0:175.0"	211.7985892037	-0.4255601540874	2.15944944818342	-0.197068819761162	NA	NA
"PB1_vRNA_1269.0:200.0"	27.7193902906004	-1.81267061933553	1.46785926726881	-1.23490763709813	0.216864880824974	0.999996530078554
"PB1_vRNA_1269.0:225.0"	82.3233060386007	-0.216908387555845	2.26437282060827	-0.0957918173110636	0.923685916313555	0.999996530078554
"PB1_vRNA_1269.0:250.0"	3.7485188467035	0.00755943237630809	3.04837339536204	0.00247982494133082	0.998021387993741	0.999996530078554
"PB1_vRNA_1269.0:275.0"	43.3785990863769	0.557915647012438	1.13596148594741	0.491139579919058	0.623327729165391	0.999996530078554
"PB1_vRNA_1269.0:325.0"	26.5013764716476	-0.778586414758076	2.02829263346626	-0.383862960359674	0.701080020440844	0.999996530078554
"PB1_vRNA_1269.0:350.0"	4.92145346262088	-2.4825724164342	2.91919225413604	-0.850431283830923	0.395085349424955	0.999996530078554
"PB1_vRNA_1269.0:425.0"	29.8379353860729	-0.168132532186054	3.7313927340654	-0.0450589214721635	NA	NA
"PB1_vRNA_1269.0:450.0"	79.6623772847614	2.04909964618937	1.68811991652819	1.21383535975547	0.22481060070934	0.999996530078554
"PB1_vRNA_1269.0:500.0"	6.81155884229136	-0.903888434587264	2.21963628295056	-0.407223670621263	0.68384371790947	0.999996530078554
"PB1_vRNA_1269.0:525.0"	10.4878131387987	-0.356581019156574	2.74852778554878	-0.129735279021521	0.896775869811623	0.999996530078554
"PB1_vRNA_1269.0:722.0"	3.05562221931785	-0.532942342347074	3.79129391683011	-0.140570041267775	0.888209616793661	0.999996530078554
"PB1_vRNA_1269.0:75.0"	1.80752503813558	-0.695700321048307	3.7867703318687	-0.183718646782836	0.854234179881607	0.999996530078554
"PB1_vRNA_1269.0:822.0"	32.3906307642148	-0.248602623316187	3.71562401023574	-0.0669073680844295	NA	NA
"PB1_vRNA_1269.0:922.0"	3.11921275367225	0.848041170924492	3.78629388460673	0.223976584166439	0.82277552352216	0.999996530078554
"PB1_vRNA_1369.0:1072.0"	93.5423591887193	0.992245506679194	3.42661182581861	0.289570443667674	NA	NA
"PB1_vRNA_1369.0:150.0"	22.6823601363527	-0.805626548516687	2.3433098447474	-0.343798559256909	0.730997783807575	0.999996530078554
"PB1_vRNA_1369.0:200.0"	10.6655183708824	-0.320007087549035	2.7236976514012	-0.117489945106208	0.906471811502906	0.999996530078554
"PB1_vRNA_1369.0:225.0"	33.1244673582568	-1.15349124379781	2.4592462776408	-0.469042590116016	0.639039193497065	0.999996530078554
"PB1_vRNA_1369.0:275.0"	2.14917403677026	0.749319353928251	2.85735561165483	0.262242246247496	0.793134684935492	0.999996530078554
"PB1_vRNA_1369.0:300.0"	33.78513988049	-1.79833163855839	1.27709644694715	-1.40814082041903	0.159089375754057	0.999996530078554
"PB1_vRNA_1369.0:350.0"	14.4110071860941	1.44271759363186	2.606872152466	0.553428595363644	0.579969962629795	0.999996530078554
"PB1_vRNA_1369.0:375.0"	6.22391363138364	-1.53837394590443	2.83749583553372	-0.54215901452242	0.587708967054737	0.999996530078554
"PB1_vRNA_1369.0:425.0"	2.41796691304284	-1.16553692118591	3.82381955041236	-0.304809603544241	0.760511166811979	0.999996530078554
"PB1_vRNA_1369.0:500.0"	5.15164953727722	3.51244325206539	3.82316992438283	0.918725382741758	0.35823922979744	0.999996530078554
"PB1_vRNA_1369.0:722.0"	6.43094527185212	-2.00734347415732	3.77696270790503	-0.531470292241973	0.595092922519674	0.999996530078554
"PB1_vRNA_1369.0:75.0"	92.9433100887725	2.98855599636802	3.33994986688575	0.894790675153043	NA	NA
"PB1_vRNA_1469.0:1022.0"	62.8920251335129	3.17546545788774	3.40073954342917	0.933757324645252	NA	NA
"PB1_vRNA_1469.0:175.0"	31.8167036099418	-0.345470384626365	1.95392093963529	-0.176808783619898	0.859658589426725	0.999996530078554
"PB1_vRNA_1469.0:200.0"	14.4675315224893	-1.59251236514583	3.29664591251677	-0.483070492678437	NA	NA
"PB1_vRNA_1469.0:225.0"	23.5994473523166	-1.32191149363567	3.73571673123664	-0.353857529555802	NA	NA
"PB1_vRNA_1469.0:400.0"	20.3864170141283	1.98545587449648	3.12482470675817	0.635381520826582	NA	NA
"PB1_vRNA_1469.0:575.0"	2.54883608808907	5.16415330212715	3.92838137462838	1.31457534532672	0.188652660584242	0.999996530078554
"PB1_vRNA_1469.0:75.0"	3.94341527447627	0.870460578408263	3.77332041655599	0.230688222126324	0.817557024143802	0.999996530078554
"PB1_vRNA_1469.0:872.0"	6.38688520700498	-3.95297307790135	3.49614723229844	-1.13066550555498	0.258195905106941	0.999996530078554
"PB1_vRNA_150.0:100.0"	5721.76251724394	0.134966689748146	0.598973887710416	0.225329839108777	0.821722688232291	0.999996530078554
"PB1_vRNA_150.0:1022.0"	19.6381204123829	0.117695094709192	2.30072542438492	0.0511556457201567	0.959201495126057	0.999996530078554
"PB1_vRNA_150.0:1072.0"	29.890609974547	-0.5156071370419	1.89300741775636	-0.272374599383774	0.785334001389428	0.999996530078554
"PB1_vRNA_150.0:1122.0"	29.65233817398	-3.11228106584808	2.41387883162077	-1.28932779271211	0.197284152695676	0.999996530078554
"PB1_vRNA_150.0:1169.0"	4.86148080625373	-1.97170767220204	2.85713836832724	-0.69009876947486	0.490132076965896	0.999996530078554
"PB1_vRNA_150.0:125.0"	4236.34527115799	-0.148027040594162	0.559134836798336	-0.264743011617341	0.791207440835333	0.999996530078554
"PB1_vRNA_150.0:1369.0"	19.4879244503971	0.31021440789888	3.31351417699372	0.0936209689557841	0.925410251954464	0.999996530078554
"PB1_vRNA_150.0:1469.0"	21.0239862285852	-0.921232440033588	3.01022555716529	-0.306034356076993	0.759578487535814	0.999996530078554
"PB1_vRNA_150.0:150.0"	41111.5204511766	-0.162204596014706	0.639108326374123	-0.25379828320333	0.799651399834901	0.999996530078554
"PB1_vRNA_150.0:175.0"	34409.2431725162	0.169808907752474	1.26293595659511	0.134455675971314	0.893042258209495	0.999996530078554
"PB1_vRNA_150.0:1769.0"	73.2311432287261	0.729335376794116	3.49771641578403	0.208517584073674	NA	NA
"PB1_vRNA_150.0:1969.0"	419.172435461724	0.367880634480956	3.65900720531523	0.100541106873623	NA	NA
"PB1_vRNA_150.0:200.0"	22196.103045235	0.055282868728069	1.11381955589961	0.0496335949887484	0.960414374684999	0.999996530078554
"PB1_vRNA_150.0:2169.0"	1.50075932956144	-1.5360712130767	3.90277681681658	-0.393584179976154	0.693888062973192	0.999996530078554
"PB1_vRNA_150.0:225.0"	5654.13158753223	-0.203357911739584	0.559851517918181	-0.363235438738783	0.716429016603001	0.999996530078554
"PB1_vRNA_150.0:250.0"	3345.99178439958	-0.15770709750356	0.597829906543191	-0.263799277649831	0.791934591215357	0.999996530078554
"PB1_vRNA_150.0:275.0"	3671.7271015952	-0.377596683661124	0.704034752275729	-0.536332450124907	0.591728807428098	0.999996530078554
"PB1_vRNA_150.0:300.0"	5034.79051872799	0.0449171917560284	0.37405835701035	0.120080706430483	0.904419215828329	0.999996530078554
"PB1_vRNA_150.0:325.0"	3532.29808507439	0.0652215811145704	0.67816235941373	0.096173991683871	0.923382386675448	0.999996530078554
"PB1_vRNA_150.0:350.0"	4382.1882448248	0.34817422594279	0.712889989626235	0.488398253600582	0.625267778638888	0.999996530078554
"PB1_vRNA_150.0:375.0"	1254.42020174474	0.127401391435769	0.545079400183371	0.233729969235509	0.815194619994401	0.999996530078554
"PB1_vRNA_150.0:400.0"	1654.63195874535	-0.169089179351563	0.484142602467006	-0.349254906488189	0.726897948811087	0.999996530078554
"PB1_vRNA_150.0:425.0"	1631.77684060029	-0.543678627881842	0.828735321221439	-0.656034096725281	0.511802185988925	0.999996530078554
"PB1_vRNA_150.0:450.0"	1625.6105457257	-0.556589162954752	0.775920162522012	-0.717327877066169	0.473171810095037	0.999996530078554
"PB1_vRNA_150.0:475.0"	1592.79745282005	0.0712680465602496	0.639735032437621	0.111402444678842	0.911297221556404	0.999996530078554
"PB1_vRNA_150.0:500.0"	492.150210370409	0.547594959797246	0.702896198925312	0.779055229825523	0.435947181268982	0.999996530078554
"PB1_vRNA_150.0:525.0"	1270.12189454065	-0.155039381416232	0.459150885721692	-0.337665430335697	0.735615328736586	0.999996530078554
"PB1_vRNA_150.0:550.0"	887.303111338445	0.430191180523496	0.467117888962818	0.92094777504387	0.357077693899844	0.999996530078554
"PB1_vRNA_150.0:575.0"	342.520177445937	0.418562594381287	0.986357575487296	0.424351781527609	0.671309280529931	0.999996530078554
"PB1_vRNA_150.0:600.0"	369.269147119461	-0.406102742247261	0.760855427796955	-0.533744949974432	0.593518005401192	0.999996530078554
"PB1_vRNA_150.0:622.0"	257.482375361541	0.243125030310748	0.567747913923883	0.428227078159452	0.668485803806146	0.999996530078554
"PB1_vRNA_150.0:672.0"	1.85229491300889	-1.1421898194176	3.85143817029187	-0.296561899455612	0.766801002691021	0.999996530078554
"PB1_vRNA_150.0:722.0"	250.569249288023	-0.419045943202277	0.996243250741721	-0.42062613010456	0.674028109953122	0.999996530078554
"PB1_vRNA_150.0:75.0"	787.360916926949	-0.147365279437176	0.96484749382136	-0.152734271872877	0.87860783279182	0.999996530078554
"PB1_vRNA_150.0:772.0"	86.3875617607086	-1.23861845100558	2.22197151926519	-0.557441191422291	0.577226028646323	0.999996530078554
"PB1_vRNA_150.0:822.0"	127.126424724362	-1.22846599608246	0.84773370379871	-1.44911779557387	0.147304689129353	0.999996530078554
"PB1_vRNA_150.0:872.0"	156.139066067159	0.15839963678354	1.17039232568497	0.135338922946916	0.892343912101352	0.999996530078554
"PB1_vRNA_150.0:922.0"	62.8688516016038	-0.44362022389465	1.09800074616258	-0.404025430260466	0.686194018955469	0.999996530078554
"PB1_vRNA_150.0:972.0"	94.2847094051171	0.149479658898689	0.921025308474066	0.162297015644818	0.871071964695725	0.999996530078554
"PB1_vRNA_1569.0:1169.0"	12.8362122625659	-1.44410802830588	3.74560292984759	-0.385547548779988	NA	NA
"PB1_vRNA_1569.0:150.0"	114.034881753898	-0.566278770583612	3.41064029282151	-0.166032979723918	NA	NA
"PB1_vRNA_1569.0:175.0"	9.25185022412824	-1.39236856351348	2.34367424486809	-0.594096456264061	0.552447600946652	0.999996530078554
"PB1_vRNA_1569.0:225.0"	6.49435101996306	-4.03865925323242	3.54440373307977	-1.13944673275784	0.254516873573097	0.999996530078554
"PB1_vRNA_1569.0:350.0"	132.983187408228	1.98381455836036	2.94003462309074	0.674758910245369	NA	NA
