HA_vRNA	675	747	+
NA_vRNA	385	1040	+
NA_vRNA	503	1051	+
PB2_vRNA	1260	2195	+
PB1_vRNA	300	2148	+
PB2_vRNA	329	339	+
PB1_vRNA	452	2023	+
PA_vRNA	381	1957	+
PB1_vRNA	386	2058	+
NA_vRNA	1195	1240	+
M_vRNA	599	629	+
PA_vRNA	713	1551	+
NS_vRNA	389	425	+
PA_vRNA	527	1643	+
PA_vRNA	357	1985	+
PA_vRNA	746	1541	+
NP_vRNA	781	1119	+
PB2_vRNA	199	2058	+
PB2_vRNA	307	2008	+
PA_vRNA	167	687	+
PA_vRNA	584	1835	+
PB1_vRNA	186	2131	+
NP_vRNA	939	1164	+
PA_vRNA	353	1952	+
PA_vRNA	539	1916	+
NA_vRNA	1093	1174	+
PB1_vRNA	984	1151	+
PB2_vRNA	1643	2100	+
PB2_vRNA	232	2200	+
PB2_vRNA	494	1932	+
PB2_vRNA	947	2050	+
PA_vRNA	451	1823	+
HA_vRNA	945	968	+
M_vRNA	374	433	+
NP_vRNA	260	306	+
PA_vRNA	1022	1255	+
PB2_vRNA	208	2148	+
PA_vRNA	383	1964	+
PB2_vRNA	604	1714	+
NP_vRNA	335	1099	+
PB2_vRNA	453	1975	+
PB2_vRNA	394	969	+
PB2_vRNA	308	2111	+
NP_vRNA	422	1141	+
PB2_vRNA	610	1809	+
PB1_vRNA	356	2194	+
PB1_vRNA	434	2073	+
PA_vRNA	118	178	+
PB1_vRNA	412	2168	+
NP_vRNA	899	1159	+
PB1_vRNA	744	1838	+
M_vRNA	181	304	+
M_vRNA	489	526	+
PB2_vRNA	240	2207	+
PB1_vRNA	2015	2081	+
PB2_vRNA	517	1950	+
PA_vRNA	246	1580	+
PA_vRNA	422	1907	+
M_vRNA	281	635	+
PB2_vRNA	885	1160	+
PA_vRNA	940	1344	+
NS_vRNA	243	718	+
PA_vRNA	498	1881	+
PA_vRNA	678	1713	+
PB2_vRNA	167	211	+
PB1_vRNA	284	1918	+
PB2_vRNA	456	2048	+
PB1_vRNA	356	2156	+
PA_vRNA	378	2005	+
PB2_vRNA	609	1947	+
NS_vRNA	735	760	+
PB1_vRNA	1991	2017	+
M_vRNA	683	722	+
PA_vRNA	302	2042	+
HA_vRNA	442	1545	+
PB1_vRNA	2147	2192	+
PB1_vRNA	499	1868	+
NP_vRNA	556	1136	+
PB1_vRNA	495	2132	+
PA_vRNA	605	1668	+
PA_vRNA	180	2053	+
PB2_vRNA	1111	1650	+
M_vRNA	812	832	+
NP_vRNA	313	1310	+
NP_vRNA	952	1220	+
PA_vRNA	298	1987	+
PB2_vRNA	1314	2063	+
PA_vRNA	941	1010	+
PB2_vRNA	268	2210	+
NP_vRNA	268	1393	+
PB2_vRNA	369	2009	+
NP_vRNA	149	1119	+
PB2_vRNA	705	2082	+
PA_vRNA	300	363	+
PA_vRNA	264	2026	+
HA_vRNA	177	1550	+
NA_vRNA	435	707	+
PA_vRNA	163	1856	+
PB1_vRNA	410	2113	+
PB2_vRNA	763	1721	+
PA_vRNA	596	1191	+
PB1_vRNA	375	1993	+
PA_vRNA	696	1777	+
PB1_vRNA	553	1889	+
PB2_vRNA	343	1965	+
PA_vRNA	1278	2090	+
HA_vRNA	593	1275	+
HA_vRNA	316	1624	+
PA_vRNA	410	1982	+
PA_vRNA	103	290	+
PB1_vRNA	391	2053	+
PB2_vRNA	704	890	+
NP_vRNA	1149	1326	+
HA_vRNA	514	1185	+
PB1_vRNA	427	1931	+
NA_vRNA	485	997	+
NA_vRNA	173	1077	+
PB1_vRNA	314	2159	+
PA_vRNA	172	1652	+
PA_vRNA	586	1595	+
PA_vRNA	600	1157	+
NA_vRNA	754	775	+
PB2_vRNA	514	2025	+
PA_vRNA	512	1821	+
NS_vRNA	668	720	+
PB1_vRNA	805	1710	+
PB2_vRNA	1236	1260	+
PB2_vRNA	286	2126	+
PB1_vRNA	250	2134	+
NA_vRNA	292	1160	+
PA_vRNA	1362	1912	+
PB1_vRNA	294	2140	+
PB2_vRNA	166	2227	+
PA_vRNA	383	640	+
PB1_vRNA	549	1885	+
PA_vRNA	538	1713	+
PA_vRNA	125	470	+
NP_vRNA	433	844	+
PB1_vRNA	416	1882	+
NA_vRNA	148	1320	+
PB2_vRNA	324	1981	+
PB2_vRNA	622	1824	+
PB1_vRNA	658	1817	+
PA_vRNA	410	2043	+
PB2_vRNA	749	1933	+
PB2_vRNA	1293	1933	+
PB2_vRNA	268	2097	+
PB2_vRNA	1431	2249	+
PA_vRNA	437	1962	+
PA_vRNA	335	2048	+
PA_vRNA	1169	1609	+
PB1_vRNA	336	2183	+
PA_vRNA	527	1690	+
PA_vRNA	725	842	+
NP_vRNA	795	1332	+
PA_vRNA	246	2063	+
PB2_vRNA	1510	1797	+
NP_vRNA	1227	1332	+
PA_vRNA	539	1876	+
PA_vRNA	1970	2044	+
M_vRNA	432	662	+
PB2_vRNA	244	891	+
PA_vRNA	254	2011	+
NA_vRNA	255	1022	+
NP_vRNA	1024	1054	+
NA_vRNA	256	467	+
PB1_vRNA	2061	2075	+
PB2_vRNA	284	2101	+
PB1_vRNA	746	1678	+
PB1_vRNA	314	1877	+
PA_vRNA	309	2021	+
PB2_vRNA	240	2133	+
HA_vRNA	271	1115	+
PB1_vRNA	464	1894	+
PB1_vRNA	948	1660	+
NS_vRNA	334	396	+
PA_vRNA	519	589	+
PB1_vRNA	855	2206	+
PB2_vRNA	569	622	+
PA_vRNA	843	1429	+
PA_vRNA	929	1714	+
PB2_vRNA	487	1713	+
NA_vRNA	522	935	+
PB2_vRNA	747	1584	+
NA_vRNA	390	774	+
PB2_vRNA	195	2161	+
PA_vRNA	44	1931	+
PA_vRNA	712	774	+
PB1_vRNA	731	1762	+
PB1_vRNA	385	2037	+
PA_vRNA	224	2030	+
NA_vRNA	282	342	+
NP_vRNA	363	1120	+
PA_vRNA	454	1830	+
PA_vRNA	335	1840	+
PB2_vRNA	332	2093	+
M_vRNA	434	514	+
PA_vRNA	692	1814	+
PA_vRNA	564	1825	+
PB2_vRNA	315	2118	+
PB1_vRNA	203	2179	+
NP_vRNA	511	1096	+
PB1_vRNA	623	1783	+
PB1_vRNA	373	2071	+
PA_vRNA	527	1824	+
NP_vRNA	240	1385	+
PB2_vRNA	517	1982	+
HA_vRNA	313	1478	+
NA_vRNA	402	1062	+
PB1_vRNA	266	2208	+
PB2_vRNA	1099	1511	+
PB2_vRNA	495	867	+
PA_vRNA	283	2025	+
PB2_vRNA	396	888	+
PA_vRNA	380	1953	+
PB2_vRNA	1398	1450	+
PB1_vRNA	298	2111	+
PA_vRNA	344	415	+
PA_vRNA	1462	1476	+
PB2_vRNA	344	2145	+
PA_vRNA	225	1976	+
PA_vRNA	453	1906	+
PA_vRNA	1163	1273	+
HA_vRNA	281	531	+
PB1_vRNA	845	872	+
PA_vRNA	438	2068	+
PB1_vRNA	576	2014	+
NP_vRNA	897	1202	+
PB2_vRNA	278	2014	+
PB2_vRNA	258	2112	+
PA_vRNA	62	1006	+
PB1_vRNA	438	2055	+
NP_vRNA	855	1137	+
PA_vRNA	438	1976	+
PB1_vRNA	689	1879	+
M_vRNA	209	637	+
NP_vRNA	322	948	+
NA_vRNA	300	1126	+
PA_vRNA	784	1541	+
HA_vRNA	671	1099	+
NA_vRNA	874	1013	+
PB2_vRNA	892	1011	+
PB2_vRNA	279	2120	+
PA_vRNA	379	1958	+
PB2_vRNA	245	2010	+
PB1_vRNA	459	1932	+
HA_vRNA	593	1459	+
NA_vRNA	811	937	+
PB2_vRNA	218	286	+
PA_vRNA	290	1993	+
PB2_vRNA	1243	1254	+
NA_vRNA	273	561	+
NP_vRNA	911	948	+
PA_vRNA	368	1884	+
PA_vRNA	330	1978	+
PB2_vRNA	569	1788	+
PB1_vRNA	978	2100	+
PB1_vRNA	642	1795	+
PB2_vRNA	331	2035	+
NP_vRNA	550	1039	+
HA_vRNA	1250	1516	+
PB2_vRNA	702	881	+
PA_vRNA	691	1021	+
PB2_vRNA	656	1925	+
PA_vRNA	330	2005	+
PB2_vRNA	279	2015	+
PB1_vRNA	308	2125	+
PB1_vRNA	466	2003	+
NA_vRNA	169	327	+
PA_vRNA	269	2002	+
NA_vRNA	349	471	+
NA_vRNA	940	965	+
PA_vRNA	747	862	+
PB2_vRNA	1040	1190	+
PA_vRNA	344	1943	+
HA_vRNA	577	1514	+
PA_vRNA	395	1982	+
NA_vRNA	135	1370	+
PA_vRNA	455	1971	+
PB1_vRNA	394	2054	+
PA_vRNA	297	2039	+
PB2_vRNA	511	2121	+
M_vRNA	667	865	+
PB1_vRNA	511	1920	+
PB2_vRNA	368	1048	+
PA_vRNA	839	1542	+
PA_vRNA	583	1167	+
PB2_vRNA	602	1827	+
PA_vRNA	409	1934	+
NA_vRNA	902	925	+
PB2_vRNA	1481	1526	+
HA_vRNA	306	454	+
PA_vRNA	441	1819	+
PA_vRNA	646	1105	+
NP_vRNA	250	1358	+
PA_vRNA	311	2110	+
HA_vRNA	278	1598	+
NP_vRNA	888	1198	+
NA_vRNA	450	958	+
PA_vRNA	377	2001	+
PA_vRNA	1804	1823	+
PA_vRNA	480	1310	+
NA_vRNA	443	552	+
PA_vRNA	260	2013	+
PB2_vRNA	910	950	+
PB2_vRNA	1115	1507	+
PB2_vRNA	1448	1488	+
PA_vRNA	351	2017	+
PA_vRNA	1136	1592	+
NA_vRNA	264	371	+
NA_vRNA	932	992	+
PB2_vRNA	717	896	+
NA_vRNA	513	934	+
PB2_vRNA	378	2074	+
PA_vRNA	390	1946	+
NP_vRNA	384	1196	+
HA_vRNA	270	520	+
NP_vRNA	406	1209	+
PA_vRNA	362	1968	+
PB2_vRNA	587	1808	+
HA_vRNA	192	876	+
PA_vRNA	427	2046	+
PA_vRNA	482	1910	+
HA_vRNA	278	1575	+
PA_vRNA	210	2163	+
PB2_vRNA	903	1546	+
NP_vRNA	692	1045	+
PA_vRNA	544	1822	+
PB1_vRNA	169	2135	+
PB2_vRNA	232	2194	+
PA_vRNA	1900	1947	+
PA_vRNA	290	2056	+
PB1_vRNA	1244	1306	+
M_vRNA	438	643	+
PB1_vRNA	623	1794	+
NA_vRNA	372	1221	+
PB2_vRNA	439	2022	+
PB2_vRNA	179	2180	+
PA_vRNA	538	1730	+
PA_vRNA	357	1918	+
PB1_vRNA	256	2097	+
HA_vRNA	991	1063	+
PA_vRNA	397	2031	+
NP_vRNA	1334	1403	+
PB2_vRNA	491	1872	+
PA_vRNA	645	1552	+
PB2_vRNA	209	284	+
PB1_vRNA	952	1467	+
PA_vRNA	642	1579	+
PA_vRNA	258	2050	+
PA_vRNA	673	1893	+
NA_vRNA	261	436	+
PA_vRNA	558	1661	+
PA_vRNA	237	2068	+
PA_vRNA	477	1868	+
NP_vRNA	939	967	+
PB1_vRNA	246	855	+
M_vRNA	906	953	+
NA_vRNA	735	1115	+
PA_vRNA	629	1594	+
PB1_vRNA	246	2230	+
PB1_vRNA	304	2086	+
PB1_vRNA	373	1997	+
PB2_vRNA	475	1909	+
NP_vRNA	142	1268	+
PA_vRNA	521	1516	+
NA_vRNA	290	641	+
PA_vRNA	274	2045	+
PA_vRNA	456	1778	+
PA_vRNA	300	2109	+
PA_vRNA	352	1885	+
PB2_vRNA	269	2136	+
PB1_vRNA	770	1767	+
NA_vRNA	276	1224	+
PA_vRNA	1436	1641	+
PB2_vRNA	1210	1259	+
NP_vRNA	139	1127	+
PB2_vRNA	1202	1247	+
PB2_vRNA	408	2172	+
PA_vRNA	69	1609	+
PB2_vRNA	186	2173	+
PB2_vRNA	507	1921	+
PA_vRNA	323	1981	+
PB2_vRNA	875	942	+
PB2_vRNA	540	664	+
PB2_vRNA	313	2179	+
PA_vRNA	319	1996	+
NP_vRNA	680	889	+
PB1_vRNA	622	2063	+
PA_vRNA	595	1716	+
PB1_vRNA	297	1757	+
PA_vRNA	820	867	+
PB2_vRNA	513	1752	+
PA_vRNA	482	1108	+
M_vRNA	206	390	+
NA_vRNA	926	1007	+
PB1_vRNA	408	2026	+
NP_vRNA	281	1437	+
PA_vRNA	909	1345	+
PB1_vRNA	729	1720	+
PB2_vRNA	242	1072	+
PB2_vRNA	594	1836	+
PA_vRNA	257	2015	+
PA_vRNA	496	2015	+
PA_vRNA	839	1533	+
NA_vRNA	478	977	+
NP_vRNA	381	1063	+
PB2_vRNA	1299	1364	+
PB1_vRNA	461	1936	+
PB2_vRNA	496	1977	+
PB1_vRNA	399	2185	+
NA_vRNA	382	1297	+
NA_vRNA	510	920	+
PA_vRNA	235	2111	+
NA_vRNA	379	1037	+
PA_vRNA	544	1642	+
PB2_vRNA	862	2144	+
PB1_vRNA	241	2126	+
PB1_vRNA	292	2162	+
PB2_vRNA	690	1832	+
PB2_vRNA	489	2146	+
PB1_vRNA	436	2042	+
NS_vRNA	269	300	+
PA_vRNA	308	1993	+
PA_vRNA	293	1939	+
M_vRNA	235	728	+
PA_vRNA	952	999	+
M_vRNA	269	508	+
PB2_vRNA	1418	1455	+
PA_vRNA	509	1825	+
NA_vRNA	333	1145	+
NS_vRNA	251	636	+
PA_vRNA	357	1930	+
PB1_vRNA	1374	1413	+
PB2_vRNA	543	1925	+
NP_vRNA	165	1103	+
PB1_vRNA	1962	2004	+
PB2_vRNA	308	2100	+
HA_vRNA	698	1326	+
PA_vRNA	620	1655	+
PB1_vRNA	440	1969	+
PB1_vRNA	499	2136	+
NA_vRNA	475	937	+
NP_vRNA	249	1431	+
PB1_vRNA	290	2143	+
HA_vRNA	330	1514	+
PB2_vRNA	291	2167	+
PA_vRNA	635	1722	+
NA_vRNA	99	598	+
PB2_vRNA	612	1820	+
NA_vRNA	291	1189	+
HA_vRNA	618	1252	+
PB1_vRNA	116	592	+
NP_vRNA	537	1119	+
PA_vRNA	410	1872	+
PB1_vRNA	446	1974	+
PB2_vRNA	243	2235	+
PA_vRNA	476	1829	+
PB2_vRNA	334	2051	+
PA_vRNA	447	1883	+
PA_vRNA	471	1162	+
PB2_vRNA	267	2240	+
PB1_vRNA	588	1889	+
NP_vRNA	925	949	+
PA_vRNA	332	2012	+
PB1_vRNA	381	2178	+
PA_vRNA	295	2051	+
PA_vRNA	351	1914	+
NS_vRNA	558	630	+
PB1_vRNA	195	2066	+
PA_vRNA	291	2030	+
PB2_vRNA	586	1927	+
PA_vRNA	637	1643	+
HA_vRNA	796	987	+
HA_vRNA	753	1175	+
PB2_vRNA	589	621	+
NS_vRNA	294	319	+
PB2_vRNA	335	2101	+
PA_vRNA	565	1896	+
HA_vRNA	1073	1474	+
PB1_vRNA	447	1970	+
PB2_vRNA	2213	2247	+
NP_vRNA	564	1074	+
NP_vRNA	273	1282	+
PA_vRNA	140	325	+
NP_vRNA	145	992	+
PB1_vRNA	460	2061	+
PB1_vRNA	492	1902	+
PB2_vRNA	392	660	+
NP_vRNA	938	1092	+
PB2_vRNA	474	2021	+
NP_vRNA	725	796	+
PB1_vRNA	531	1900	+
PB2_vRNA	439	1967	+
PB1_vRNA	775	1640	+
NA_vRNA	527	1064	+
PA_vRNA	310	2028	+
PB2_vRNA	1558	2070	+
PA_vRNA	260	2011	+
HA_vRNA	371	1560	+
PB2_vRNA	698	893	+
NA_vRNA	633	1020	+
PB1_vRNA	1162	1682	+
PB1_vRNA	378	2042	+
NA_vRNA	880	1019	+
PA_vRNA	429	2056	+
PB2_vRNA	313	2180	+
PB2_vRNA	442	1939	+
PB1_vRNA	234	306	+
NS_vRNA	280	441	+
PB1_vRNA	190	2209	+
PB2_vRNA	1544	2055	+
PB2_vRNA	560	1432	+
NP_vRNA	569	1171	+
M_vRNA	282	401	+
PB2_vRNA	570	1875	+
PB2_vRNA	335	2077	+
NA_vRNA	1039	1069	+
PB1_vRNA	145	963	+
PB1_vRNA	532	1878	+
NP_vRNA	504	1023	+
PB1_vRNA	484	1932	+
PB2_vRNA	322	2083	+
PA_vRNA	268	1976	+
NA_vRNA	172	1307	+
NS_vRNA	479	521	+
M_vRNA	827	856	+
NA_vRNA	876	1036	+
PB2_vRNA	708	832	+
PB2_vRNA	271	860	+
PB2_vRNA	1698	1781	+
PB1_vRNA	633	1892	+
PB1_vRNA	467	1964	+
PA_vRNA	575	641	+
PB2_vRNA	314	2109	+
PB1_vRNA	1247	1271	+
HA_vRNA	941	1441	+
NP_vRNA	536	686	+
PA_vRNA	244	2000	+
PB2_vRNA	279	2196	+
PA_vRNA	334	2044	+
PB1_vRNA	481	1834	+
PB1_vRNA	644	1869	+
PB2_vRNA	461	1997	+
PB2_vRNA	505	2003	+
NP_vRNA	953	1089	+
PA_vRNA	1090	2015	+
PB1_vRNA	568	1956	+
PB1_vRNA	180	2248	+
PB2_vRNA	287	2166	+
PB2_vRNA	968	1115	+
NA_vRNA	958	1004	+
PA_vRNA	209	2055	+
PA_vRNA	463	1787	+
PB2_vRNA	693	724	+
PB1_vRNA	1083	1212	+
PB2_vRNA	1073	1289	+
PA_vRNA	453	1877	+
HA_vRNA	623	1362	+
PA_vRNA	408	1869	+
PA_vRNA	367	1989	+
PA_vRNA	463	1717	+
PB2_vRNA	479	1356	+
NA_vRNA	676	882	+
PB2_vRNA	448	486	+
NP_vRNA	349	469	+
PB1_vRNA	257	1979	+
PB2_vRNA	824	852	+
PA_vRNA	1136	1223	+
PA_vRNA	335	2052	+
PB1_vRNA	438	1978	+
PB2_vRNA	456	2007	+
NP_vRNA	192	1366	+
PB1_vRNA	198	2235	+
PB2_vRNA	217	2171	+
HA_vRNA	540	1438	+
PB2_vRNA	452	2015	+
NP_vRNA	645	794	+
PB2_vRNA	155	2120	+
NP_vRNA	939	1118	+
HA_vRNA	268	538	+
PA_vRNA	234	607	+
PB1_vRNA	744	1986	+
NP_vRNA	939	1036	+
PB2_vRNA	374	1246	+
PB1_vRNA	722	1808	+
PA_vRNA	417	2052	+
NP_vRNA	507	1176	+
PB1_vRNA	466	1511	+
PB1_vRNA	1812	2057	+
PB1_vRNA	529	2018	+
PA_vRNA	472	1844	+
PB1_vRNA	361	2008	+
HA_vRNA	184	555	+
NP_vRNA	202	276	+
NA_vRNA	584	1209	+
NS_vRNA	338	799	+
PB2_vRNA	1455	1495	+
PA_vRNA	427	1893	+
PB2_vRNA	840	1291	+
PB2_vRNA	496	1934	+
PB2_vRNA	518	541	+
PB1_vRNA	577	1808	+
NS_vRNA	231	700	+
PB1_vRNA	443	1972	+
HA_vRNA	658	678	+
PB1_vRNA	649	1774	+
PA_vRNA	262	2001	+
PB2_vRNA	489	2022	+
PA_vRNA	613	1239	+
NP_vRNA	414	1203	+
NP_vRNA	325	1088	+
PA_vRNA	270	1950	+
HA_vRNA	811	1066	+
PA_vRNA	415	1979	+
PA_vRNA	294	2048	+
PB2_vRNA	338	2106	+
PB1_vRNA	434	1581	+
PA_vRNA	705	1642	+
PA_vRNA	1131	1337	+
NP_vRNA	441	1116	+
NP_vRNA	401	1310	+
PA_vRNA	243	1789	+
PA_vRNA	1919	1943	+
PA_vRNA	444	1998	+
PB2_vRNA	215	283	+
PB2_vRNA	289	2179	+
PA_vRNA	425	1861	+
PA_vRNA	266	2051	+
PB2_vRNA	754	1727	+
PA_vRNA	527	1822	+
PA_vRNA	601	1762	+
PB2_vRNA	946	1164	+
NP_vRNA	940	1004	+
HA_vRNA	640	731	+
PB2_vRNA	274	2219	+
HA_vRNA	1217	1246	+
PB1_vRNA	532	1853	+
NA_vRNA	487	951	+
PB1_vRNA	530	2033	+
PA_vRNA	580	1770	+
NA_vRNA	467	1325	+
PB2_vRNA	352	1473	+
PB1_vRNA	821	1751	+
PB1_vRNA	621	2062	+
PB2_vRNA	599	2008	+
PA_vRNA	390	1959	+
PB1_vRNA	259	2137	+
NP_vRNA	904	1196	+
PA_vRNA	438	1959	+
NP_vRNA	907	1040	+
PA_vRNA	330	2021	+
NA_vRNA	691	707	+
PA_vRNA	312	2040	+
NP_vRNA	391	422	+
NA_vRNA	152	624	+
NP_vRNA	344	641	+
HA_vRNA	945	1469	+
NP_vRNA	724	791	+
PB2_vRNA	243	2202	+
PB1_vRNA	348	2135	+
NP_vRNA	207	1411	+
M_vRNA	552	638	+
PB1_vRNA	442	1971	+
PB2_vRNA	246	2187	+
NS_vRNA	398	536	+
PB2_vRNA	500	1285	+
PB2_vRNA	1770	2269	+
PB2_vRNA	529	1870	+
PB2_vRNA	479	1844	+
PB1_vRNA	357	2052	+
PA_vRNA	435	1868	+
PB2_vRNA	268	2180	+
PA_vRNA	310	1995	+
PA_vRNA	709	1674	+
PA_vRNA	747	1573	+
PB2_vRNA	268	2221	+
PA_vRNA	211	2072	+
PB1_vRNA	884	1717	+
PB1_vRNA	310	2160	+
NA_vRNA	1186	1225	+
PB1_vRNA	1848	1881	+
PB2_vRNA	390	2210	+
PB2_vRNA	967	1003	+
PA_vRNA	558	1954	+
NA_vRNA	437	1095	+
PA_vRNA	923	1373	+
NP_vRNA	670	729	+
HA_vRNA	308	355	+
PA_vRNA	472	1868	+
M_vRNA	274	438	+
PA_vRNA	222	2109	+
PA_vRNA	351	1982	+
PB1_vRNA	452	2004	+
PB1_vRNA	266	2126	+
PA_vRNA	453	1984	+
PA_vRNA	399	1996	+
PB1_vRNA	310	2153	+
NA_vRNA	334	1128	+
PB1_vRNA	446	1595	+
PA_vRNA	810	1713	+
M_vRNA	594	628	+
NA_vRNA	564	1071	+
HA_vRNA	181	222	+
PB2_vRNA	771	1696	+
PA_vRNA	408	2105	+
PB1_vRNA	978	1149	+
PB2_vRNA	1562	2104	+
PB2_vRNA	454	1833	+
PA_vRNA	595	1759	+
PA_vRNA	472	1850	+
HA_vRNA	648	1424	+
PB2_vRNA	1080	1459	+
PB2_vRNA	193	2203	+
PA_vRNA	151	1719	+
PA_vRNA	285	2029	+
PB2_vRNA	446	1943	+
PA_vRNA	612	1097	+
PB1_vRNA	328	2048	+
PB2_vRNA	568	1994	+
PB2_vRNA	293	2157	+
PB2_vRNA	280	2151	+
PB2_vRNA	315	2059	+
PB1_vRNA	147	347	+
PA_vRNA	392	2013	+
PA_vRNA	1044	1069	+
PB2_vRNA	511	1747	+
PB2_vRNA	551	1852	+
PB2_vRNA	351	2018	+
HA_vRNA	395	443	+
PB1_vRNA	701	1767	+
PA_vRNA	329	2011	+
PB1_vRNA	271	2176	+
PB1_vRNA	485	2019	+
PB2_vRNA	390	1955	+
PB2_vRNA	886	2052	+
PB2_vRNA	327	403	+
PA_vRNA	196	1936	+
PB2_vRNA	321	1968	+
PA_vRNA	491	1832	+
PB2_vRNA	648	1804	+
PB1_vRNA	539	797	+
PB2_vRNA	342	2141	+
PA_vRNA	246	2088	+
PA_vRNA	759	1425	+
NA_vRNA	214	1276	+
PA_vRNA	393	1958	+
PB1_vRNA	1769	1785	+
PA_vRNA	399	2044	+
PA_vRNA	525	1867	+
PB2_vRNA	342	2064	+
NA_vRNA	474	534	+
NA_vRNA	321	1138	+
PA_vRNA	435	1628	+
PB2_vRNA	273	1842	+
NA_vRNA	201	1144	+
PA_vRNA	141	1160	+
M_vRNA	350	626	+
NA_vRNA	486	716	+
PA_vRNA	437	1818	+
PA_vRNA	697	1882	+
PA_vRNA	51	918	+
PB2_vRNA	576	616	+
PB2_vRNA	708	2050	+
HA_vRNA	1068	1156	+
PB2_vRNA	291	2024	+
PA_vRNA	208	520	+
HA_vRNA	247	1620	+
