segment	left	right	count
PB2_vRNA	1253	1512	1
PB2_vRNA	441	1941	2
PB2_vRNA	441	1940	10
PB2_vRNA	1251	2053	3
PB2_vRNA	1501	2045	2
PB2_vRNA	368	2056	1
PB2_vRNA	1312	1471	1
PB2_vRNA	1834	1859	2
PB2_vRNA	1313	2064	1
PB2_vRNA	1341	1697	2
PB2_vRNA	1341	1450	2
PB2_vRNA	243	892	1
PB2_vRNA	243	529	2
PB2_vRNA	274	1903	3
PB2_vRNA	1259	1888	2
PB2_vRNA	1259	1513	1
PB2_vRNA	383	2055	2
PB2_vRNA	383	870	1
PB2_vRNA	1435	2011	1
PB2_vRNA	714	747	2
PB2_vRNA	713	2121	1
PB2_vRNA	877	1500	2
PB2_vRNA	877	2043	2
PB2_vRNA	475	1861	5
PB2_vRNA	475	525	1
PB2_vRNA	1172	1336	1
PB2_vRNA	791	1598	2
PB2_vRNA	704	2083	1
PB2_vRNA	550	1834	1
PB2_vRNA	348	2091	6
PB2_vRNA	136	366	2
PB2_vRNA	1338	1467	1
PB2_vRNA	885	2053	2
PB2_vRNA	307	2068	2
PB2_vRNA	686	1829	1
PB2_vRNA	686	1715	1
PB2_vRNA	494	599	1
PB2_vRNA	508	1246	1
PB2_vRNA	139	298	2
PB2_vRNA	1930	2007	1
PB2_vRNA	634	651	1
PB2_vRNA	366	970	4
PB2_vRNA	366	1086	1
PB2_vRNA	1557	2071	1
PB2_vRNA	790	969	1
PB2_vRNA	192	2204	4
PB2_vRNA	367	1049	2
PB2_vRNA	608	1948	2
PB2_vRNA	576	1171	1
PB2_vRNA	946	2051	2
PB2_vRNA	1141	2279	2
PB2_vRNA	263	2138	2
PB2_vRNA	359	1722	2
PB2_vRNA	743	1693	1
PB2_vRNA	691	1065	1
PB2_vRNA	2004	2059	1
PB2_vRNA	1306	1855	2
PB2_vRNA	481	1873	2
PB2_vRNA	723	1741	1
PB2_vRNA	1549	2062	2
PB2_vRNA	271	2087	2
PB2_vRNA	633	2156	2
PB2_vRNA	199	2189	4
PB2_vRNA	234	416	2
PB2_vRNA	945	1557	1
PB2_vRNA	1247	1506	2
PB2_vRNA	204	2011	2
PB2_vRNA	204	2154	2
PB2_vRNA	879	1958	2
PB2_vRNA	788	2186	3
PB2_vRNA	272	2219	1
PB2_vRNA	272	1843	1
PB2_vRNA	455	1979	2
PB2_vRNA	445	1944	1
PB2_vRNA	2077	2094	2
PB2_vRNA	860	1499	3
PB2_vRNA	836	945	1
PB2_vRNA	1456	1500	2
PB2_vRNA	457	2018	2
PB2_vRNA	1294	1566	1
PB2_vRNA	1447	1489	1
PB2_vRNA	1023	2112	1
PB2_vRNA	1288	1573	1
PB2_vRNA	306	2066	2
PB2_vRNA	2212	2248	1
PB2_vRNA	294	2026	1
PB2_vRNA	370	2079	1
PB2_vRNA	205	2153	1
PB2_vRNA	2208	2244	2
PB2_vRNA	659	930	1
PB2_vRNA	503	1862	1
PB2_vRNA	539	665	1
PB2_vRNA	314	2060	1
PB2_vRNA	470	544	1
PB2_vRNA	1235	1261	1
PB2_vRNA	401	511	1
PB2_vRNA	875	2188	1
PB2_vRNA	706	898	1
PB2_vRNA	554	1833	1
PB2_vRNA	59	1234	1
PB2_vRNA	728	809	1
PB2_vRNA	215	2181	1
PB2_vRNA	519	1962	1
PB2_vRNA	865	1600	1
PB2_vRNA	340	2141	1
PB2_vRNA	890	1297	1
PB2_vRNA	1476	1562	1
PB2_vRNA	792	833	1
PB2_vRNA	1296	1369	1
PB2_vRNA	1509	1798	1
PB2_vRNA	365	1278	1
PB2_vRNA	520	1870	2
PB2_vRNA	1079	1209	1
PB2_vRNA	712	1088	1
PB2_vRNA	1157	1252	1
PB2_vRNA	62	1142	1
PB2_vRNA	1209	1260	1
PB2_vRNA	1187	1209	1
PB2_vRNA	1561	2105	1
PA_vRNA	253	2062	1603
PA_vRNA	253	1990	5
PA_vRNA	427	1826	17008
PA_vRNA	427	1828	2
PA_vRNA	427	1827	3
PA_vRNA	291	2050	548
PA_vRNA	291	356	622
PA_vRNA	665	1724	4225
PA_vRNA	452	1878	2013
PA_vRNA	261	2031	1162
PA_vRNA	304	2120	810
PA_vRNA	304	1974	311
PA_vRNA	304	430	3
PA_vRNA	330	2012	1756
PA_vRNA	592	1758	1661
PA_vRNA	592	1160	1
PA_vRNA	242	1999	3138
PA_vRNA	242	2068	363
PA_vRNA	247	1792	162
PA_vRNA	237	2091	6875
PA_vRNA	237	2017	6
PA_vRNA	212	2024	204
PA_vRNA	297	2038	2447
PA_vRNA	297	2105	10
PA_vRNA	308	1995	2756
PA_vRNA	308	434	188
PA_vRNA	308	1996	1
PA_vRNA	479	1919	452
PA_vRNA	479	1790	2
PA_vRNA	479	1311	1
PA_vRNA	284	2028	1106
PA_vRNA	284	2030	2
PA_vRNA	284	1955	2
PA_vRNA	558	2137	120
PA_vRNA	224	2114	177
PA_vRNA	224	696	165
PA_vRNA	224	1977	103
PA_vRNA	258	2052	116
PA_vRNA	525	1866	378
PA_vRNA	525	1962	194
PA_vRNA	285	1953	413
PA_vRNA	285	2052	3
PA_vRNA	285	2032	1
PA_vRNA	289	2049	221
PA_vRNA	289	1994	1
PA_vRNA	221	2036	466
PA_vRNA	221	2111	1
PA_vRNA	221	693	1
PA_vRNA	281	2100	43
PA_vRNA	590	1789	785
PA_vRNA	590	1756	1
PA_vRNA	590	792	2
PA_vRNA	298	1986	140
PA_vRNA	298	1964	12
PA_vRNA	298	2022	2
PA_vRNA	476	1889	160
PA_vRNA	318	2124	11
PA_vRNA	318	2118	1
PA_vRNA	257	1941	192
PA_vRNA	257	2051	2
PA_vRNA	698	1531	2
PA_vRNA	362	1970	86
PA_vRNA	362	1889	16
PA_vRNA	802	884	1
PA_vRNA	651	1791	208
PA_vRNA	293	1998	272
PA_vRNA	293	358	1
PA_vRNA	450	1885	20
PA_vRNA	450	1876	2
PA_vRNA	511	1876	35
PA_vRNA	511	1746	101
PA_vRNA	511	1729	3
PA_vRNA	886	1583	58
PA_vRNA	656	1548	3
PA_vRNA	656	1726	4
PA_vRNA	410	1955	3
PA_vRNA	1223	2146	52
PA_vRNA	1742	1783	8
PA_vRNA	263	2024	210
PA_vRNA	523	1726	88
PA_vRNA	523	1864	3
PA_vRNA	453	1900	12
PA_vRNA	485	1670	5
PA_vRNA	485	2005	161
PA_vRNA	494	1973	10
PA_vRNA	391	1966	14
PA_vRNA	391	1879	5
PA_vRNA	496	2017	44
PA_vRNA	302	2044	60
PA_vRNA	302	373	3
PA_vRNA	575	1159	5
PA_vRNA	395	1883	2
PA_vRNA	395	1834	1
PA_vRNA	470	1884	32
PA_vRNA	470	1776	21
PA_vRNA	470	1163	1
PA_vRNA	470	1805	2
PA_vRNA	574	642	1
PA_vRNA	386	1959	42
PA_vRNA	677	1714	11
PA_vRNA	677	1146	1
PA_vRNA	677	1112	2
PA_vRNA	1617	1667	2
PA_vRNA	420	1874	1
PA_vRNA	420	1984	2
PA_vRNA	2188	2197	7
PA_vRNA	628	1595	5
PA_vRNA	364	1999	2
PA_vRNA	1002	1929	1
PA_vRNA	369	1894	1
PA_vRNA	460	1933	9
PA_vRNA	663	1715	8
PA_vRNA	663	1722	6
PA_vRNA	329	2022	4
PA_vRNA	527	1752	78
PA_vRNA	527	1626	4
PA_vRNA	527	1841	4
PA_vRNA	869	1661	15
PA_vRNA	869	1532	1
PA_vRNA	567	1769	43
PA_vRNA	486	1596	2
PA_vRNA	324	333	3
PA_vRNA	758	1696	20
PA_vRNA	758	1426	2
PA_vRNA	1131	1608	6
PA_vRNA	117	179	31
PA_vRNA	543	1643	7
PA_vRNA	83	238	2
PA_vRNA	631	1765	2
PA_vRNA	434	1904	33
PA_vRNA	384	621	2
PA_vRNA	599	2138	2
PA_vRNA	599	1158	3
PA_vRNA	140	1161	2
PA_vRNA	409	1873	33
PA_vRNA	409	1936	2
PA_vRNA	349	1824	18
PA_vRNA	705	1598	1
PA_vRNA	712	1501	7
PA_vRNA	1137	1981	3
PA_vRNA	1418	1694	1
PA_vRNA	335	1767	7
PA_vRNA	346	1965	23
PA_vRNA	718	1537	4
PA_vRNA	271	1588	12
PA_vRNA	321	2031	51
PA_vRNA	407	1930	2
PA_vRNA	407	541	4
PA_vRNA	407	1294	1
PA_vRNA	475	1830	4
PA_vRNA	1081	1414	1
PA_vRNA	925	1960	1
PA_vRNA	254	2063	2
PA_vRNA	424	1823	8
PA_vRNA	424	1014	2
PA_vRNA	424	1610	1
PA_vRNA	568	1152	8
PA_vRNA	568	1151	2
PA_vRNA	568	1772	1
PA_vRNA	432	1870	16
PA_vRNA	72	1162	4
PA_vRNA	72	603	1
PA_vRNA	72	1824	2
PA_vRNA	662	1790	49
PA_vRNA	351	378	2
PA_vRNA	354	2021	10
PA_vRNA	331	2085	24
PA_vRNA	331	2013	2
PA_vRNA	244	2070	2
PA_vRNA	244	2097	7
PA_vRNA	912	1542	1
PA_vRNA	994	1509	1
PA_vRNA	644	1092	6
PA_vRNA	315	329	4
PA_vRNA	604	1669	2
PA_vRNA	604	1750	2
PA_vRNA	1319	1408	6
PA_vRNA	397	1944	11
PA_vRNA	328	2097	4
PA_vRNA	711	775	2
PA_vRNA	110	1866	3
PA_vRNA	654	1072	3
PA_vRNA	572	1799	8
PA_vRNA	595	1192	4
PA_vRNA	600	1763	21
PA_vRNA	282	2089	6
PA_vRNA	282	2026	2
PA_vRNA	411	1653	10
PA_vRNA	411	1391	1
PA_vRNA	238	1970	12
PA_vRNA	238	1997	2
PA_vRNA	1316	1392	1
PA_vRNA	582	1168	2
PA_vRNA	582	1486	2
PA_vRNA	1259	1835	5
PA_vRNA	152	571	2
PA_vRNA	152	1103	1
PA_vRNA	368	1973	21
PA_vRNA	1187	1255	1
PA_vRNA	278	2090	7
PA_vRNA	278	311	1
PA_vRNA	136	742	2
PA_vRNA	309	506	2
PA_vRNA	309	344	1
PA_vRNA	309	1996	3
PA_vRNA	309	327	1
PA_vRNA	538	643	3
PA_vRNA	538	1719	6
PA_vRNA	538	1823	19
PA_vRNA	538	1917	1
PA_vRNA	388	1929	2
PA_vRNA	388	1876	1
PA_vRNA	69	1488	2
PA_vRNA	69	1170	1
PA_vRNA	609	1590	2
PA_vRNA	129	1023	1
PA_vRNA	482	1396	4
PA_vRNA	320	2121	24
PA_vRNA	320	1934	5
PA_vRNA	382	641	4
PA_vRNA	314	852	5
PA_vRNA	80	175	1
PA_vRNA	428	1034	5
PA_vRNA	428	1829	1
PA_vRNA	428	1827	5
PA_vRNA	694	1606	3
PA_vRNA	694	1058	1
PA_vRNA	269	2073	8
PA_vRNA	402	1159	2
PA_vRNA	402	1656	2
PA_vRNA	922	1464	4
PA_vRNA	286	2048	2
PA_vRNA	286	2022	5
PA_vRNA	286	1954	1
PA_vRNA	102	520	1
PA_vRNA	598	1166	2
PA_vRNA	598	1278	1
PA_vRNA	1483	1657	1
PA_vRNA	294	2052	8
PA_vRNA	316	1954	14
PA_vRNA	1043	1070	2
PA_vRNA	1043	1998	1
PA_vRNA	1043	1431	2
PA_vRNA	1240	1907	2
PA_vRNA	1240	1696	1
PA_vRNA	612	1240	1
PA_vRNA	612	1695	1
PA_vRNA	245	2123	2
PA_vRNA	245	2041	2
PA_vRNA	972	1504	3
PA_vRNA	466	1998	17
PA_vRNA	1264	1398	5
PA_vRNA	889	1188	1
PA_vRNA	889	985	1
PA_vRNA	359	1094	7
PA_vRNA	359	2024	1
PA_vRNA	63	756	1
PA_vRNA	377	654	2
PA_vRNA	630	1762	1
PA_vRNA	658	1049	5
PA_vRNA	658	1776	2
PA_vRNA	137	327	1
PA_vRNA	526	1791	8
PA_vRNA	213	2033	11
PA_vRNA	213	1769	2
PA_vRNA	307	1994	3
PA_vRNA	94	177	1
PA_vRNA	94	123	2
PA_vRNA	1144	1587	2
PA_vRNA	1367	1645	1
PA_vRNA	68	143	2
PA_vRNA	68	1014	1
PA_vRNA	68	425	2
PA_vRNA	467	1657	3
PA_vRNA	106	2067	4
PA_vRNA	958	1949	6
PA_vRNA	259	2029	1
PA_vRNA	259	2014	6
PA_vRNA	624	1742	6
PA_vRNA	358	1893	7
PA_vRNA	1304	1419	1
PA_vRNA	1974	2026	2
PA_vRNA	1070	1269	2
PA_vRNA	1167	1886	1
PA_vRNA	1035	1136	2
PA_vRNA	594	1156	1
PA_vRNA	594	1684	6
PA_vRNA	594	1760	1
PA_vRNA	361	1969	1
PA_vRNA	325	516	1
PA_vRNA	581	1161	2
PA_vRNA	414	1980	1
PA_vRNA	477	1398	1
PA_vRNA	633	1603	3
PA_vRNA	565	1148	1
PA_vRNA	235	2089	6
PA_vRNA	898	1456	5
PA_vRNA	252	2061	5
PA_vRNA	252	1989	1
PA_vRNA	436	2051	1
PA_vRNA	436	1963	1
PA_vRNA	119	341	2
PA_vRNA	772	1529	2
PA_vRNA	772	791	1
PA_vRNA	150	1720	1
PA_vRNA	114	182	1
PA_vRNA	157	1708	1
PA_vRNA	157	1108	1
PA_vRNA	433	925	1
PA_vRNA	433	1839	1
PA_vRNA	433	888	1
PA_vRNA	703	2054	1
PA_vRNA	182	2135	2
PA_vRNA	484	510	1
PA_vRNA	360	2025	2
PA_vRNA	236	2091	2
PA_vRNA	236	1932	2
PA_vRNA	1424	1700	1
PA_vRNA	1160	1335	1
PA_vRNA	785	1654	2
PA_vRNA	838	1543	2
PA_vRNA	445	1895	5
PA_vRNA	422	487	1
PA_vRNA	422	1825	2
PA_vRNA	591	1717	2
PA_vRNA	473	1752	2
PA_vRNA	473	1872	1
PA_vRNA	209	2054	1
PA_vRNA	56	329	2
PA_vRNA	1624	1658	3
PA_vRNA	171	1653	2
PA_vRNA	1111	1280	1
PA_vRNA	1260	1832	1
PA_vRNA	491	1939	6
PA_vRNA	491	1868	1
PA_vRNA	185	1951	2
PA_vRNA	560	1130	1
PA_vRNA	251	2144	4
PA_vRNA	664	1055	4
PA_vRNA	2008	2035	2
PA_vRNA	1096	1837	2
PA_vRNA	1802	1928	1
PA_vRNA	1014	1058	1
PA_vRNA	1238	1419	4
PA_vRNA	155	324	2
PA_vRNA	577	1847	2
PA_vRNA	1090	1748	1
PA_vRNA	143	1015	3
PA_vRNA	313	2028	2
PA_vRNA	444	980	2
PA_vRNA	1607	1719	2
PA_vRNA	194	1954	4
PA_vRNA	295	2036	3
PA_vRNA	295	2056	1
PA_vRNA	149	1596	2
PA_vRNA	149	1042	2
PA_vRNA	288	356	2
PA_vRNA	690	923	1
PA_vRNA	1020	1906	1
PA_vRNA	356	1932	1
PA_vRNA	273	1424	1
PA_vRNA	786	859	2
PA_vRNA	1049	1623	2
PA_vRNA	762	773	2
PA_vRNA	416	554	1
PA_vRNA	815	1957	1
PA_vRNA	423	1802	2
PA_vRNA	109	616	2
PA_vRNA	109	2017	1
PA_vRNA	505	1257	1
PA_vRNA	561	1676	3
PA_vRNA	799	904	2
PA_vRNA	799	1699	2
PA_vRNA	541	1943	4
PA_vRNA	1890	1989	2
PA_vRNA	1231	1585	1
PA_vRNA	1233	1677	2
PA_vRNA	626	1485	2
PA_vRNA	1450	1581	2
PA_vRNA	539	1849	2
PA_vRNA	142	1337	8
PA_vRNA	1004	2077	2
PA_vRNA	404	1843	4
PA_vRNA	70	1339	2
PA_vRNA	455	1329	4
PA_vRNA	455	1743	1
PA_vRNA	1143	1948	2
PA_vRNA	196	1985	1
PA_vRNA	280	2046	6
PA_vRNA	239	2093	2
PA_vRNA	145	1292	3
PA_vRNA	65	1966	4
PA_vRNA	400	1790	2
PA_vRNA	350	361	1
PA_vRNA	1062	1819	1
PA_vRNA	1092	1216	2
PA_vRNA	255	2062	2
PA_vRNA	243	2000	4
PA_vRNA	1681	1905	2
PA_vRNA	1195	1713	1
PA_vRNA	116	1921	2
PA_vRNA	615	1597	1
PA_vRNA	965	1440	1
PA_vRNA	965	1920	1
PA_vRNA	296	334	3
PA_vRNA	1036	1957	2
PA_vRNA	53	146	1
PA_vRNA	438	1594	1
PA_vRNA	692	1650	2
PA_vRNA	474	823	1
PA_vRNA	283	2025	2
PA_vRNA	489	1010	2
PA_vRNA	363	2036	2
PA_vRNA	733	1313	2
PA_vRNA	66	889	2
PA_vRNA	459	1392	1
PA_vRNA	1073	1676	1
PA_vRNA	35	1924	1
PA_vRNA	622	1802	2
PA_vRNA	207	521	2
PA_vRNA	1290	1957	1
PA_vRNA	418	1913	1
PA_vRNA	166	1701	1
PA_vRNA	166	206	1
PA_vRNA	367	1427	1
PA_vRNA	1158	1458	1
PA_vRNA	645	1106	1
PA_vRNA	345	1628	1
PA_vRNA	54	1107	1
PA_vRNA	788	2106	1
PA_vRNA	828	884	1
PA_vRNA	589	1788	2
PA_vRNA	803	885	1
PA_vRNA	1045	1987	1
PA_vRNA	940	1011	1
PA_vRNA	516	1161	1
PA_vRNA	50	919	1
PA_vRNA	634	1723	1
PA_vRNA	1175	1711	2
PA_vRNA	1461	1477	1
PA_vRNA	276	1687	1
PA_vRNA	1447	1664	3
PA_vRNA	752	894	1
PA_vRNA	1148	1218	1
PA_vRNA	603	674	1
PA_vRNA	1122	1974	1
PA_vRNA	571	1308	1
PA_vRNA	1916	2040	1
PA_vRNA	389	720	1
PA_vRNA	389	1565	1
PA_vRNA	522	1959	2
PA_vRNA	1478	1582	1
PA_vRNA	97	165	1
PA_vRNA	683	1412	1
PA_vRNA	1066	1302	1
PA_vRNA	1310	1757	1
PA_vRNA	1132	1720	1
PA_vRNA	1236	1783	1
PA_vRNA	1016	1445	1
PA_vRNA	666	1725	1
PA_vRNA	908	1346	1
PA_vRNA	265	2053	1
PA_vRNA	197	379	1
PA_vRNA	495	1919	1
PA_vRNA	1130	1835	1
PA_vRNA	529	1652	1
HA_vRNA	496	1239	1
HA_vRNA	444	710	4
HA_vRNA	776	830	7
HA_vRNA	1216	1247	4
HA_vRNA	355	1510	8
HA_vRNA	355	1506	2
HA_vRNA	820	853	19
HA_vRNA	261	509	1
HA_vRNA	450	1490	53
HA_vRNA	446	1421	6
HA_vRNA	423	1469	1
HA_vRNA	488	679	4
HA_vRNA	488	1232	1
HA_vRNA	762	972	10
HA_vRNA	269	521	8
HA_vRNA	269	519	3
HA_vRNA	331	1660	19
HA_vRNA	644	1522	2
HA_vRNA	539	1423	2
HA_vRNA	881	1623	1
HA_vRNA	93	159	8
HA_vRNA	129	1635	5
HA_vRNA	267	539	1
HA_vRNA	187	1577	4
HA_vRNA	178	645	2
HA_vRNA	1078	1148	1
HA_vRNA	808	852	16
HA_vRNA	379	1467	2
HA_vRNA	940	1442	2
HA_vRNA	630	741	1
HA_vRNA	744	955	2
HA_vRNA	811	856	1
HA_vRNA	212	1619	18
HA_vRNA	212	632	8
HA_vRNA	212	561	2
HA_vRNA	229	1637	2
HA_vRNA	171	1167	4
HA_vRNA	285	521	6
HA_vRNA	285	588	2
HA_vRNA	270	1116	2
HA_vRNA	750	1077	16
HA_vRNA	1076	1590	3
HA_vRNA	1132	1590	2
HA_vRNA	710	975	1
HA_vRNA	199	665	12
HA_vRNA	106	683	2
HA_vRNA	821	1421	2
HA_vRNA	810	1067	1
HA_vRNA	281	504	2
HA_vRNA	189	1201	2
HA_vRNA	189	562	2
HA_vRNA	761	1400	4
HA_vRNA	449	676	1
HA_vRNA	1072	1475	2
