segment	fivePrime	threePrime	counts
PB2_vRNA	1143	1206	1
PB2_vRNA	438	2024	0
PA_vRNA	221	2071	0
PA_vRNA	487	1882	0
PB1_vRNA	358	1966	0
PA_vRNA	241	2060	0
PB1_vRNA	112	884	1
PB2_vRNA	335	2098	0
PB2_vRNA	490	1942	0
NS_vRNA	586	636	0
PA_vRNA	364	1894	0
PB1_vRNA	375	1990	15
PB2_vRNA	691	1831	0
HA_vRNA	191	1071	0
HA_vRNA	245	1543	0
M_vRNA	185	423	1
PA_vRNA	1039	1713	0
M_vRNA	373	592	0
NP_vRNA	550	1083	13
NP_vRNA	354	572	0
PA_vRNA	354	1967	110
PB1_vRNA	1808	1847	0
PB2_vRNA	1259	2196	0
PB2_vRNA	345	783	0
PB1_vRNA	385	2059	469
PA_vRNA	579	1853	0
NS_vRNA	233	777	12
PB2_vRNA	248	2050	0
NP_vRNA	893	1305	1
PB2_vRNA	768	2200	1
M_vRNA	598	630	1
NS_vRNA	388	426	0
PB2_vRNA	394	1049	1
HA_vRNA	629	1078	0
NP_vRNA	558	1057	0
PA_vRNA	1096	1128	3
PB2_vRNA	340	2094	0
PB2_vRNA	912	1605	0
PB2_vRNA	979	1472	0
NA_vRNA	260	568	1
NA_vRNA	137	181	0
PA_vRNA	166	688	0
NS_vRNA	593	602	0
M_vRNA	683	825	0
NA_vRNA	310	626	0
NP_vRNA	254	1016	0
HA_vRNA	275	1603	0
PA_vRNA	1664	1707	0
NP_vRNA	268	305	1
PB2_vRNA	481	1922	0
NA_vRNA	546	1111	0
PB2_vRNA	946	2051	1
NP_vRNA	886	939	0
PB2_vRNA	579	1865	0
HA_vRNA	578	1022	0
PB2_vRNA	433	1999	1
HA_vRNA	335	1523	0
M_vRNA	373	434	1
PB1_vRNA	384	2060	0
PA_vRNA	434	1823	0
PB2_vRNA	438	2046	0
PB2_vRNA	827	1613	0
PA_vRNA	248	1769	0
HA_vRNA	928	971	0
NA_vRNA	631	772	0
PB1_vRNA	374	425	1
NA_vRNA	682	818	0
PA_vRNA	176	2107	1
M_vRNA	217	683	0
NP_vRNA	237	1431	0
NA_vRNA	300	1051	0
PB1_vRNA	460	1911	1
PB1_vRNA	362	2069	57
PB2_vRNA	393	970	0
PB1_vRNA	214	2140	173
NP_vRNA	356	594	0
NP_vRNA	432	1170	0
PB2_vRNA	293	2201	0
PB2_vRNA	566	1980	0
PA_vRNA	117	179	5
PA_vRNA	271	1866	0
NP_vRNA	582	1020	0
PB1_vRNA	272	2050	0
PB1_vRNA	389	2086	0
PB2_vRNA	194	2192	0
PA_vRNA	567	1983	0
PA_vRNA	230	2071	0
PB1_vRNA	424	1961	0
PB1_vRNA	307	2130	0
NA_vRNA	403	1081	0
PA_vRNA	490	1866	0
PA_vRNA	165	2087	0
PB2_vRNA	278	1867	0
HA_vRNA	966	1136	0
PB1_vRNA	258	2146	0
NP_vRNA	245	1091	1
PA_vRNA	620	1808	7
PA_vRNA	1063	1889	0
PB1_vRNA	405	1290	0
PB1_vRNA	759	1749	0
PB1_vRNA	289	2092	0
HA_vRNA	368	1437	1
NP_vRNA	904	1166	1
PA_vRNA	475	1859	0
HA_vRNA	300	1585	0
PB1_vRNA	281	469	0
PB2_vRNA	157	381	0
PA_vRNA	291	2042	0
PB1_vRNA	1123	2275	0
NS_vRNA	332	821	0
PA_vRNA	610	847	1
PA_vRNA	604	1669	0
NP_vRNA	568	1018	0
M_vRNA	216	763	0
NP_vRNA	951	1221	1
PB2_vRNA	1313	2064	1
NS_vRNA	320	544	0
PB2_vRNA	1015	1340	0
PB1_vRNA	282	2138	1
NS_vRNA	303	505	0
PA_vRNA	299	364	0
NP_vRNA	144	1146	1
PA_vRNA	263	2027	9
NA_vRNA	434	708	2
PA_vRNA	290	1782	0
PA_vRNA	595	1192	3
PB1_vRNA	278	2138	0
PB2_vRNA	371	2047	0
PB1_vRNA	297	388	1
PB2_vRNA	485	533	0
PB1_vRNA	229	2209	0
M_vRNA	329	459	0
PB1_vRNA	216	2060	0
PB2_vRNA	774	788	0
PA_vRNA	295	2054	0
PB1_vRNA	166	2189	0
PB2_vRNA	703	891	0
NP_vRNA	1148	1327	0
HA_vRNA	513	1186	0
PA_vRNA	1291	1576	0
NP_vRNA	954	1132	1
PA_vRNA	329	2085	0
NP_vRNA	855	983	1
PB1_vRNA	529	2026	0
PA_vRNA	814	1605	2
NA_vRNA	545	937	0
PB1_vRNA	381	2284	1
PB2_vRNA	348	2092	0
PA_vRNA	599	1158	2
PB1_vRNA	447	2022	0
HA_vRNA	750	1463	1
PB2_vRNA	696	1712	0
PA_vRNA	625	1600	0
M_vRNA	499	527	0
PA_vRNA	1020	1050	0
PA_vRNA	524	1811	0
PA_vRNA	440	1845	0
PB1_vRNA	203	2228	0
PB1_vRNA	209	2093	0
NS_vRNA	192	403	0
NA_vRNA	218	1168	0
NP_vRNA	653	682	0
PB2_vRNA	237	2133	0
HA_vRNA	553	1344	0
PB2_vRNA	591	1809	0
NP_vRNA	695	737	0
PA_vRNA	382	641	1
PB1_vRNA	159	2238	0
PB2_vRNA	506	1998	0
PA_vRNA	537	1714	0
PA_vRNA	124	471	0
PA_vRNA	214	2018	0
NP_vRNA	432	845	0
PB2_vRNA	323	1982	0
PA_vRNA	409	2044	201
PB2_vRNA	748	1934	1
NP_vRNA	938	1114	0
PA_vRNA	576	1534	0
PB1_vRNA	871	1735	0
NP_vRNA	286	1484	0
PA_vRNA	436	1963	0
PA_vRNA	290	314	0
PA_vRNA	1168	1610	5
PB1_vRNA	799	2157	0
HA_vRNA	712	1125	0
PB2_vRNA	229	2232	0
PA_vRNA	604	1902	490
PA_vRNA	522	1825	0
PA_vRNA	245	2064	0
PB1_vRNA	2195	2299	18
NA_vRNA	296	1086	0
NA_vRNA	121	157	3
NA_vRNA	640	976	0
PB1_vRNA	395	2098	0
PA_vRNA	801	1593	0
PA_vRNA	253	2089	0
PA_vRNA	538	1877	1
NP_vRNA	173	1041	0
M_vRNA	431	663	0
PA_vRNA	1969	2045	1
PB1_vRNA	296	2093	0
PB2_vRNA	243	892	1
PB2_vRNA	593	1867	0
PA_vRNA	625	1837	0
PA_vRNA	591	1697	0
PB2_vRNA	509	2279	0
PA_vRNA	666	1391	0
PB2_vRNA	283	2102	0
PB2_vRNA	454	543	0
HA_vRNA	877	901	0
PB1_vRNA	313	1878	103
PA_vRNA	230	1998	0
PB2_vRNA	595	1840	0
HA_vRNA	270	1116	0
NS_vRNA	615	651	0
PB1_vRNA	947	1661	1
NS_vRNA	333	397	1
HA_vRNA	471	495	0
PB1_vRNA	467	1902	0
PA_vRNA	528	1760	0
PA_vRNA	240	2048	0
NP_vRNA	506	762	3
PA_vRNA	289	2017	0
PB2_vRNA	1171	2117	4
PB2_vRNA	956	1504	0
PA_vRNA	306	2052	0
PA_vRNA	377	1923	0
NS_vRNA	310	546	0
PA_vRNA	43	1932	0
PB2_vRNA	291	2090	0
PA_vRNA	392	1890	18
PB1_vRNA	568	1726	0
PB1_vRNA	232	1896	0
PB1_vRNA	626	1822	0
NS_vRNA	318	364	0
HA_vRNA	327	345	2
NP_vRNA	741	854	0
PA_vRNA	334	1841	0
PA_vRNA	842	1618	0
PA_vRNA	564	1763	0
NP_vRNA	1027	1070	0
M_vRNA	433	515	0
PA_vRNA	560	1859	0
PA_vRNA	415	1933	0
HA_vRNA	706	1115	0
PB2_vRNA	475	1920	0
NP_vRNA	510	1097	1
PB1_vRNA	479	2004	0
PB2_vRNA	231	2216	0
HA_vRNA	749	1419	0
HA_vRNA	993	1055	0
PB2_vRNA	1098	1512	1
PB2_vRNA	623	1941	0
PA_vRNA	789	799	1
PA_vRNA	423	1984	0
PA_vRNA	479	1791	0
NA_vRNA	321	959	0
PA_vRNA	632	1622	1
NP_vRNA	326	481	2
PA_vRNA	224	1977	0
PB2_vRNA	269	1040	2
PA_vRNA	400	2009	0
PB1_vRNA	844	873	0
PA_vRNA	265	1982	0
NA_vRNA	208	236	1
HA_vRNA	244	295	19
PB2_vRNA	277	2015	0
NP_vRNA	854	1138	0
PA_vRNA	437	1977	0
M_vRNA	208	638	4
PA_vRNA	757	1384	36
NP_vRNA	246	1369	0
PB1_vRNA	676	1821	0
NA_vRNA	530	991	0
NA_vRNA	732	1040	0
PA_vRNA	637	1769	0
PB2_vRNA	204	2193	0
PA_vRNA	760	1721	0
NA_vRNA	753	1022	0
PA_vRNA	362	1931	0
PB2_vRNA	231	2158	0
PB2_vRNA	217	287	0
NA_vRNA	272	562	0
NA_vRNA	855	1043	0
PA_vRNA	692	1706	0
PB2_vRNA	412	428	0
HA_vRNA	1014	1110	0
HA_vRNA	481	1259	1
PB1_vRNA	484	1970	0
PB2_vRNA	701	882	1
PA_vRNA	354	1987	0
PA_vRNA	690	1022	1
PA_vRNA	664	1579	0
PB1_vRNA	372	2123	0
HA_vRNA	300	1619	12
HA_vRNA	847	1167	1
PA_vRNA	359	1973	0
PA_vRNA	1087	1164	0
NA_vRNA	454	1037	0
HA_vRNA	629	739	0
PB2_vRNA	427	2038	0
PA_vRNA	194	2023	0
PB2_vRNA	368	2120	0
HA_vRNA	311	1250	0
NA_vRNA	249	277	0
NP_vRNA	67	759	0
PB2_vRNA	811	1044	0
PB2_vRNA	277	2178	0
PB2_vRNA	1259	1745	0
PB1_vRNA	327	1983	0
PB1_vRNA	363	2097	0
PB2_vRNA	786	1834	1
PA_vRNA	582	1168	1
PA_vRNA	390	1986	0
PA_vRNA	797	1460	0
HA_vRNA	305	455	0
PA_vRNA	344	378	0
PA_vRNA	645	1106	2
PB1_vRNA	460	2035	0
PB2_vRNA	377	2059	4
NP_vRNA	1031	1057	0
HA_vRNA	327	1518	7
NP_vRNA	922	1037	0
NA_vRNA	442	553	1
PA_vRNA	866	942	1
NP_vRNA	517	1194	2
PA_vRNA	189	252	0
PB2_vRNA	289	2180	0
PB2_vRNA	1114	1508	2
PB2_vRNA	1447	1489	0
PA_vRNA	631	1819	0
NA_vRNA	329	343	0
PB2_vRNA	716	897	2
PB1_vRNA	409	1154	0
NA_vRNA	56	890	0
PB1_vRNA	1494	2048	2
PB1_vRNA	488	1977	0
PB1_vRNA	434	2030	0
HA_vRNA	269	521	3
NS_vRNA	336	378	0
PA_vRNA	2069	2142	0
PB1_vRNA	252	2174	0
PA_vRNA	331	2024	0
NA_vRNA	367	1017	0
NP_vRNA	507	1025	0
PB1_vRNA	621	1801	0
PA_vRNA	273	2054	0
PA_vRNA	289	2057	0
M_vRNA	437	644	2
PB1_vRNA	307	1873	0
PB1_vRNA	204	2157	0
PB2_vRNA	438	2023	0
PA_vRNA	247	2091	0
PB1_vRNA	416	1953	1
PB2_vRNA	756	1620	0
NP_vRNA	1271	1313	0
M_vRNA	814	961	0
PB1_vRNA	529	2029	0
PB2_vRNA	479	2023	0
M_vRNA	342	411	1
PB2_vRNA	719	1605	0
PB2_vRNA	841	1690	1
PB2_vRNA	438	2028	0
NA_vRNA	290	1176	0
PA_vRNA	475	1858	0
NA_vRNA	460	940	2
PB1_vRNA	480	2001	1
HA_vRNA	295	1654	0
PA_vRNA	569	1730	5
PB1_vRNA	710	1827	0
NA_vRNA	260	437	3
NP_vRNA	1007	1041	2
PA_vRNA	267	2090	0
PA_vRNA	1199	1667	0
PA_vRNA	283	2045	1
PA_vRNA	308	2053	0
PA_vRNA	291	1892	0
PB2_vRNA	309	2180	0
NA_vRNA	320	1183	0
PB2_vRNA	231	2174	0
HA_vRNA	926	1121	0
PA_vRNA	769	1639	0
PA_vRNA	277	2090	0
PB1_vRNA	245	856	0
NP_vRNA	138	924	0
NA_vRNA	734	1116	0
PA_vRNA	345	379	0
NP_vRNA	678	1212	0
NP_vRNA	141	1269	0
NP_vRNA	267	1327	0
PA_vRNA	307	1880	0
PA_vRNA	371	2031	0
NA_vRNA	289	642	0
M_vRNA	222	343	0
PB1_vRNA	459	1925	0
PB1_vRNA	825	1696	0
NP_vRNA	985	1040	0
PB1_vRNA	383	1898	19
PA_vRNA	1435	1642	0
PB2_vRNA	476	1986	0
M_vRNA	220	427	0
NP_vRNA	138	1128	1
PA_vRNA	349	1963	0
PA_vRNA	568	1784	0
PA_vRNA	68	1610	0
NA_vRNA	325	1087	0
PA_vRNA	320	1958	0
PB2_vRNA	539	665	1
PA_vRNA	175	1950	0
PA_vRNA	1838	1869	0
PB1_vRNA	621	2064	0
PB1_vRNA	202	1866	0
PB2_vRNA	361	2077	0
PA_vRNA	1147	1328	0
HA_vRNA	698	1118	0
PA_vRNA	261	1990	0
PB1_vRNA	252	914	0
M_vRNA	396	534	2
M_vRNA	205	391	2
NP_vRNA	991	1018	0
PA_vRNA	481	1109	0
PB1_vRNA	249	2153	0
PA_vRNA	1199	1358	0
PA_vRNA	664	1748	0
PB1_vRNA	868	1395	2
PB2_vRNA	1081	2114	0
HA_vRNA	258	517	0
PB2_vRNA	1320	2157	0
NA_vRNA	753	802	1
NP_vRNA	286	1312	0
PA_vRNA	335	1935	0
PB1_vRNA	240	2127	0
PA_vRNA	345	1958	0
NS_vRNA	208	719	0
PB2_vRNA	470	2103	0
PB2_vRNA	550	1845	0
NP_vRNA	822	854	2
PA_vRNA	933	1542	0
PB2_vRNA	531	1981	0
PB2_vRNA	1176	2118	1
NA_vRNA	307	846	0
PB1_vRNA	1490	1554	2
PB1_vRNA	396	2092	0
PA_vRNA	790	1579	0
HA_vRNA	645	1371	0
PA_vRNA	389	1930	1
PB2_vRNA	387	2214	0
PA_vRNA	497	1963	0
PB1_vRNA	434	2063	1
PB1_vRNA	1088	1377	0
PA_vRNA	811	1390	1
PA_vRNA	1064	2013	0
HA_vRNA	617	1253	0
NA_vRNA	1229	1260	0
HA_vRNA	877	914	0
PA_vRNA	933	985	0
HA_vRNA	1191	1561	0
PB1_vRNA	527	991	0
M_vRNA	116	271	1
HA_vRNA	1038	1068	0
NP_vRNA	765	1059	0
PB2_vRNA	647	1899	0
PB2_vRNA	332	2050	0
M_vRNA	111	379	1
NS_vRNA	217	682	0
PA_vRNA	555	1886	1
PB2_vRNA	588	622	0
PA_vRNA	409	1802	0
PA_vRNA	564	1897	1
PA_vRNA	575	1818	0
PA_vRNA	139	326	2
NP_vRNA	144	993	1
PB1_vRNA	906	1617	0
PA_vRNA	1044	1686	1
PA_vRNA	226	1886	0
PB1_vRNA	174	2088	0
M_vRNA	536	648	0
PB2_vRNA	622	1894	0
PB2_vRNA	378	1988	0
NP_vRNA	937	1093	1
NP_vRNA	724	797	3
NP_vRNA	410	1459	0
PB2_vRNA	549	1887	1
PB2_vRNA	601	1826	0
PA_vRNA	116	1650	1
PA_vRNA	809	834	0
NS_vRNA	256	280	1
PB2_vRNA	697	894	1
PA_vRNA	506	1816	0
NA_vRNA	656	947	0
PA_vRNA	495	1981	0
PA_vRNA	679	1873	0
NA_vRNA	879	1020	1
HA_vRNA	938	1110	0
HA_vRNA	67	834	1
PB1_vRNA	443	1943	1
PB1_vRNA	642	1785	0
HA_vRNA	926	1380	1
PB2_vRNA	668	1447	0
PB1_vRNA	189	2210	1
PB1_vRNA	700	1770	0
PA_vRNA	370	2049	0
PB1_vRNA	1246	1605	1
PB2_vRNA	528	2112	0
PB2_vRNA	563	1770	0
PB1_vRNA	427	1998	1
NA_vRNA	468	1022	0
PA_vRNA	527	1925	0
PB1_vRNA	479	1927	99
PB2_vRNA	167	1948	0
PB1_vRNA	242	1904	0
PA_vRNA	681	1819	0
PB2_vRNA	899	930	1
PB2_vRNA	1087	2071	0
NP_vRNA	460	1085	0
PA_vRNA	376	1984	0
HA_vRNA	940	1442	0
PA_vRNA	511	2054	0
PB2_vRNA	751	1657	0
PB2_vRNA	691	747	0
NA_vRNA	356	1109	0
NP_vRNA	952	1090	2
M_vRNA	489	534	3
PA_vRNA	904	1891	0
PB2_vRNA	688	1778	0
HA_vRNA	576	649	0
PB2_vRNA	892	1568	0
M_vRNA	645	720	0
PA_vRNA	306	1965	0
PA_vRNA	526	1797	0
NA_vRNA	172	696	0
PB2_vRNA	1072	1290	2
PB2_vRNA	478	1357	2
PB2_vRNA	332	2235	0
HA_vRNA	99	623	0
M_vRNA	572	633	1
PA_vRNA	350	2079	0
PB1_vRNA	400	2070	0
HA_vRNA	262	521	1
PB2_vRNA	342	2117	0
PA_vRNA	1085	1413	0
NP_vRNA	158	1111	0
NA_vRNA	620	1068	0
NS_vRNA	727	744	1
PB2_vRNA	220	2195	0
HA_vRNA	587	939	0
NA_vRNA	537	714	1
PA_vRNA	194	2054	0
PA_vRNA	471	1781	0
HA_vRNA	267	539	0
HA_vRNA	441	450	2
PB2_vRNA	477	775	0
PB2_vRNA	389	1500	0
PA_vRNA	627	1571	0
PB2_vRNA	245	2172	0
PB1_vRNA	528	2019	0
PA_vRNA	485	1932	0
PA_vRNA	581	1685	0
NA_vRNA	574	650	0
PB2_vRNA	513	1795	0
HA_vRNA	183	556	1
PB2_vRNA	495	972	0
NP_vRNA	201	277	2
PA_vRNA	378	2000	0
PB2_vRNA	607	859	0
NS_vRNA	337	800	0
PB2_vRNA	1454	1496	1
PB1_vRNA	527	1871	0
M_vRNA	526	644	0
PB1_vRNA	1340	1382	1
HA_vRNA	657	679	0
PB1_vRNA	406	2042	0
PB1_vRNA	623	1769	0
PA_vRNA	608	1784	1
PB2_vRNA	129	156	0
HA_vRNA	810	1067	2
PB2_vRNA	325	2058	0
PA_vRNA	421	1905	0
PA_vRNA	606	1787	0
PB1_vRNA	173	2199	41
PB2_vRNA	214	284	29
PB1_vRNA	462	1912	0
PA_vRNA	300	1184	1
PB1_vRNA	277	2226	0
PA_vRNA	391	2028	0
PB2_vRNA	310	2163	0
PB2_vRNA	169	2105	0
PA_vRNA	409	2073	0
PA_vRNA	511	1721	0
PB2_vRNA	273	2220	0
HA_vRNA	1216	1247	1
NP_vRNA	802	1076	0
PB1_vRNA	531	1854	2
HA_vRNA	717	1437	0
PB2_vRNA	455	1845	0
PA_vRNA	389	1960	0
PA_vRNA	870	1551	0
NP_vRNA	906	1041	3
PA_vRNA	329	2022	547
PB2_vRNA	553	1983	0
PB2_vRNA	387	2123	6
PB1_vRNA	630	1985	0
PB1_vRNA	415	2287	0
M_vRNA	90	393	0
HA_vRNA	723	1118	0
M_vRNA	389	564	0
PA_vRNA	735	1010	0
NP_vRNA	343	642	0
PB2_vRNA	389	2073	0
PB1_vRNA	714	1819	0
PA_vRNA	543	1677	0
PB1_vRNA	902	1524	1
NP_vRNA	723	792	1
PB2_vRNA	634	1790	0
PB2_vRNA	1177	1453	0
PA_vRNA	543	1850	0
M_vRNA	551	639	0
M_vRNA	375	542	0
PA_vRNA	1478	1588	0
PA_vRNA	297	309	1
PB1_vRNA	391	2110	0
HA_vRNA	512	1401	0
PA_vRNA	370	1968	0
PA_vRNA	543	1703	0
NP_vRNA	310	524	0
NP_vRNA	402	681	1
NP_vRNA	695	940	0
NP_vRNA	158	1024	1
PB1_vRNA	654	1819	0
PA_vRNA	334	1984	0
PA_vRNA	488	1725	0
PA_vRNA	1644	1686	0
PB1_vRNA	311	2153	13
PB2_vRNA	389	2211	0
NA_vRNA	202	1326	1
PB1_vRNA	1773	2126	0
PB2_vRNA	220	2227	0
PB1_vRNA	578	1782	0
PB1_vRNA	531	1897	0
PB1_vRNA	204	2139	0
PA_vRNA	362	1887	0
PB1_vRNA	417	2058	0
PB1_vRNA	451	2005	0
PB2_vRNA	408	1904	0
PB1_vRNA	309	2154	6
PA_vRNA	474	1977	0
PB2_vRNA	294	2173	0
PB1_vRNA	445	1596	1
M_vRNA	593	629	2
PA_vRNA	276	2017	0
HA_vRNA	295	1574	0
PA_vRNA	443	1940	0
NP_vRNA	740	779	0
PA_vRNA	197	2106	0
PB1_vRNA	888	1734	0
PA_vRNA	1627	1839	1
NA_vRNA	726	938	0
PB2_vRNA	204	2075	0
PB1_vRNA	353	2154	0
PB2_vRNA	703	828	3
PB1_vRNA	1877	1958	0
PA_vRNA	472	1927	0
PB1_vRNA	327	2049	588
NA_vRNA	435	928	0
PB1_vRNA	606	1790	0
PB2_vRNA	315	2154	2
PA_vRNA	1935	1946	0
PB2_vRNA	268	1770	0
NP_vRNA	572	619	1
NP_vRNA	538	956	0
NA_vRNA	130	1196	0
NS_vRNA	438	721	0
PA_vRNA	1043	1070	0
NP_vRNA	155	739	0
HA_vRNA	1508	1532	0
PA_vRNA	122	582	0
HA_vRNA	394	444	5
PB1_vRNA	398	1982	0
PA_vRNA	265	317	0
PB2_vRNA	329	2153	0
PB2_vRNA	540	1956	0
PB2_vRNA	389	1956	0
PB1_vRNA	179	2156	0
PB2_vRNA	885	2053	1
PB2_vRNA	516	1876	0
M_vRNA	282	405	0
NP_vRNA	438	970	1
PB2_vRNA	341	2142	1
PA_vRNA	441	1885	0
PA_vRNA	301	1978	0
PB2_vRNA	213	2180	0
PA_vRNA	1262	1882	0
PA_vRNA	322	1995	0
PA_vRNA	733	1611	0
NA_vRNA	198	1224	0
NA_vRNA	382	1297	0
NA_vRNA	416	1059	0
PB1_vRNA	571	1925	0
PA_vRNA	434	1629	0
NA_vRNA	491	1034	0
PB2_vRNA	154	327	0
PA_vRNA	140	1161	0
PA_vRNA	475	1777	0
PB2_vRNA	172	464	0
PB2_vRNA	227	2222	0
NA_vRNA	564	1138	0
HA_vRNA	171	1538	1
PB2_vRNA	337	2089	0
PB2_vRNA	512	2027	0
PB2_vRNA	359	2036	0
NA_vRNA	378	1246	0
PA_vRNA	895	949	0
NS_vRNA	288	511	1
NA_vRNA	273	769	0
PB2_vRNA	867	1629	0
HA_vRNA	195	460	3
PB1_vRNA	781	1788	0
M_vRNA	579	624	0
NA_vRNA	742	790	0
PA_vRNA	308	434	0
PA_vRNA	328	2022	1
PB2_vRNA	261	2115	0
PA_vRNA	605	1287	1
PA_vRNA	1079	1740	0
NP_vRNA	181	1090	0
PA_vRNA	319	2012	0
M_vRNA	374	632	2
PB1_vRNA	354	2142	0
PB1_vRNA	472	1968	0
PA_vRNA	225	2008	0
PA_vRNA	223	1789	1
NA_vRNA	99	569	3
PB2_vRNA	226	301	1
PA_vRNA	1739	1812	1
PA_vRNA	852	1640	0
PB1_vRNA	394	2081	0
PA_vRNA	296	2025	3
PA_vRNA	385	2004	0
PA_vRNA	573	1880	0
M_vRNA	395	425	2
NS_vRNA	272	491	0
PA_vRNA	793	1640	0
PB1_vRNA	661	1811	2
PB1_vRNA	281	2242	0
HA_vRNA	781	1192	1
PB1_vRNA	339	2096	0
NS_vRNA	421	529	1
PB1_vRNA	248	2225	0
PB2_vRNA	284	2139	0
PB1_vRNA	175	1964	0
PB2_vRNA	245	2227	0
PA_vRNA	423	1618	0
PA_vRNA	1935	1950	0
PB1_vRNA	272	2153	514
PA_vRNA	398	1787	0
PA_vRNA	857	1519	0
NP_vRNA	245	1394	0
PB2_vRNA	348	2128	37
NP_vRNA	409	685	0
PB2_vRNA	454	2122	0
NS_vRNA	279	703	0
PB2_vRNA	592	1936	1
PB1_vRNA	436	1903	103
M_vRNA	108	603	0
PA_vRNA	307	2073	0
HA_vRNA	835	954	0
PB1_vRNA	620	1821	0
PB2_vRNA	501	787	1
NP_vRNA	1042	1277	0
PB2_vRNA	386	2073	0
PA_vRNA	478	732	0
PA_vRNA	1111	1606	0
PB2_vRNA	329	2166	0
NP_vRNA	308	1410	0
PB2_vRNA	216	2180	0
PB2_vRNA	357	2260	28
NA_vRNA	369	928	0
PB2_vRNA	290	2125	0
HA_vRNA	768	1213	0
PB2_vRNA	168	2180	0
M_vRNA	258	735	0
PB1_vRNA	592	665	1
PA_vRNA	265	2119	0
HA_vRNA	93	159	20
PB2_vRNA	207	2130	0
PB2_vRNA	1828	1858	1
PB2_vRNA	633	1768	0
PA_vRNA	434	2037	0
PA_vRNA	132	1392	1
PA_vRNA	417	1891	0
PB2_vRNA	692	1828	0
NP_vRNA	987	1392	2
HA_vRNA	676	1116	0
NP_vRNA	420	812	1
PA_vRNA	333	1963	0
NS_vRNA	347	574	0
PA_vRNA	783	859	0
PB2_vRNA	816	1682	0
NP_vRNA	419	1249	0
PB1_vRNA	293	898	1
NA_vRNA	783	1106	1
NP_vRNA	389	1076	0
PB2_vRNA	540	1877	0
PA_vRNA	376	1854	0
PA_vRNA	752	775	0
PB1_vRNA	433	2067	4
PA_vRNA	448	1725	0
PB2_vRNA	235	2156	0
PA_vRNA	291	367	2
PB1_vRNA	241	2133	0
PB1_vRNA	268	1458	0
PB1_vRNA	442	2021	0
PB1_vRNA	261	2090	0
PB1_vRNA	1239	1271	1
PB2_vRNA	327	2040	0
HA_vRNA	1579	1608	1
PB1_vRNA	437	1912	0
PB1_vRNA	530	1988	0
NA_vRNA	1022	1109	0
PA_vRNA	651	1682	0
NP_vRNA	707	939	0
PA_vRNA	321	2012	0
NA_vRNA	419	843	2
PA_vRNA	221	2041	0
PA_vRNA	378	1805	0
PA_vRNA	591	1717	801
