"FSC-A","SSC-A","PerCP-Cy5-5-A","Time"
61186.4,77394.6,47.12,2.33278
70925.6,101384,158.72,2.33481
72702.4,80724,204.6,2.33886
59438.4,59424.5,85.56,2.33988
64829.6,73835.8,-8.68,2.34089
66550.4,62297.6,57.04,2.34292
78808.8,66353.6,68.2,2.34393
106880,139411,183.52,2.34698
60007.2,63497.9,91.76,2.34799
79084,108129,181.04,2.38653
64100,61678.8,31,2.39059
62044,67193.1,9.92,2.39262
66005.6,84654.8,42.16,2.39363
80516.8,84642.4,35.96,2.39668
87352,129886,117.8,2.39769
82324,124785,205.84,2.40175
81604.8,118041,65.72,2.40885
60505.6,75834.7,111.6,2.4129
87809.6,145721,120.28,2.41797
67243.2,96815.5,119.04,2.43319
56216.8,60095.4,50.84,2.4342
71713.6,108690,128.96,2.45246
60377.6,68645.2,52.08,2.4555
64002.4,77212.3,44.64,2.46463
68222.4,96029.3,96.72,2.46564
63926.4,78286.2,48.36,2.5052
61120.8,79139.3,70.68,2.51129
85168.8,107408,127.72,2.51331
61570.4,76412.5,53.32,2.51737
65571.2,63640.5,88.04,2.52041
73282.4,116582,171.12,2.52041
57272,54411.2,89.28,2.52143
71698.4,61728.4,66.96,2.52346
85982.4,125152,158.72,2.52751
71004.8,100971,84.32,2.54273
75119.2,104781,102.92,2.54577
62944,75073.3,0,2.54881
85808.8,136891,352.16,2.55084
66760,82243,934.96,2.55186
61626.4,55315.2,42.16,2.55693
88181.6,113985,94.24,2.55997
59823.2,69509.4,70.68,2.56098
72291.2,100212,120.28,2.5691
64738.4,31502.2,22.32,2.57315
67268,93669.6,78.12,2.5762
64166.4,66950.1,62,2.58533
57585.6,63917,107.88,2.58735
72993.6,80503.3,24.8,2.61068
60898.4,61479.2,1.24,2.6117
56204,53985.9,23.56,2.6401
72232.8,83962.9,122.76,2.64821
70375.2,97983.6,110.36,2.65937
71234.4,87520.4,101.68,2.66038
65925.6,77695.9,50.84,2.66241
75673.6,93789.9,50.84,2.66647
75924.8,75260.6,37.2,2.66748
90335.2,135804,106.64,2.66849
65746.4,80056.9,99.2,2.68168
81615.2,95935.1,83.08,2.68371
78517.6,96210.4,106.64,2.68472
69377.6,80740.1,111.6,2.69284
64626.4,69294.9,29.76,2.72631
66876.8,81004.2,136.4,2.74862
95850.4,140699,194.68,2.75572
68690.4,65937,29280.1,2.77803
77516,95303.9,22.32,2.78412
82824.8,112955,14.88,2.79325
65649.6,78239,173.6,2.81252
72627.2,101531,91.76,2.81658
64833.6,76712.6,31,2.84802
67771.2,97405.7,63.24,2.85005
75055.2,103139,117.8,2.85512
79166.4,109059,173.6,2.85715
63888,86517.3,114.08,2.8612
65485.6,83533.8,75.64,2.86424
66849.6,75483.8,21.08,2.87033
80084.8,133038,116.56,2.88656
78874.4,105130,112.84,2.88859
73942.4,67235.3,4.96,2.89062
96864,127472,153.76,2.89467
73431.2,107131,80.6,2.89467
85297.6,103352,50.84,2.89974
73175.2,96927.1,166.16,2.95147
90159.2,74099.9,78.12,2.95451
74372.8,94927,100.44,2.95553
74736.8,99456.7,122.76,2.96263
68321.6,72688.8,59.52,2.96466
65704,89472.2,93,2.96567
82024.8,116910,133.92,2.96973
74060.8,61424.6,26.04,3.0174
60006.4,73644.8,45.88,3.02044
80573.6,122255,121.52,3.02145
88995.2,113151,31,3.02247
66299.2,69417.7,37.2,3.02247
74689.6,120491,16.12,3.02754
89594.4,127465,116.56,3.02855
83542.4,112530,130.2,3.03363
89028,111328,140.12,3.04174
77487.2,124172,65.72,3.04985
68228.8,77669.9,239.32,3.07622
59812.8,61618.1,11.16,3.07724
82072,139882,119.04,3.08738
72723.2,87773.4,20864.2,3.09955
74732,101717,91.76,3.10462
73154.4,112643,65.72,3.10564
70370.4,67319.6,48.36,3.11274
75224.8,100888,112.84,3.11375
65708,64284.1,28.52,3.11578
63925.6,70165.4,95.48,3.11679
58244,58484.6,106.64,3.11781
70432.8,90443.1,125.24,3.11781
57893.6,68620.4,84.32,3.11984
87372.8,132840,135.16,3.12085
90719.2,142894,58.28,3.12186
68524.8,90193.9,89.28,3.12288
72017.6,99260.8,57.04,3.16649
69627.2,102224,38.44,3.17258
66475.2,81249.8,106.64,3.17663
83620,108870,90.52,3.17968
67176,72300.7,104.16,3.19895
58895.2,69843,64.48,3.20503
73872,62184.8,91.76,3.20605
69438.4,95890.4,80.6,3.2101
83499.2,147751,80.6,3.21112
71132,91999.3,192.2,3.21923
75684,68394.7,52.08,3.23749
63770.4,66651.2,55.8,3.27197
71056.8,107819,143.84,3.27806
102438,138385,136.4,3.28414
74532.8,92110.9,70.68,3.28617
71201.6,103451,135.16,3.28719
78438.4,110463,97.96,3.2882
70884.8,102110,119.04,3.29023
68113.6,92703.6,75028.7,3.29834
70730.4,99398.4,100.44,3.30139
89808,150391,135.16,3.30544
79193.6,109556,126.48,3.30747
73436.8,107923,151.28,3.3095
71972.8,94209,158.72,3.31052
72390.4,112452,147.56,3.31153
60016.8,66121.8,66.96,3.31356
70945.6,93501,96.72,3.31863
75917.6,113140,111.6,3.32674
65490.4,51349.6,80.6,3.33891
65102.4,91876.6,95.48,3.33993
69218.4,71114,62,3.34399
74648,109818,111.6,3.36224
65436,77534.7,21.08,3.36528
63492,68792.7,93,3.36731
68341.6,97183.8,29.76,3.37238
82673.6,86501.2,-1.24,3.37441
66112,64837.1,55.8,3.37847
66713.6,86425.5,62,3.38456
84645.6,124539,136.4,3.38963
68218.4,102636,117.8,3.39977
86764,106759,88.04,3.40991
71037.6,93722.9,84.32,3.4373
65006.4,88381,112.84,3.44541
75184,77322.7,71.92,3.44744
99476.8,130281,37.2,3.45555
69660.8,96521.6,146.32,3.45758
74256.8,79936.6,62,3.46164
77201.6,103312,85.56,3.46874
86956.8,121930,85.56,3.47381
83296.8,128194,365.8,3.49511
90562.4,72686.3,79.36,3.49714
83697.6,104089,120.28,3.50627
62725.6,70061.2,91.76,3.51945
64664,53886.7,17.36,3.52452
71174.4,91126.4,89.28,3.52452
68792.8,102120,90.52,3.52858
66352,79408.4,14080.2,3.53061
83744,118155,83.08,3.53771
75628.8,106385,252.96,3.53872
74691.2,93750.2,38.44,3.54379
65541.6,73773.8,29.76,3.58436
84913.6,106238,178.56,3.58436
84181.6,120095,119.04,3.58741
68737.6,80042,73.16,3.60769
80819.2,124429,585.28,3.61073
66211.2,78410.2,-19.84,3.62899
67846.4,86183.7,245.52,3.63102
83497.6,97026.3,93,3.63913
91649.6,125738,125.24,3.64015
68849.6,79635.3,172.36,3.64522
63255.2,72018,79.36,3.6513
88657.6,130033,70.68,3.65232
79202.4,113527,85.56,3.65333
69629.6,65855.2,65.72,3.65638
78792.8,107757,106.64,3.66043
78196.8,87580,152.52,3.6797
62434.4,75643.7,40.92,3.73752
68708.8,73028.6,97.96,3.74157
62203.2,77462.8,105.4,3.74563
63181.6,85171.9,88.04,3.74766
77889.6,119004,184.76,3.7507
67420.8,75659.8,54.56,3.75171
66705.6,79149.2,107.88,3.75273
63837.6,68172.7,52.08,3.75577
79867.2,100821,35.96,3.76084
68026.4,93753.9,55.8,3.76186
61433.6,78841.7,76.88,3.76591
70597.6,84954.9,171.12,3.76693
60211.2,71681.9,35.96,3.77099
56844.8,58169.6,59.52,3.77099
60237.6,75532.1,63.24,3.81156
57043.2,64027.4,249.24,3.81764
87140,104522,174.84,3.81967
71254.4,74710,80.6,3.82677
75468.8,97136.6,502.2,3.83285
73384.8,74848.9,89.28,3.85111
65032.8,79982.5,64.48,3.85314
64639.2,79005.4,8.68,3.85517
71343.2,102786,81.84,3.8572
68951.2,84501,32.24,3.86125
97041.6,128620,161.2,3.87038
75176,98132.4,81.84,3.88052
86998.4,83149.4,96.72,3.92109
66902.4,73184.8,79.36,3.92515
75661.6,99497.6,79.36,3.92718
69830.4,92874.8,50.84,3.93428
86246.4,148945,4.96,3.93732
65707.2,87971.8,86.8,3.94544
69651.2,70081.1,45.88,3.95558
80752.8,118442,23.56,3.96471
58457.6,57880.7,28.52,3.97282
67970.4,69185.8,27.28,3.97688
66493.6,82080.6,8.68,3.98296
62531.2,65050.4,81.84,3.98499
69262.4,97092,28.52,4.03063
76825.6,92119.6,409.2,4.03469
60475.2,68657.6,106.64,4.03469
77969.6,101526,37.2,4.03672
70502.4,99844.8,85.56,4.07425
68352,103396,66.96,4.07628
67574.4,98250.2,60.76,4.08135
82076.8,129599,111.6,4.08337
81349.6,90999.9,37.2,4.12496
68324,100779,101.68,4.12699
71793.6,80350.8,133.92,4.14119
67132.8,81154.3,106.64,4.14524
59803.2,61794.2,2.48,4.15437
73043.2,103619,127.72,4.16249
64934.4,79428.2,23.56,4.19697
58999.2,51246.7,79.36,4.21726
64403.2,84667.2,99.2,4.22233
73774.4,97594.2,151.28,4.22537
64920.8,68369.9,84.32,4.2274
59528.8,65511.7,97.96,4.23957
85684,119627,49.6,4.25478
83524.8,84977.2,1864.96,4.25783
66696,83812.8,52.08,4.25884
77965.6,131123,54.56,4.25985
84756.8,120689,32.24,4.25985
67747.2,92192.8,155,4.26695
87356,94108.6,365.8,4.27405
69476.8,99860.9,32.24,4.29434
67648,90252.2,187.24,4.30347
70367.2,103015,119.04,4.30752
73076,78707.8,50.84,4.31564
69564.8,93226.9,115.32,4.32578
89376,143597,93,4.3268
76117.6,110214,28482.8,4.34404
75692.8,93470,156.24,4.38258
56151.2,48647.7,53.32,4.39779
70233.6,107230,107.88,4.40286
65650.4,61895.8,182.28,4.40388
95825.6,114629,138.88,4.40591
82909.6,109618,159.96,4.40996
59873.6,65884.9,84.32,4.41098
81292.8,102449,112.84,4.41706
76979.2,78814.4,11.16,4.52255
70450.4,71326,34.72,4.5266
76006.4,114118,39.68,4.52965
69840,79901.9,63.24,4.53269
65799.2,64249.4,73.16,4.53573
62159.2,58189.5,70.68,4.54283
90840,127793,260.4,4.54689
83140,141310,99.2,4.56312
79108,99753,135.16,4.57022
80634.4,119706,8.68,4.57427
60524,67880.1,63.24,4.5763
70337.6,82523.2,80.6,4.59557
65277.6,82062,29.76,4.6047
81393.6,120315,85.56,4.61079
57171.2,54778.2,86.8,4.61586
68670.4,78964.4,124,4.61789
62764,82788.6,104.16,4.62093
68308,85527.8,10859.9,4.62803
86075.2,132758,81.84,4.63107
63524,85556.3,94.24,4.63208
69694.4,62510.9,132.68,4.63614
72540,82602.6,-3.72,4.63918
105010,120146,86.8,4.64628
80109.6,124060,43238.8,4.65338
71394.4,94970.4,78.12,4.66048
68300.8,81223.7,115.32,4.66251
78634.4,81711,99.2,4.66758
60646.4,74840.2,32.24,4.6686
59765.6,55842.2,24.8,4.70105
62298.4,51570.4,34.72,4.71323
68592,69841.8,23.56,4.71931
64201.6,85274.8,93,4.73655
79676,115702,153.76,4.74264
72661.6,98365.5,80.6,4.74365
67704,99310.4,132.68,4.74467
70832,103479,89.28,4.7467
56903.2,62238.1,76.88,4.75177
74501.6,118519,383.16,4.7538
80499.2,84658.5,55.8,4.75582
100085,133412,111.6,4.75887
89867.2,99815,88.04,4.75887
72556.8,117075,105.4,4.76495
82859.2,98310.9,111.6,4.77002
72044.8,105497,271.56,4.79944
81226.4,102358,44.64,4.80146
71472,68271.9,9.92,4.80755
83257.6,135169,130.2,4.80958
78599.2,84560.6,68.2,4.81668
74581.6,85974.2,39.68,4.82276
69040.8,85331.8,200.88,4.83494
62100,69669.4,29.76,4.84203
96329.6,105256,214.52,4.84305
72313.6,104476,105.4,4.85015
64970.4,83459.4,38.44,4.86435
70316,108929,148.8,4.87956
76447.2,117211,119.04,4.88666
70006.4,86402,54.56,4.90492
76832,72401.1,48.36,4.91303
72960.8,99103.3,62,4.9181
75941.6,116566,166.16,4.92723
66292,95344.8,94.24,4.96882
66985.6,80120.1,40.92,4.97084
66942.4,85329.4,7221.76,4.97186
70218.4,83367.7,86.8,4.97389
119555,119718,31,4.97693
59714.4,63334.2,-28.52,5.00939
81688,116000,95.48,5.02561
69704.8,104179,66.96,5.02967
57066.4,53798.6,16.12,5.03069
64556.8,76123.6,62,5.0459
58929.6,67751.1,89.28,5.06517
86334.4,111376,88.04,5.0672
64463.2,70862.3,24.8,5.09864
74232.8,107515,62,5.12095
65909.6,81842.5,19.84,5.12298
71688,62496,38.44,5.12602
68800,55685.9,93,5.14022
78246.4,113022,1382.6,5.1453
88874.4,98438.6,19.84,5.15341
68486.4,90552.2,99.2,5.16355
75837.6,110015,141.36,5.16659
58032.8,44926.4,-14.88,5.16761
62633.6,54648,-16.12,5.17471
74861.6,97433,48.36,5.17674
60508.8,69804.6,76.88,5.17877
63303.2,56453.5,39.68,5.17877
74812.8,122785,75.64,5.18181
65825.6,91443.8,141.36,5.18688
78756.8,131700,114.08,5.19094
64600,77077.2,43.4,5.19804
70052.8,87112.5,148.8,5.20007
70793.6,83401.2,47.12,5.20615
74645.6,100221,145.08,5.21731
93822.4,125405,110.36,5.22035
102970,111103,88.04,5.22339
69444.8,94524,95.48,5.23151
63358.4,76738.6,88.04,5.28425
90036,147043,167.4,5.28526
59554.4,70481.6,105.4,5.29743
64094.4,69927.3,54.56,5.31163
59616,70423.3,116.56,5.34815
86673.6,129347,189.72,5.35119
70172.8,68116.9,109.12,5.35727
72544,105659,183.52,5.3664
83924,120788,99.2,5.37654
64276.8,78395.3,172.36,5.39582
72378.4,97273,189.72,5.39886
70801.6,82272.8,112.84,5.40799
69560.8,66800,86.8,5.42523
101412,132164,116.56,5.48913
62958.4,62990.8,55.8,5.4942
56378.4,59372.4,38.44,5.49521
88107.2,144016,126.48,5.49724
56018.4,54232.6,65.72,5.50231
74799.2,107851,217,5.50637
71808.8,78244,23.56,5.50738
67722.4,79567.1,105.4,5.50941
72034.4,99197.5,164.92,5.51043
73876.8,94031.7,122.76,5.51144
64366.4,67231.6,39.68,5.51347
60125.6,57512.4,9.92,5.51854
84089.6,114740,9.92,5.52057
71415.2,87503.1,158.72,5.5226
60998.4,75235.8,99.2,5.52463
65248,75713.2,162.44,5.52463
90924.8,138038,64.48,5.53173
65339.2,88047.4,94.24,5.53274
86877.6,125719,137.64,5.53477
69179.2,88293,132.68,5.53984
56513.6,50951.6,60.76,5.55201
67679.2,84233.2,31,5.59258
62398.4,66597.9,17.36,5.66054
65735.2,88449.2,49.6,5.66459
77708,127281,159.96,5.67271
77160,105803,127.72,5.67575
70660,93985.8,101.68,5.68183
66589.6,78231.6,89.28,5.68285
91212.8,120919,147.56,5.68386
70479.2,95080.7,125.24,5.70922
62388.8,66545.8,34.72,5.71531
77606.4,81820.2,78.12,5.71733
87759.2,118100,157.48,5.7224
83455.2,127367,114.08,5.72443
72546.4,100850,116.56,5.72443
81345.6,98105.1,81.84,5.72849
81100.8,120633,93,5.73052
71222.4,109431,112.84,5.78225
69143.2,87360.5,73.16,5.78427
69484.8,99218.6,37.2,5.79036
59215.2,70327.8,40.92,5.79137
62910.4,75387,49.6,5.79442
76590.4,103389,73.16,5.79644
68773.6,80805.8,189.72,5.81572
66476,68997.3,86.8,5.85324
76295.2,126011,88.04,5.85629
71414.4,96586.1,80.6,5.8573
68374.4,81978.9,70.68,5.86136
65615.2,86654.9,97.96,5.86947
65294.4,91476,111.6,5.87454
100702,106695,218.24,5.87961
73079.2,89068,66.96,5.88063
80368,133601,168.64,5.88164
72612,104200,184.76,5.88976
66958.4,86437.9,131.44,5.93743
83209.6,85163.2,-50.84,5.94047
84600.8,86744.2,18.6,5.94453
67668,89430,94.24,5.94655
81326.4,126675,109.12,5.94858
75368,111187,143.84,6.00639
74376.8,74889.8,45.88,6.02567
64333.6,81659,93,6.02972
71534.4,103230,86.8,6.03987
75568.8,95564.3,45.88,6.04494
72451.2,58143.6,224.44,6.07536
63381.6,83037.8,73.16,6.07841
68324,99192.6,33.48,6.09058
71637.6,97893,126.48,6.09362
66812.8,91605,119.04,6.09464
79796.8,102641,126378,6.09464
70163.2,72078.7,99.2,6.09666
77990.4,96810.5,151.28,6.09869
62312.8,78964.4,110.36,6.10376
71576,109384,106.64,6.10681
93970.4,127776,109.12,6.10782
68088,91834.4,75.64,6.16056
86684.8,135016,137.64,6.17375
70593.6,84930.1,48.36,6.17983
72250.4,101396,39.68,6.20519
59667.2,66000.2,26.04,6.21026
68446.4,92827.6,127.72,6.21229
63504,82602.6,112.84,6.21432
91136.8,120354,818.4,6.22344
65285.6,68374.8,70.68,6.22547
79895.2,108845,100.44,6.22852
70496,91455,109.12,6.32588
66459.2,89184.5,126.48,6.33298
67276.8,85297.1,88.04,6.35023
78372,126509,99.2,6.38065
76062.4,78315.9,102.92,6.3837
59533.6,55168.8,62,6.38775
71343.2,72775.6,106.64,6.44455
66564.8,79170.3,101.68,6.44962
66656,79470.4,50.84,6.45064
79144,73873,83.08,6.45774
78680,123845,135.16,6.45875
78356.8,63550,29.76,6.46179
85161.6,113786,31,6.46484
81452.8,134545,245.52,6.46991
65571.2,79177.7,99.2,6.47092
56336.8,55373.4,80.6,6.47295
56954.4,49352,80.6,6.47498
81072,129860,84.32,6.48411
65024.8,63512.8,73.16,6.48715
73166.4,116177,65.72,6.48918
84900,137453,18.6,6.49019
78328,70609.3,33.48,6.49222
82148,141424,143.84,6.49324
67683.2,95801.2,49.6,6.51859
76236,91376.8,130.2,6.54496
74483.2,101530,124,6.55916
77334.4,66960,84.32,6.57235
71674.4,92367.6,39.68,6.5906
71316,57183.8,21.08,6.59872
63859.2,46232.2,40.92,6.60278
73298.4,111503,135.16,6.60379
75244,108188,104.16,6.60582
85082.4,124944,115.32,6.60683
79432,82942.4,13.64,6.60886
73397.6,116660,162.44,6.61089
105189,96669.2,89.28,6.61292
64713.6,88002.8,219.48,6.61393
66233.6,78250.2,104.16,6.61495
72494.4,75708.2,32.24,6.61697
75661.6,112524,178.56,6.61799
81500,114259,127.72,6.62306
71892,85687.7,93,6.62813
82064.8,135283,272.8,6.63523
70280,110597,157.48,6.6545
61278.4,71881.6,70.68,6.66363
66771.2,82895.2,65.72,6.68189
58165.6,46757.9,29.76,6.69507
62907.2,63376.4,112.84,6.70724
82120,111399,3.72,6.72347
59549.6,64861.9,-31,6.72651
76268.8,84607.7,13.64,6.7397
57314.4,55409.4,88.04,6.75897
66664,82775,45.88,6.77723
66063.2,94555,47.12,6.78433
70561.6,96031.8,88.04,6.78737
69896.8,107203,53.32,6.79345
63652.8,79885.8,39.68,6.7965
81197.6,132258,152.52,6.79853
68276.8,96747.3,88.04,6.80867
64908,68377.3,96.72,6.8107
64070.4,83216.4,75.64,6.81678
64264.8,84741.6,65.72,6.81881
73677.6,92385,100.44,6.81881
60269.6,63242.5,9.92,6.82084
79171.2,112855,107.88,6.82388
59444,54686.5,37.2,6.82692
76879.2,124122,83.08,6.83098
78933.6,114613,52.08,6.83098
70984.8,83532.6,178.56,6.86242
74954.4,105975,90.52,6.86749
60036,54064,-31,6.87358
82212,116385,91.76,6.88169
75808,94168.1,116.56,6.88372
91620,129296,101.68,6.88575
73268,112829,59.52,6.88676
79872.8,99730.7,48858.5,6.89184
72624.8,96522.8,766.32,6.89691
74463.2,111480,111.6,6.90502
78132,110622,93,6.91009
63159.2,82786.1,-13.64,6.97095
65468.8,79126.9,-13.64,6.98616
97065.6,122988,76.88,6.9892
67598.4,76804.4,156.24,6.9963
63102.4,66600.4,45.88,7.01862
82995.2,115034,172.36,7.02166
63700.8,81014.2,48.36,7.03789
66948.8,67680.4,76.88,7.04194
71851.2,108571,136.4,7.04499
70441.6,109513,66.96,7.05615
66323.2,92287,-16.12,7.11091
68908,62346,-49.6,7.12511
65587.2,87319.6,-38.44,7.12816
70144.8,95640,837,7.12816
80722.4,107767,111.6,7.13019
68144,77816.2,296.36,7.1312
56879.2,63836.4,69.44,7.13424
69980,101434,74.4,7.13526
96974.4,131679,55893,7.13627
68071.2,91939.8,0,7.17988
59232,49223,-23.56,7.19104
73654.4,82541.8,44.64,7.19814
88472,135479,140.12,7.20118
95116.8,76757.2,81.84,7.20625
83272,89265.1,44.64,7.2093
62837.6,59693.6,28.52,7.21741
61087.2,71791,94.24,7.23972
70628,103774,109.12,7.24378
82994.4,108521,95.48,7.26609
61736,55747.9,54.56,7.27827
80654.4,139505,79.36,7.28942
71769.6,100441,73.16,7.29652
62855.2,62767.6,74.4,7.30565
64263.2,81553.6,74.4,7.31376
79524,130199,150.04,7.31884
83900.8,64062.1,83.08,7.36042
60788.8,60364.4,88.04,7.36651
62473.6,75286.6,43.4,7.38375
70964.8,82102.9,111.6,7.38679
70111.2,91582.7,55.8,7.38882
73737.6,83293.3,111.6,7.3949
63832.8,68213.6,44.64,7.40099
68174.4,102763,40.92,7.4162
66382.4,72757,68.2,7.42635
63788,69994.3,-8.68,7.43547
70380.8,107988,176.08,7.44257
70468,85954.3,50.84,7.44359
79804.8,114794,90.52,7.44359
69748.8,83145.7,59.52,7.44562
68209.6,88693.5,93,7.45069
73982.4,114028,130.2,7.45576
68729.6,101301,42.16,7.46185
86143.2,106944,192.2,7.46996
82952.8,95000.1,37.2,7.54907
81642.4,78044.4,143.84,7.5511
62950.4,79301.7,-6.2,7.56428
68700.8,87779.6,169.88,7.63427
77943.2,90482.8,53.32,7.63731
74756.8,79578.2,115.32,7.64238
63804,85246.3,94.24,7.64644
100162,137638,76.88,7.6505
59856,71670.8,114.08,7.65861
82802.4,128299,121.52,7.66064
74519.2,113533,502.2,7.66368
73008,98390.3,4466.48,7.6647
71220,100233,97.96,7.66774
92764.8,133171,262.88,7.66875
71176.8,79208.7,146.32,7.67991
75252.8,95695.8,166.16,7.68498
76867.2,91135,59.52,7.76916
73797.6,67067.9,24.8,7.77119
64787.2,72671.4,71.92,7.77322
82286.4,95079.5,53.32,7.78032
66435.2,83278.4,102.92,7.78235
79456.8,74736,49.6,7.78945
66479.2,48016.5,32.24,7.79046
68244,95900.4,200.88,7.79756
86233.6,134314,122.76,7.80466
74280.8,84732.9,86.8,7.81379
63553.6,82071.9,96.72,7.88377
93665.6,122660,130.2,7.88986
67404.8,70940.4,102.92,7.89189
78584,99585.6,68.2,7.90913
74088,60087.9,73.16,7.91319
72944,87436.1,60.76,7.91623
68605.6,76474.5,75.64,7.92434
80174.4,105962,105.4,7.93347
94747.2,134288,126.48,7.94463
55831.2,53869.3,6.2,7.95071
60214.4,56778.4,-6.2,7.9639
77016,78382.9,66.96,7.97404
68085.6,100781,125.24,7.97709
70964,83784.3,22.32,7.98114
75326.4,105943,49281.3,8.02577
62460.8,76473.3,59.52,8.03185
63405.6,72362.7,85.56,8.0349
60838.4,66366,95.48,8.03997
64516,79925.4,28.52,8.042
60248.8,60374.4,119.04,8.04504
59133.6,58665.6,69.44,8.05822
66056,90091,136.4,8.07141
71278.4,76081.4,135.16,8.07141
81304,93758.9,48.36,8.08257
80249.6,105745,86.8,8.08257
61969.6,65630.7,73.16,8.08967
86121.6,90649,112.84,8.09068
59041.6,61723.5,59.52,8.09271
69840,97605.4,50.84,8.09474
58575.2,65539,100.44,8.10082
68034.4,95812.3,100.44,8.10285
63180,72438.3,124,8.10387
79944,120620,69.44,8.10488
88961.6,135714,133.92,8.11604
69361.6,92485.4,100.44,8.12009
60416,66594.2,147.56,8.15458
65976,62408,35.96,8.19109
67182.4,92293.2,3.72,8.19312
67319.2,68901.8,35.96,8.20529
70614.4,86967.4,107.88,8.22152
82748.8,92874.8,124,8.23369
70632.8,86741.7,128.96,8.24992
75450.4,91906.3,38.44,8.26716
66564,58397.8,-24.8,8.26716
